date,신도림,대림,구로디지털단지,신대방,신림,봉천,서울대입구,낙성대,사당,방배,서초,교대,강남,역삼,선릉,삼성,종합운동장,잠실새내,잠실,잠실나루,강변,구의,건대입구,성수,뚝섬,한양대,왕십리,상왕십리,신당,동대문역사문화공원,을지로4가,을지로3가,을지로입구,시청,충정로,아현,이대,신촌,홍대입구,합정,당산,영등포구청,문래
2019-04-05,133206,66721,154202,64949,161944,55681,123422,69714,108032,51192,53050,97190,245985,124297,127141,151677,38493,61486,231199,40195,107526,57242,111742,75858,46331,32720,44399,33886,36488,46865,28847,55662,122545,64614,27520,26039,55525,114355,193119,84454,58220,55302,49096
2019-04-06,122592,54456,93770,50449,129614,40297,96112,51941,87834,30412,33062,53455,182750,49306,61265,106520,28482,49777,228690,25285,100017,39455,103219,37816,28657,16611,35343,21789,28485,39578,20011,27183,80666,29204,16746,18466,41404,106712,204497,71114,39027,28601,28291
2019-04-07,84117,49758,71767,42939,105117,32115,73355,41614,64778,20100,32979,33429,110534,30230,32388,76086,26587,35466,226301,19080,87683,29236,89464,25039,23754,9680,27234,17519,22326,30810,9818,22863,61714,19290,11689,13925,30042,72473,153358,53803,32467,20108,18016
2019-04-08,126928,68250,150144,65152,153446,55560,119027,66921,98218,53210,51715,93435,215445,127893,127513,128652,21268,55240,212412,39804,92130,55507,93495,72047,44518,37646,39082,33188,33715,40437,27785,53008,109915,58738,27185,24750,50994,100097,148902,70809,56442,53989,48542
2019-04-09,124310,64955,147934,64367,152226,55310,118354,68579,99666,54985,55352,94889,215871,128581,127665,133857,24688,55390,192025,39020,83449,55536,88977,74483,45600,38756,38736,33202,34439,39218,27316,53870,113219,66253,27842,25716,49083,101245,146244,72973,54561,54672,49006
2019-04-10,129644,65108,151026,63726,154241,54412,118162,66790,99885,52419,54458,95598,219178,127259,128232,131959,31711,55771,187916,39876,84567,55388,92307,74184,44713,37268,39346,32993,34157,41574,26902,55241,114553,62721,26763,25215,49738,101144,153483,73249,55309,54162,49252
2019-04-11,132567,67255,151873,65292,157801,56034,121282,68427,104094,55024,53535,96890,225617,127668,130859,138781,32225,57221,211853,39921,90966,56070,98288,75247,45190,37384,40233,33643,35242,43292,28441,54960,116227,64203,27160,25799,51191,105950,161964,76223,57991,55011,49851
2019-04-12,135562,68404,154114,65446,162773,56304,124870,70110,110169,52744,53528,97119,244311,126129,129718,145289,39468,62539,235188,40779,107710,58037,111270,79414,47481,32446,43618,33885,36017,46486,29403,57084,122334,64302,27719,26190,52737,119065,189141,81737,58958,54970,49462
2019-04-13,126305,56942,96194,52896,135762,42616,98326,56031,96925,29230,33005,55403,186102,49964,64119,98290,45517,51612,234961,26689,105743,40760,110226,40754,34470,18163,35825,22895,30239,43065,21482,30091,85016,34352,18465,19797,41522,102818,211936,72612,44207,31084,28850
2019-04-14,79819,45840,65431,38201,95312,29330,64509,38326,60371,17922,30892,30566,102292,31424,30995,72771,25313,32820,127803,16594,75614,26584,69006,23259,19301,9870,24576,15406,19140,31348,8774,20661,57203,17446,10589,12604,26671,65555,137723,46567,25287,17765,15665
2019-04-15,122865,68027,148787,64110,151383,55408,117139,66635,98124,52804,53441,93471,214538,126395,127433,122232,21350,54489,172931,39413,89937,55314,92039,74619,45133,37044,37725,32499,34545,41512,27921,53673,102925,60245,26900,24585,49636,95635,152356,71229,54304,55331,48788
2019-04-16,127703,67405,151500,64881,154566,55758,118179,69048,100866,54564,54220,96890,216753,126817,128660,131368,29890,54464,180832,40059,86251,55704,92105,74828,46236,38268,38988,32919,35025,41792,28357,53849,116260,63582,27271,25014,49097,99573,153397,73385,56342,54578,49074
2019-04-17,128272,67471,151233,65286,156364,55667,118921,68009,102526,53322,55780,96897,218372,127577,129833,141573,31723,55143,180216,40324,86125,56544,92854,75467,45790,36967,39149,33406,35035,42821,27903,55700,115671,63907,27703,25481,49323,98926,155363,74636,56926,55201,49728
2019-04-18,126160,65318,150571,63871,154060,54840,117440,67308,104297,53885,53120,95471,218773,127647,128914,145984,29315,54603,177526,40013,89157,56412,91591,74961,44004,36620,39041,33367,34683,42933,27728,53108,115559,63005,28292,25548,49587,98615,154073,74015,55614,55294,48813
2019-04-19,133202,67135,154536,65105,160431,55928,122646,69112,109520,52199,53679,95624,235431,126936,129394,140317,30255,58431,185592,39352,100447,56350,102356,76764,45453,31910,42271,33417,35225,47175,29425,57523,121367,65116,27571,26176,49387,101603,177106,81301,57741,54696,49075
2019-04-20,120331,54782,93279,50831,129613,41214,94903,52545,93576,28309,31185,52733,173512,47467,60597,78979,31441,46978,168626,22989,98045,38629,100722,37486,29180,18544,33503,22438,28957,43514,21516,28752,80200,34642,16638,18465,38116,92802,198497,69616,40555,30065,28791
2019-04-21,83097,47717,67918,39634,97054,30681,67258,38880,62232,18996,36700,30878,96987,29363,32174,57026,29068,29803,116943,16590,73441,27677,69655,23684,19033,10354,23003,15656,21333,31710,9491,22652,58457,18759,10702,12799,25685,62826,134556,48920,26367,19030,17506
2019-04-22,126246,66991,148336,64141,150813,54823,116322,65406,95782,51651,51237,91708,209135,127249,127549,128162,20992,52769,167121,39813,88592,55310,88527,73603,44929,34693,36834,32457,33508,41872,28054,52500,111719,59792,26978,24387,45971,93323,144793,69930,54138,54377,48007
2019-04-23,121317,66045,149692,64045,151514,55266,116521,66947,99927,53971,53490,94117,213568,127270,127600,131981,34282,54315,169034,40422,83290,55404,88405,73987,45860,35973,37876,32683,34320,42008,27710,53086,113016,62985,26744,25241,44506,92239,144985,72536,55613,54136,48434
2019-04-24,128601,66135,149960,64363,156185,55645,117695,67039,99792,52095,56975,96277,218360,127607,129013,140881,36142,54933,176409,39483,88365,55128,93105,74800,45527,33773,40131,33030,34356,43708,27860,55651,115190,64284,27006,25026,46114,95909,151015,73599,55227,53973,48817
2019-04-25,127675,64140,147208,63413,154371,55182,118248,67167,101866,53769,53787,94404,222440,129564,129683,148276,23503,56029,177794,38765,89473,55543,94343,74672,44194,33917,40832,33734,34390,42495,27488,54478,115408,65227,27862,25397,47297,98400,153017,73698,53673,54098,48713
2019-04-26,135881,66076,153304,64489,162008,55863,123180,69172,109562,52149,53702,97957,249664,128400,128829,161940,39757,62316,196220,39541,107663,57067,112376,75801,45679,30334,44252,33960,35455,46656,28841,56437,121384,64546,28706,26028,49743,110898,191480,82382,55578,54508,49484
2019-04-27,130893,56838,97472,52722,137442,43009,100951,56627,96987,30948,33450,56256,191417,52480,65111,104634,42842,53562,187041,25986,109321,40327,117778,39928,32554,16424,37271,24141,29683,46186,21651,31012,83402,35642,17824,19747,40893,108737,222013,75111,43858,31535,30278
2019-04-28,85211,48973,68992,40489,102419,30933,72681,40959,66019,19611,31720,32618,113745,29240,34003,74963,35742,33374,131173,17327,84598,27936,82309,25193,20956,9883,25813,16745,21798,34075,9837,23156,64092,20541,10960,13508,28724,75096,159887,53809,29997,19103,17270
2019-04-29,126682,66864,148210,64254,151752,54923,118710,66771,97582,53043,52256,91740,211012,126854,129218,138293,22076,54857,176611,40042,91386,55293,96636,73863,45719,36935,40546,32628,33513,43637,29260,55736,116638,61740,27421,24672,52154,101669,160118,72046,54874,54924,47825
2019-04-30,134604,69074,155571,66473,160442,56277,124740,68972,106330,54752,53855,97273,228951,127658,131494,145668,32526,60296,192266,40651,91366,57245,106679,76097,48714,38060,42737,33617,35773,47434,30391,58984,123644,68708,27908,26609,54499,108560,178430,78840,58799,55768,50296
2019-05-01,99394,53360,92291,50930,125721,41485,100864,52605,78048,27320,32720,63975,155229,51546,62578,89677,26925,46502,163683,23291,75869,41776,98107,39020,28692,28338,34460,24677,28905,47880,24521,32151,80910,36195,15432,19792,50907,95382,180988,58954,37984,30734,26382
2019-05-02,132137,66585,149878,65178,156901,55521,121786,67796,102098,52335,52632,94303,227838,125066,128372,153071,32280,57113,193125,40463,92799,56238,104138,75895,46813,37397,42463,33837,35171,46877,30034,55980,122170,65387,26543,26333,56221,109722,185972,76821,56678,55076,48850
2019-05-03,135224,67287,154198,65798,161927,55786,125985,70021,107964,50656,52375,96105,249663,124614,127736,163699,51625,63213,214297,41520,121239,57209,117974,76692,52350,32912,45057,34381,35868,50008,31222,58652,127909,66852,26726,26616,57923,119676,214648,84534,58711,54511,49309
2019-05-04,112794,53990,92162,49851,127121,39532,92752,51503,82617,27305,27704,50702,185174,46984,57688,141100,58110,71271,261866,31612,125718,40038,118349,37389,33853,14767,35976,23424,29109,52895,24380,31789,87128,34620,17362,19110,41427,101199,224673,68794,36379,27572,25177
2019-05-05,82599,50153,71159,41505,102743,29919,68630,37896,59239,18108,28769,30307,112919,26395,28964,104227,34256,34500,142364,16282,82881,28412,88890,25158,23843,9432,26311,16825,22317,37950,11588,24566,66475,22024,10131,13294,27837,73675,184437,53132,26613,18869,18709
2019-05-06,80497,44682,72431,41371,101805,32182,74654,40324,60529,18809,15941,35831,122553,33065,37694,94475,11608,34688,140014,16456,92960,31028,91073,31207,26659,10715,27318,18721,23187,36167,15824,19261,61724,18066,10535,14728,30461,73429,166167,49475,28163,21524,19179
2019-05-07,125743,67982,149919,64900,153567,55462,119942,68549,99600,53239,53498,92396,217385,125324,127594,127788,33837,55833,181219,40614,93725,56268,96051,75151,47431,38227,40634,33279,34413,40378,28239,52195,110233,60589,26938,24902,48987,101049,151216,72603,56211,54404,48318
2019-05-08,128610,67530,150708,65647,155459,55640,121093,68145,98183,52721,55058,93296,214006,126430,128354,130814,35488,54783,176225,40006,87688,56200,94177,76481,47232,37001,40329,33619,34896,40762,27372,54676,112718,61731,27649,26250,49424,101251,145449,71335,56624,54757,49174
2019-05-09,131160,68194,151919,65706,157680,56092,121884,69149,105717,54098,54896,97317,226024,127437,130930,139051,40352,56538,179629,39727,90310,56920,100801,75468,48105,37282,42386,33920,35090,51120,28395,55189,115145,63808,27887,25851,49708,104569,156651,77060,57865,55939,49686
2019-05-10,137047,68151,158587,66580,165187,56960,127103,70326,112129,52193,54686,98833,250220,127513,133067,151428,42761,62293,198856,40138,108575,57323,116805,78291,50108,32263,45875,34412,36763,57684,29565,60091,120535,64763,28724,26218,51634,115098,201119,87121,60125,56507,50705
2019-05-11,128464,56589,96922,52214,135985,42370,99939,55995,94263,31037,32782,57217,191184,50285,65068,97843,45520,50984,179713,24653,105284,40507,110458,39225,35506,18154,38170,23813,29276,51853,21400,33017,80746,31698,17797,19639,39193,108312,217045,79197,42148,31009,29857
2019-05-12,88928,51166,70576,42315,104626,31267,73634,42355,66758,20466,32088,33237,112232,29158,30752,74605,38039,34006,132263,18477,85336,30084,87456,24485,24127,9554,26271,17454,22054,33092,9329,23300,58971,18964,10797,14297,28306,74505,155930,54229,28607,19519,17672
2019-05-13,125295,67194,149048,64030,151544,55011,117240,66684,97993,51818,52343,93286,215715,126580,128964,128551,22660,53793,165369,40421,91049,54683,93178,72477,46427,36413,39662,32444,33392,39389,27643,53244,109946,58496,26705,24510,48473,98027,145788,69678,54646,54709,48631
2019-05-14,127897,67807,152228,65738,156155,56056,121303,69331,105172,54753,54135,97127,224495,127104,131027,132997,36553,56008,174752,40745,86706,56299,97028,75296,48346,38052,41460,33473,35289,42365,28307,54574,115472,63402,27597,26158,50335,103267,154112,74810,57021,55359,50013
2019-05-15,134428,68263,153486,68524,158115,56013,122879,71878,105201,53647,56023,98555,227880,128297,134223,139453,35110,58347,184153,40509,88361,56795,103964,76539,49268,30289,41627,33848,35075,43471,28641,57205,116979,65418,27752,25850,54812,107375,182937,75605,58292,56514,51407
2019-05-16,131969,66864,152529,65214,157351,55593,121977,70117,104898,54166,54586,96478,228390,127593,132083,143035,38928,56411,183389,39489,92179,56132,106777,74460,47061,38325,42080,33798,35147,45136,28220,55699,116286,64569,27459,25882,51353,108666,191750,76577,58175,55062,49857
2019-05-17,136050,66491,154720,65244,162052,56318,125151,71279,111160,51928,54764,97921,243820,125383,128801,145523,35813,60874,196997,39525,107651,57082,112240,76877,49267,33825,44804,34053,34875,50160,29596,58674,121182,63536,27751,26494,51660,120341,203234,83754,58175,55802,49765
2019-05-18,124488,54897,95598,51904,132327,41144,99164,56078,96138,29869,35311,55613,186653,50643,65311,88886,35694,50855,179355,23924,105354,39712,111108,39579,32375,18120,37284,23026,28338,48569,20777,32485,81671,31358,18052,19281,40520,108470,221199,78698,41956,30733,27916
2019-05-19,83790,44291,65736,37616,95667,28844,66395,38073,61218,18780,32850,31256,104513,30188,32811,68501,16788,30944,123586,15696,78091,26572,72537,22369,19101,10054,25430,15881,19220,31607,8676,21348,55633,16640,10560,12670,25390,71729,139785,49826,24384,19385,17689
2019-05-20,123001,67479,149496,63735,153534,55243,118663,67098,98056,52056,52681,93365,216544,125516,128737,123247,21376,53754,168427,38781,90868,55848,94595,74263,47426,36967,40185,32697,33930,41032,28263,53572,112218,59276,27040,24534,50544,98267,152536,70902,55014,54717,48234
2019-05-21,130910,68081,152792,65493,155263,55924,121202,68821,103298,54849,54850,95560,221924,128723,130889,134611,33065,54988,172807,39755,86492,55719,96656,75167,48326,37806,40339,33368,35171,42486,28788,54955,115587,63212,27634,25889,50657,101762,153676,74561,57795,55327,49313
2019-05-22,130329,66705,153290,64890,156878,55543,121555,67776,102996,52917,57487,94551,221459,128460,131067,142359,33227,54894,175635,39621,86412,56288,96155,75257,48924,37582,41012,33693,34770,43506,28503,57357,115296,62689,27579,25915,51310,103575,156421,76082,57380,54540,50070
2019-05-23,131217,66585,151614,64926,155784,55639,121448,68642,104976,54177,54331,95875,224712,127969,130347,145657,32731,55769,178202,40471,89635,55845,96786,74614,47603,36805,41226,33780,35105,45210,28508,56384,115506,63012,27627,25995,50244,105441,160388,76789,57580,55198,49674
2019-05-24,135268,67433,154019,65584,162125,56636,125616,69347,110506,52403,54906,97188,245728,125589,129096,152711,55064,61878,200223,40485,108076,57338,110060,77038,49362,32598,44645,34196,35356,49577,30126,60321,122395,65936,27863,25940,52021,117750,189621,84710,58722,55831,49546
2019-05-25,124197,54053,95254,50448,133675,42875,99940,56093,93052,30648,33340,55975,189153,50704,63189,97521,55665,51345,185337,24874,105569,40326,108185,40390,34489,18881,39098,23792,29041,44998,21778,32943,83456,34746,17946,19713,41793,109863,212565,75486,40627,30968,29014
2019-05-26,89468,51442,71323,41598,102974,31749,72823,41993,66443,19578,33814,33455,114102,29839,34051,69944,54415,34912,133255,18316,83747,28860,81855,25194,25631,10627,26792,16916,22139,33474,10424,23365,62650,18711,11743,14031,28874,78070,156513,53645,28089,19701,18281
2019-05-27,120945,64833,144072,61563,147139,54309,113689,65045,93654,51168,51553,89953,208202,125167,125589,129398,22277,52562,155320,37580,86534,53923,86483,71621,43845,35276,37937,32067,32142,38025,26755,52030,101487,57711,26539,23678,46427,95595,137221,68193,52081,52642,46919
2019-05-28,126953,67643,151126,65045,155027,56361,120110,68724,102135,54544,54211,95752,220273,127964,130087,135788,34867,56121,174062,39992,87433,56159,94755,75681,46972,37437,39835,33050,34975,42148,29840,55333,115783,61691,27279,25977,49229,101757,151823,75303,56961,55251,49275
2019-05-29,131815,66402,151520,65370,156052,55687,120364,68044,102697,53093,55633,95027,220598,128001,130270,140259,41318,55386,173749,39819,86709,55741,96358,75193,47647,36501,40908,33430,34903,43683,29106,56864,115494,64048,28217,25610,49990,101554,158724,75892,56760,54310,49485
2019-05-30,129416,66270,149904,65065,156291,55613,119895,67772,102573,53537,53431,94319,219566,126699,129027,146281,34523,55223,177677,39617,88921,55434,96977,74634,46329,36328,41676,33539,34209,43812,29049,54635,115186,62178,27185,25878,48837,103819,157122,75094,56663,54640,48436
2019-05-31,135407,66835,152910,65596,162464,56586,124010,69900,107876,52235,53849,95165,236299,125190,128484,154465,31940,59504,189495,40378,103792,56491,108546,76232,48452,32311,44156,33838,35304,46664,30308,59865,120555,65665,27810,26579,46973,110007,182582,82245,57703,55943,49375
