date,개화,김포공항,공항시장,신방화,마곡나루,양천향교,가양,증미,등촌,염창,신목동,선유도,당산,국회의사당,여의도,샛강,노량진,노들,흑석,동작,구반포,신반포,고속터미널,사평,신논현,언주,선정릉,삼성중앙,봉은사,종합운동장,삼전,석촌고분,석촌,송파나루,한성백제,올림픽공원,둔촌오륜,중앙보훈병원
2019-04-09,13608,20516,7282,17010,21946,21478,47628,16863,24674,38813,9490,17767,45396,56985,57190,13413,65009,10328,26416,7164,7539,7065,31188,7880,69975,21480,20411,14475,36859,9584,11599,10937,12615,8700,4265,10246,2287,15552
2019-04-10,13568,21902,7027,16547,21893,21033,47032,16340,23915,38826,9254,17109,44243,51421,56645,12956,64100,9732,25968,6581,7374,6810,30978,7404,70317,20714,20683,13964,36057,9858,11111,10401,12947,8263,4113,10467,2251,15704
2019-04-11,13886,22644,7169,16795,22800,21357,48468,16700,24791,39416,9533,17138,45758,62840,62238,13456,67521,10036,27323,8369,7521,7995,33666,7605,73848,20924,20924,14309,38975,10027,11378,10742,14121,8788,4444,11015,2091,15780
2019-04-12,14026,23783,7571,17210,22309,21407,49102,17099,24631,40174,9418,17600,46907,56266,60262,13582,70307,9952,26699,8807,7306,7564,42828,7906,81804,21879,21713,14350,41333,10504,11557,11133,15025,9427,4664,24585,2113,16032
2019-04-13,9959,23008,5604,12340,17473,14560,35701,10228,16915,28997,6516,10876,36372,45066,36708,8662,64921,8452,19921,13109,7165,6866,48158,5167,65244,13075,13041,7288,32159,9168,9103,8554,13276,8341,4096,34888,1263,8988
2019-04-14,5760,18338,4111,8566,10802,9385,25693,6166,10445,18867,3704,5957,23101,16651,16240,6969,40291,5596,11501,3607,3599,4248,33162,3137,35249,7550,7080,4377,22524,5346,6311,5698,7448,4880,2722,29991,1368,5949
2019-04-15,13937,21822,7064,16314,21644,20592,47117,16652,24132,38326,9047,16401,41792,40445,55298,12840,63090,9532,25482,5844,7025,6842,31478,7506,69314,20148,20584,13941,34088,9377,11120,9837,12587,7633,4189,10883,2049,16085
2019-04-16,13729,20988,6990,16454,22892,20992,48102,16265,24034,38945,9621,16578,43159,41737,55957,12274,64048,9852,25435,5566,7170,7288,32296,7606,71286,20931,20706,14029,35228,9544,11269,10215,12603,7826,4189,11098,2164,16221
2019-04-17,13994,21363,7099,16392,22639,21285,47718,16119,24008,39058,9570,16545,43638,42253,55614,12739,65193,10040,25621,5832,7008,7126,33134,7548,70957,20756,20987,14216,40925,9983,11327,10286,12947,8088,4253,11288,2253,16386
2019-04-18,13520,22102,6987,16307,22541,20800,46985,16226,23724,38626,9497,16398,43668,39912,54340,12636,63863,9634,25334,5035,7003,7258,32084,7389,71458,20916,20672,13933,42859,9911,11166,10339,12652,7967,4000,11574,2048,15825
2019-04-19,13502,23188,7107,16565,23332,21446,47918,17023,23844,39260,8999,16771,44751,42506,55685,12855,67933,9957,24676,5537,7018,7463,40377,7753,78774,21503,21421,14111,39545,10158,11665,10450,12884,8224,4506,11384,2202,15170
2019-04-20,9232,21636,5810,11510,16926,14631,34418,9653,15676,27827,5806,9029,30675,14875,23927,6383,59019,7417,17141,4200,6406,5481,43912,4567,60087,12502,12017,7167,25238,8043,8658,7970,10177,7023,3694,21355,1181,8356
2019-04-21,6252,18200,4453,8501,11954,9894,27896,7353,10825,19586,4130,6348,20928,13847,14444,4409,41191,6110,11840,3220,4154,4304,32198,2898,34207,7041,7778,4054,17830,5868,6446,5819,7067,4645,2689,17335,1302,5951
2019-04-22,13906,22061,6979,16410,21965,20414,46525,16143,23996,38353,8831,16242,41675,38669,53153,12105,61766,9486,24701,4098,6877,6615,32623,7134,68888,20130,20244,13860,35725,9397,11289,10076,12213,7779,4160,10877,2017,15852
2019-04-23,13445,20691,7093,16274,22471,21293,47021,15946,23908,38328,8858,16421,42902,39656,53407,12027,62395,9674,24336,4598,7192,6768,30924,7367,69847,20463,20231,13946,36041,9625,11289,10045,12354,7864,4296,10861,2148,15985
2019-04-24,13759,23072,7051,16552,22710,21012,48320,16380,23778,38694,9158,16107,42185,38691,54409,12350,63846,10067,25105,4500,7108,6988,32566,7413,70684,20771,21039,14129,40039,10045,11198,10228,12243,7843,4140,10913,2383,15736
2019-04-25,13498,22756,7001,16389,22281,21164,46550,16114,24102,38294,8816,16294,43255,38888,54787,12609,64208,9744,23873,3969,7310,7563,32537,7614,71384,20928,20138,14269,41194,9804,11575,10518,12268,8054,4155,10387,2095,15722
2019-04-26,13661,25380,7199,16921,23147,21680,48632,16476,24804,39123,9086,16734,45255,44353,55814,12345,68511,10032,25035,4467,7247,7287,41499,7796,81206,21506,20923,14709,46828,10656,11910,10677,12747,8732,4714,19559,2216,15247
2019-04-27,9506,23482,5903,11959,18333,15199,36524,9877,17154,28809,6011,9818,35384,15604,24957,6625,62968,7741,18845,4279,6823,7225,49708,4979,64946,12556,12914,7021,34189,8295,9265,8201,10743,7636,3883,24194,1616,9700
2019-04-28,6735,18861,4541,8582,13038,10327,27144,6592,11409,21007,4056,6732,25424,13441,17007,4616,42604,6345,12829,2790,3402,4520,36670,3338,37857,7517,8161,4557,23443,5836,6579,5987,7508,5244,2749,9069,1330,6488
2019-04-29,14032,22405,7121,16368,22171,21208,47395,16456,23835,38214,8805,16038,41897,36546,53515,12634,63258,9411,26596,4990,7154,6897,34205,7217,69116,20533,20250,13933,38899,9230,11328,10031,12059,7804,4074,10811,2082,15860
2019-04-30,14048,22913,7197,16681,24225,22165,49501,16325,24753,39260,9482,16961,44745,40693,55939,12468,66755,9807,27711,4824,7173,7709,36451,8008,76531,21050,20982,14308,39435,9940,11527,10250,12732,8182,4391,11582,2024,16457
2019-05-01,8407,21144,5549,11739,15382,14803,32980,9686,16977,26392,6306,9446,28197,16934,20934,6528,53531,7321,22007,4831,4989,6834,34896,5593,51687,10395,10435,6979,28794,7197,8606,7815,9880,6625,3417,9922,1756,8360
2019-05-02,13653,22245,6930,16105,22772,20634,47594,16265,24034,38941,9164,16796,43265,37390,53947,12391,64602,9808,27029,4758,6975,7621,36870,7357,73960,20394,20565,14235,42372,9521,11255,10186,12569,8230,4093,12111,2009,16436
2019-05-03,14356,25603,7352,16734,23559,20836,48614,16626,24499,40329,9588,16547,45339,41432,55421,12826,67589,9861,27468,5637,7629,8069,51154,8096,81432,21244,20967,14013,46673,10487,11722,10605,13514,8616,4505,12850,2117,16217
2019-05-04,9258,22909,5439,11116,15974,13584,32855,9619,15684,27009,5557,8588,29703,11778,21286,5906,57624,7012,16559,3707,6053,6045,55088,4986,60293,11460,11341,7341,45049,10896,9328,10663,18861,10685,5772,19902,1269,9346
2019-05-05,6660,19147,4317,8701,12533,10319,24462,7322,11482,20238,4383,6518,21551,12188,15060,4490,42942,6096,12377,2964,3051,4978,38460,3437,38083,7011,6477,4268,34355,5448,6629,6009,7390,5237,2933,16110,1378,6473
2019-05-06,7132,21038,4509,8882,13034,11314,26155,8039,12578,21335,4368,7212,22783,9527,16964,5119,46456,5655,13798,3483,3797,4622,43713,3560,41658,7771,7061,4860,30125,5323,7307,6211,7863,5526,2931,8383,928,6885
2019-05-07,14044,20810,7086,16721,22473,21084,48314,16498,24364,39108,9508,16199,42970,37694,52288,12323,64464,9853,26934,5467,7334,7289,33963,7547,69903,20130,20541,13951,35376,9615,11351,10137,12750,7892,4139,10972,2041,16363
2019-05-08,13975,21970,7001,16785,22970,21443,48148,16460,24343,39231,9609,16615,42639,39670,53539,12102,63548,10072,26631,5122,7120,7031,32745,7452,69117,20539,21009,14182,35858,9814,11558,10633,12934,7934,4270,11546,2285,16815
2019-05-09,13634,22181,7013,16664,22731,21050,47669,16200,24266,39111,9637,16566,43985,38478,54833,12421,65950,10120,26486,4703,7150,8138,33506,7524,74149,20704,21231,14062,39608,9662,11956,10241,13049,8149,4520,11452,2117,16848
2019-05-10,14305,23698,7377,17187,24318,21826,49382,16956,24435,39966,9541,17117,46256,42208,57720,12471,69284,10181,26742,5261,7468,8267,43941,7925,82259,21100,21729,14489,42650,10792,11826,10858,13648,8438,5184,12086,2153,16944
2019-05-11,9560,22948,5679,11692,17642,14562,35772,10185,16453,27790,6306,9221,34677,14200,24611,7074,59297,7972,19406,5295,6666,10705,51074,5065,64697,12423,12292,7253,33907,9051,9091,8318,10782,7603,4417,23655,1340,9949
2019-05-12,7016,19332,4457,8922,11942,10883,27658,6460,11588,21167,4892,6893,24643,11863,15244,4978,44043,6808,13205,4012,4509,8093,39351,3796,38507,7831,8020,4480,43801,6220,7477,6509,8457,5667,3255,22546,1437,7553
2019-05-13,14132,21281,7223,16336,22059,20689,46560,16457,23492,38319,8851,16353,42173,37252,52736,12465,62650,9642,25391,5902,7229,6994,33278,7300,68504,19905,20165,13977,35218,9298,11441,9920,12336,7638,4077,10672,2020,16201
2019-05-14,14035,21745,6998,16602,23394,21087,48813,16875,24580,38969,9386,16312,43237,37885,54303,12459,65928,10005,25983,4205,7605,7771,33566,7422,71761,20566,21111,14218,35692,9659,11388,10732,13123,7894,4357,12326,1917,16550
2019-05-15,13826,22502,7155,16017,23196,21420,48666,16706,25190,40812,10466,17133,44064,40080,55389,12813,65121,10293,26459,5675,7736,7962,34634,7926,72040,20422,21302,14443,38536,10194,11707,10785,13145,8060,5829,15295,2101,16940
2019-05-16,13767,22678,7182,16663,23246,20430,48541,16224,24402,39094,9568,16411,44029,37892,54504,12453,66035,9993,27933,4914,7401,8251,34405,7614,72708,20907,21280,13868,40196,10213,11424,10470,13186,7998,4298,12752,1906,16347
2019-05-17,14067,24199,7347,16691,23505,21530,48938,16506,24367,39969,9274,17295,45100,39700,55802,12450,69090,10220,26730,5431,7438,8160,44042,7804,81426,21432,22024,14238,41264,10682,11797,10830,13812,8393,4751,19137,2081,16163
2019-05-18,9355,23112,5383,11652,17413,13962,35140,10059,16063,27646,6065,8940,33561,15011,23828,6460,59350,7368,19028,8006,7742,7079,49993,5029,62918,12271,12329,7170,29234,8679,9158,7959,10769,7295,4125,19554,1352,8951
2019-05-19,6117,19757,4323,8310,11482,9241,26548,6796,10843,18845,3806,5638,22778,11980,13863,4538,39227,5613,11770,2521,3200,5137,35191,3402,34249,7194,7545,4560,21427,5337,6589,5785,7268,4962,3069,20393,1319,5977
2019-05-20,13924,22225,6908,16288,22108,20614,47011,16385,23941,38562,9052,16181,41961,36010,52636,12056,63049,9702,26122,3925,7059,6944,32521,7140,69541,19920,20407,14071,34335,9684,11461,10204,12778,7609,4249,15068,2134,16589
2019-05-21,13919,21279,7258,16659,23191,21127,48283,16580,24361,38838,9471,16419,43789,40117,54534,12150,63983,10132,26892,4945,7335,7210,32644,7320,71911,20411,21288,13833,37603,10106,11531,10507,13174,7977,4421,11771,2333,16155
2019-05-22,13746,22582,7025,16218,23104,21166,47672,16488,24086,39452,9542,16578,43805,38504,54655,12263,64247,10121,26092,4491,7293,7233,33459,7513,72986,20380,21124,14086,41295,9880,11730,10914,13563,8109,4646,16961,2375,17466
2019-05-23,13856,22070,7074,16402,23340,21185,47715,16412,24041,38707,9402,16396,44363,36895,54575,12257,64861,9973,28934,5186,7264,7892,34435,7461,73474,20969,20792,14076,41174,10099,11814,10811,13132,8234,4451,11937,2059,16195
2019-05-24,14165,25087,7290,17000,23474,21710,49487,16783,24607,40233,9608,16221,46252,43763,56187,12532,68035,9870,28079,4586,7143,7677,44423,8103,81343,21438,21435,14256,44198,12212,12067,10785,13740,8988,4796,13735,2255,16565
2019-05-25,9439,22691,5600,11605,17214,14028,35383,9909,15863,28065,5911,8965,32580,15062,23923,7020,58519,7283,18670,4715,6682,7003,49084,5143,65760,13492,12780,7046,30568,10960,9350,8351,11079,7901,12629,41604,1642,9236
2019-05-26,6981,19401,4444,8723,12255,9820,28365,6329,11620,20770,4355,6867,23627,14223,19664,4566,43530,6071,12505,3074,3761,5120,38621,3590,38945,7654,8275,4289,20865,9202,7119,6423,8083,5496,3752,35797,1443,6819
2019-05-27,13575,19960,6765,15747,21313,19810,45126,15919,23267,37357,8628,15752,40472,36809,51899,11879,59919,9149,24106,3791,6741,6537,32050,7059,67057,19677,20065,13728,35149,9410,11457,10290,12316,7684,4010,10747,2036,15717
2019-05-28,13749,21195,6924,16170,22608,21145,48132,16499,24703,38726,9315,16540,43232,39716,55040,12704,63409,10036,26018,4226,7382,7270,32646,7589,72349,20802,21294,14008,38968,10195,11643,10483,13205,7997,4604,12517,2087,16745
2019-05-29,13668,22446,6795,16430,22712,20794,47821,16013,24027,39306,9109,17229,42921,39381,55024,12548,64274,10290,25116,5369,7280,7271,32815,7459,71086,20220,21166,14108,39118,10986,11762,10584,13026,8052,4610,11928,2295,16693
2019-05-30,13697,22394,6934,16203,22836,20569,47304,16216,24158,38896,9137,16181,43516,36323,54142,12175,63962,9864,25214,4257,7925,7818,33546,7434,71790,20400,20999,14269,42518,10239,11673,10335,12918,8004,4396,11718,2056,17032
2019-05-31,14048,24526,7088,16716,23101,21341,48607,16513,24207,39596,9086,16522,44417,39261,55578,12405,67259,9877,25355,4429,6953,7451,41390,7679,79160,21182,21445,14359,45458,10486,12052,10864,13470,8337,4722,15050,2071,16850
