date,암사,천호,강동구청,몽촌토성,잠실,석촌,송파,가락시장,문정,장지,복정,산성,남한산성입구,단대오거리,신흥,수진,모란
2019-02-18,40907,42942,25465,14370,35994,19820,16193,19238,49147,40554,22653,11743,28937,23515,10168,11348,7933
2019-02-19,40889,43545,25509,14973,37366,20046,16678,19272,51221,41938,23769,11918,29243,23864,10347,11034,9071
2019-02-20,40817,44366,25594,14935,36666,20149,16716,19773,49050,42009,24503,12108,29436,23982,10810,12307,8268
2019-02-21,41152,44366,25158,14713,37293,20425,16888,19983,49014,41595,23926,11854,29539,23807,10900,11005,8108
2019-02-22,41710,46785,25660,14864,38902,21247,17230,20982,48640,43235,24514,12243,30948,24541,10973,12197,8904
2019-02-23,29318,38577,15521,10705,36334,15489,12659,14920,22333,33724,17100,10465,21575,18705,9666,9886,8033
2019-02-24,22139,28349,11874,8242,27707,11554,9709,9314,15059,27646,14117,8406,16545,14170,7759,8718,10653
2019-02-25,40564,43449,24982,13987,36798,20065,17193,19654,48545,40586,22714,11829,28949,23618,10878,11097,8194
2019-02-26,40997,43824,25348,14639,37253,20156,17552,20077,48946,41585,22955,12091,29384,24653,10647,10927,8165
2019-02-27,40820,44498,25475,14835,38109,20030,17612,19810,48347,43222,23192,12254,30082,24447,10817,12374,8206
2019-02-28,41254,45512,25542,14776,39216,21193,18271,20822,48736,43832,23125,12333,30167,25999,11019,11238,8906
2019-03-01,25404,31972,13328,9023,33552,12541,11467,12977,16061,34724,14516,9221,18656,16374,8485,8132,6435
2019-03-02,26316,34199,13767,9353,32686,13470,11899,12781,17617,30582,14028,9433,19334,16711,8963,9134,6871
2019-03-03,20423,26997,10807,7381,25419,10613,9247,9018,12121,26925,12919,7936,15548,13123,7265,8762,5299
2019-03-04,40988,43376,25372,13689,32835,19833,19205,19272,47802,40805,25896,13018,34704,26728,10606,12176,12306
2019-03-05,41085,42966,25314,14269,34103,19698,18964,19211,48450,41340,26049,13107,34606,26516,10244,10971,8179
2019-03-06,41478,43447,25726,14023,34928,19704,19309,19267,48595,42090,26048,12999,34245,26434,10493,12622,8383
2019-03-07,42113,44881,25605,14916,36541,20356,19797,20361,48527,42402,26720,13391,35652,26550,10603,11721,8533
2019-03-08,42638,47782,26095,15213,38769,21395,20533,21448,49854,45092,27286,13605,34352,26724,11339,12200,9008
2019-03-09,30055,39614,16133,11422,37032,15554,14160,15360,21502,34408,17446,11422,23059,19407,10493,10099,13300
2019-03-10,20898,27749,11238,7613,26277,11057,10178,8953,12830,26792,13350,7970,15695,13467,7412,8567,5732
2019-03-11,41486,43833,25375,14304,34277,19822,19884,19629,48785,41083,25950,13222,34328,26231,10433,11824,8421
2019-03-12,41388,43880,25715,14227,35039,20096,19745,19920,48521,41452,26463,13251,35377,26314,10279,11161,8203
2019-03-13,41839,44618,25841,14541,35132,20102,20024,19733,48851,41972,26814,13199,34720,26424,10460,12729,8509
2019-03-14,41946,45792,25649,14557,36288,20416,20529,20194,48984,42336,26985,13536,36133,26573,11053,11854,12494
2019-03-15,42113,46932,25990,15200,37602,20857,21045,21016,49150,44077,27565,13344,34098,26219,11180,12128,9036
2019-03-16,29480,38447,15524,10909,34986,15183,14267,14536,21903,33328,17282,11185,21774,18321,9881,9841,7667
2019-03-17,22308,28814,11832,17489,28668,12298,11270,10140,12937,27440,14258,8098,16363,13627,7504,8493,5683
2019-03-18,41232,41798,25306,14164,34583,19720,20547,19964,48525,40894,26225,13101,34931,26132,10466,11661,8538
2019-03-19,42425,44892,25917,14547,35004,20384,20739,20444,49338,41896,27084,13386,36338,27355,10545,11322,13079
2019-03-20,41280,42911,25410,14640,34303,19713,20956,19662,48981,41706,26636,13063,34900,25877,10395,12717,8606
2019-03-21,41586,44148,25588,14598,35405,20611,20631,20040,48204,41584,26786,13008,34857,25906,10644,11547,8499
2019-03-22,42665,47172,25820,15311,38875,21117,21603,21830,49025,43563,27463,13297,34342,26321,11244,12183,9032
2019-03-23,28605,36853,15198,10876,35073,14975,14463,14035,20890,32070,16995,10828,20487,17695,9530,10043,7397
2019-03-24,22056,27780,11562,8421,26083,11449,10550,9128,12996,26210,13816,8692,16690,14360,8194,8816,11650
2019-03-25,41023,43401,24952,14214,33587,19796,21014,19541,48619,40890,26124,13031,34784,25854,10566,11581,8400
2019-03-26,41786,43572,25270,14647,34876,20113,20895,19962,48361,41351,26511,13313,35872,26934,10604,11296,8449
2019-03-27,41295,43434,25373,14360,35437,19620,21288,19840,48293,42691,26351,13157,35196,26459,10735,12794,8550
2019-03-28,41530,43941,25315,14623,35292,20006,21291,20305,48575,42160,26517,13525,35337,26027,11012,11371,8539
2019-03-29,42382,47185,25650,15011,38804,21287,22421,21348,48872,43984,27509,13886,34798,27123,11818,12603,13997
2019-03-30,27523,36697,14390,9700,35304,14333,14472,13895,21003,32503,15950,10254,20068,17763,9512,9844,7613
2019-03-31,20452,26933,11048,7459,27243,10894,10672,9013,13490,25733,13348,8080,15489,13294,7411,8343,5708
2019-04-01,40877,42830,24516,13875,34792,19866,21318,19099,48212,40705,25742,13057,34083,25698,10565,11723,8437
2019-04-02,41481,43161,25028,14198,35547,20065,21370,19846,48350,41240,26181,13352,35398,26445,10483,11278,8520
2019-04-03,41712,43527,25194,14604,36743,20544,21740,19781,48876,41969,26659,13484,34985,26442,10793,12696,8494
2019-04-04,41616,44635,25474,14477,38116,20947,21650,20202,48414,41782,26922,13548,36080,26790,11106,11820,13766
2019-04-05,41830,46843,25225,14692,44742,23228,21794,20701,48341,43470,27237,13445,34008,26447,11273,11899,9283
2019-04-06,29051,37639,14872,10531,45436,19051,15860,13991,20737,32019,16349,10715,21365,18409,9657,10293,8015
2019-04-07,23734,30455,12098,10978,48045,21640,11461,10357,14294,27833,14610,8866,17674,15318,8071,8811,6699
2019-04-08,41961,43678,25138,14758,42616,23769,21596,19737,48555,41200,26347,13380,35338,26454,10802,11844,8794
2019-04-09,41444,43583,25471,14762,39580,22201,22358,19885,49088,41723,26846,13406,35834,26768,10815,11749,12603
2019-04-10,41284,43523,25121,15716,38299,20927,21578,19309,48516,41055,26272,13076,34696,26001,10689,12748,8730
2019-04-11,41840,44792,25284,15637,41641,22776,21934,20336,48544,42240,26898,13675,36108,26717,10808,11487,8926
2019-04-12,42140,47606,25609,17011,45375,24223,22494,21399,49284,43579,27507,14217,35297,27105,11440,12886,9641
2019-04-13,30974,38522,15679,13998,44881,20821,15325,14784,21200,32406,18161,12209,22900,20172,10041,9908,8981
2019-04-14,19704,25811,10444,7625,25799,11274,10869,8238,12971,24655,13537,7587,14906,13372,7184,8649,8714
2019-04-15,40885,41533,24741,14888,34542,20430,21885,19631,48599,41117,26451,13346,34528,25861,10566,11624,8704
2019-04-16,41798,44005,25067,15161,35963,20464,22092,20248,48936,41561,27534,13736,35129,26473,10337,11049,8753
2019-04-17,41586,43853,25002,14597,35489,20388,22140,20251,48734,42393,27254,13533,35699,26615,10781,12821,8825
2019-04-18,41213,48372,24743,14246,34296,19816,21923,19770,47988,41087,26816,13400,34793,25516,10500,11559,8559
2019-04-19,41974,46391,25300,15473,37042,20876,22583,21111,48374,43190,27638,13803,34822,26355,11411,12702,13799
2019-04-20,29205,36037,14601,11976,33172,15019,14616,14069,21581,31438,16912,11095,21709,18492,9515,9513,7450
2019-04-21,20603,26487,11101,8348,24267,10845,10291,8709,13375,25174,13813,8333,16356,13462,7088,8557,5617
2019-04-22,40870,42478,24629,14148,33556,19555,21415,19324,48335,40896,25607,13343,34354,25805,10527,11674,8630
2019-04-23,40920,42562,25084,14693,33558,19740,21622,19222,48560,41186,26378,13265,34856,25706,10162,11076,8393
2019-04-24,41561,44119,25860,14031,36308,19969,22387,19696,49095,43603,26163,13758,35281,26343,11537,12979,12991
2019-04-25,41484,43990,25309,14287,37174,20230,23028,19666,48552,42730,26044,12949,34840,25490,10896,11325,8643
2019-04-26,42137,47048,25627,15573,39613,21005,22875,20312,48227,45474,27028,13725,33766,25816,11533,12203,9117
2019-04-27,30513,38495,16298,12960,35971,16069,16005,14787,22734,34795,18506,12251,22495,19061,10599,9797,8392
2019-04-28,21239,27444,11666,8567,26083,11027,11434,8790,13277,26538,13989,8358,16188,13564,7739,8312,6056
2019-04-29,41448,43146,25272,14243,35435,19637,22219,19407,48508,42324,25824,13402,35206,26363,10925,11624,12495
2019-04-30,41902,45885,25802,16490,38232,20704,23075,21040,48084,43647,26664,13983,35954,27517,11003,11470,9086
2019-05-01,29997,34915,17123,13469,32819,15690,17241,14298,21731,34783,16110,11312,25800,20883,9612,10895,7880
2019-05-02,41424,44731,24813,15100,38083,20286,22480,19941,48006,43019,26891,13706,35786,26696,11380,11816,9086
2019-05-03,42518,47775,25461,17736,41476,21051,23183,20002,47941,44896,27124,14220,35434,29374,11942,12811,9263
2019-05-04,29924,39289,16139,21196,49888,29017,17101,14579,20108,35596,17922,11588,22802,20079,10864,10691,13726
2019-05-05,21925,28154,11036,9362,28872,10958,11581,8729,11721,28105,13142,8486,16420,14081,7918,8309,5939
2019-05-06,23924,28548,11952,10242,29094,11704,12056,10694,14601,27483,12383,9297,18690,15634,8354,7946,6260
2019-05-07,41722,44165,25208,14464,35605,20004,22336,20083,48021,42258,26104,13550,35826,27243,10715,11712,8867
2019-05-08,42065,44651,25903,14816,35550,20003,22819,19245,48550,42709,25331,13612,34457,26642,10857,13203,8715
2019-05-09,41887,45303,25506,15155,35326,20129,23137,19672,49954,43121,24941,13852,34890,26358,11199,12223,13421
2019-05-10,42272,47567,25896,19956,39872,21067,23418,20895,49865,43787,26226,14082,35124,26599,11682,12884,10212
2019-05-11,29795,38191,15527,15298,35286,15563,15641,14254,22366,33907,17738,11618,22908,19722,10258,10446,8371
2019-05-12,22414,27802,11865,9564,26213,12505,12076,8837,13417,27022,14229,8951,17580,14522,7929,8625,6122
2019-05-13,40684,43150,25154,14862,33592,19442,22608,18946,48508,40712,25763,13376,34868,26145,10627,12087,8799
2019-05-14,42045,45164,25927,16034,35273,20515,23245,19722,49251,42541,27327,13658,36771,27371,11148,11979,13252
2019-05-15,42906,45422,26081,27287,36829,20499,23730,19976,49072,45930,26916,13603,35962,27120,11090,13107,9168
2019-05-16,41261,44246,25467,15227,35841,20058,22959,19473,48475,41776,26528,13571,36086,26730,11130,11902,8901
2019-05-17,41691,46307,25895,19239,38312,20459,23482,20516,48767,43796,27359,13187,35343,27867,11847,12715,10103
2019-05-18,29460,37762,15066,12206,34382,15174,16074,13435,21522,33150,17403,11462,22270,19056,9970,9790,8426
2019-05-19,20195,26243,11099,8566,25930,10668,11270,8632,12799,25420,13510,7847,15306,13202,7682,9121,8727
2019-05-20,40951,42605,24906,14293,34110,19843,22411,19105,48876,41014,25818,13485,34856,26291,10868,12013,9159
2019-05-21,41833,43955,26373,15070,34999,20261,22743,19193,48763,41463,26790,13683,35908,27057,10740,11700,9019
2019-05-22,41820,43550,25464,14909,34828,19935,22882,19476,48973,42123,26480,13734,35117,26894,11013,13296,8792
2019-05-23,41256,44123,25438,15513,36194,19935,23145,19448,48320,42011,27400,13957,35804,26410,11021,12052,8667
2019-05-24,42084,47433,25890,17084,39588,20873,23635,20268,48667,43873,27712,14285,35258,27400,12099,13169,13206
2019-05-25,29642,38168,15943,28117,36558,14836,15874,13890,22061,33248,17810,11530,22665,19490,10245,10156,8457
2019-05-26,21729,28613,11733,10154,27829,10958,11836,8444,14089,26858,14058,8972,16963,13984,7780,8674,6216
2019-05-27,39662,39494,24784,13346,32855,18922,21647,17901,47792,39625,24798,12581,33188,24666,10384,11643,8387
2019-05-28,41167,44555,25428,15035,35340,19863,22374,19407,48505,41702,26176,13532,35586,27030,10963,11820,9033
2019-05-29,41507,43279,25417,15313,34872,19704,22862,19363,49115,43387,26362,13681,36024,27094,11256,13398,12637
2019-05-30,41477,44071,25304,14776,36606,19415,23205,19181,48054,42658,26114,13289,35443,26232,11478,12220,8698
2019-05-31,41313,45964,25573,15315,38058,20486,23838,20104,48820,44755,26810,14002,34464,26702,11666,12485,9238
