date,인천,동인천,도원,제물포,도화,주안,간석,동암,백운,부평,부개,송내,중동,부천,소사,역곡,온수,오류동,개봉,구일,구로,영등포,신길,대방,노량진,용산,남영,서울역,종각,종로3가,종로5가,동대문,동묘앞,제기동,청량리,회기,외대앞,신이문,석계,광운대,월계,녹천,방학,도봉,도봉산,망월사,회룡,의정부,가능,녹양,양주,덕계,덕정,지행,동두천중앙,보산,동두천,소요산
2019-03-16,9905,34540,6743,18908,7308,45426,11769,35551,16216,91828,17038,55373,17420,84774,22925,55309,12843,22201,47683,14526,40761,124480,15076,25807,28274,98644,16595,107348,69641,76219,62120,35961,31706,42861,56660,61510,19301,15512,20223,15876,10877,8028,17995,10714,16791,15462,23999,51791,12481,8661,16527,3428,12308,14938,7336,4029,4682,9513
2019-03-17,9613,27097,5054,14383,5677,32502,8443,26667,12532,67318,12906,38989,12464,64803,17037,39254,10288,18090,33332,11038,28024,94395,11898,18174,20558,79124,12663,81581,44320,48034,33389,33599,34414,30265,43428,44250,14440,12162,14990,12367,8938,6366,15076,8896,18267,12436,18721,40410,9903,6972,13634,2906,9469,11544,5816,3377,3993,10878
2019-03-18,7065,35031,9326,27802,9294,51912,14979,40114,19964,80591,21767,76399,22654,88162,25515,72508,17300,27323,55162,18350,47641,95652,21413,34455,26233,77359,28240,115463,97064,70631,60231,32559,21278,46754,57574,69029,26500,20221,23892,25297,17932,11123,22818,14461,15196,23432,30104,43371,16249,11055,19685,4792,17107,16990,8531,3967,6194,6909
2019-03-19,7377,35722,9932,28222,9416,52618,15076,40774,19957,80738,21887,78028,23143,88613,26345,76012,18516,27242,56264,20993,47496,98996,21531,35193,26813,75090,28840,114098,98714,72066,61068,33510,22095,47258,58195,71063,27127,20593,24383,25545,18677,11182,23442,14594,15719,23984,30158,45293,15969,11133,20062,4939,17341,17103,8489,3763,6314,7560
2019-03-20,6501,35845,9532,27049,9171,52124,14790,39361,20118,78048,21414,76273,22553,86501,25648,74175,18218,26990,55522,20250,46835,97825,20946,34638,24899,76197,28252,115978,100132,67607,60042,31468,18649,42684,56070,69807,26439,20303,23424,25020,17960,11050,22899,14460,13625,24440,29051,43897,15922,11065,19269,4608,17127,16455,8386,3321,5849,5291
2019-03-21,6665,36852,9394,27631,9268,53338,14989,40547,19530,82007,21842,76937,22555,88531,26003,74681,18501,27537,55481,18169,47264,99377,20987,35259,26149,79091,29490,118120,102474,73064,62058,32593,20986,44290,57339,70532,27252,20133,24066,25625,16850,10957,23381,14414,14121,23562,29272,45050,15716,11280,19229,4793,16688,16567,8250,3426,6049,5468
2019-03-22,7802,38942,9937,27804,9415,54341,15206,41659,20185,90152,21909,77779,22884,92607,24456,74807,17303,27298,56007,18052,48421,113957,21760,35081,27796,97108,28744,137011,108253,76629,64095,34981,23432,46621,60635,69876,26601,20475,24354,24286,16652,10960,23529,14497,15334,20653,30604,49788,16515,11638,19843,4575,16434,16996,8387,4006,6315,7428
2019-03-23,7876,31197,5703,17876,6882,42873,10774,33634,15156,85670,15853,51975,16602,80254,20777,52599,12307,21402,44216,10351,38255,119399,14869,24681,25874,95297,16244,107841,66908,70242,56564,33569,25388,39056,52856,55550,17911,15191,18960,17586,10566,7744,17861,10571,15545,14652,23502,48745,12509,8370,16066,3627,11627,13498,6908,3757,4788,8161
2019-03-24,8587,26437,5015,13334,5588,31704,8307,26353,12120,66275,12517,38085,11880,62115,16361,38753,10705,18011,33598,7594,28915,94066,11880,17953,19393,78361,12894,78149,41793,44160,28570,31571,33318,28545,41563,42892,14090,11864,14915,11775,7863,6246,13894,8650,18004,12582,18035,39150,10052,6815,13776,2900,9570,11204,5791,3527,4054,10233
2019-03-25,6798,35658,9688,28330,9271,51830,14867,40183,20125,79665,21811,76252,22622,88144,25290,74457,17954,27292,55121,17966,47487,96617,20970,34551,25377,76845,28423,116731,95864,68457,59283,31731,20028,46404,55618,68147,26048,20128,23635,24950,17545,10943,22979,14168,13998,22811,29209,43753,15639,11059,19514,4623,16950,16554,8451,3502,6168,5831
2019-03-26,7799,36105,11007,28166,9471,52986,15346,41011,19809,80197,22255,78489,22696,88422,25808,75813,18365,27284,56557,18468,47952,97745,21480,35377,26292,76412,28997,116469,98252,72312,61260,33196,23240,47492,58346,70417,27084,20514,24166,25403,18379,11130,23287,14441,15426,24082,30427,44513,16185,11282,20032,4887,17452,16921,8562,3469,6332,7147
2019-03-27,7077,37565,9787,28033,9277,53944,14901,40509,20391,81233,21674,76955,22909,88395,25663,75252,18122,27994,56358,18315,48619,99910,21230,35661,26250,79050,28761,117548,99135,71034,60401,32436,21207,45130,56568,69411,26206,20316,23608,25109,18134,11036,22974,14643,14318,24085,29298,45896,16052,11066,19607,4863,17207,16836,8102,3369,6189,6000
2019-03-28,7520,37820,9709,27880,9183,53358,15176,40676,20132,82315,22374,78096,22715,89272,26334,75125,18517,27411,55935,18324,47432,100766,21332,35863,26430,80178,29190,121275,101636,73583,62771,33623,22600,46777,58038,71494,26991,20577,24235,25478,17675,11059,23347,14723,15570,23802,29803,45822,16173,11366,19742,4837,17040,16802,8297,3535,6589,6863
2019-03-29,8297,39140,10150,27760,9569,54229,15452,42354,20398,89805,22313,78126,22942,92875,25701,75339,17740,27420,56393,23653,49421,115438,21854,35457,27952,96802,27920,137957,106847,75311,65191,35379,24132,47979,59860,70670,26631,20863,24990,24079,16845,11035,23827,14555,16197,21569,30892,50093,16544,11564,20445,4968,16449,17593,8553,4096,6763,7833
2019-03-30,7675,30751,5558,17868,6726,42596,11240,33110,14862,84586,15734,50792,16187,78292,21168,52759,12149,21183,44091,17254,38261,119697,14177,24126,24683,95303,15312,104853,64354,67035,56351,32252,24182,38225,51288,54817,17540,14953,18466,17781,10251,7457,16963,9754,13088,14837,22329,47708,11979,8346,15465,3458,11511,13237,6950,3841,4860,7194
2019-03-31,6853,24523,4632,13025,4942,31233,8097,25125,11525,64453,12130,36605,11878,61574,16181,37713,10430,17158,32395,12383,27847,91634,11222,17580,17669,77900,12217,78966,38355,41381,27606,28054,29215,26231,40010,42643,13756,11586,13970,11804,8034,6248,14121,8220,14834,11702,17366,38131,9348,6413,13128,2789,8956,11177,5356,3448,4669,8796
2019-04-01,7036,35731,9301,27390,9101,51320,14749,39630,19656,80039,21437,75423,22349,87510,25204,73634,17886,26960,54798,17983,47049,95242,21135,33971,25199,75565,27751,114083,92513,67388,58988,31924,20777,45922,55729,68814,25493,19834,23907,24927,17304,10828,22673,14109,14665,22872,28933,43980,15868,10979,19773,4813,16928,16548,8233,3640,5981,6560
2019-04-02,7506,35530,9925,27414,9261,51811,14718,40026,19485,79982,21969,77357,22203,87106,25886,74915,18230,27378,55602,18112,47118,96413,21301,34361,25542,74139,28900,113721,98035,70311,61053,32556,22395,46778,57357,70324,26433,20466,24107,24902,17566,11003,22987,13899,15688,23653,29873,44108,16104,11087,19799,4987,17040,16823,8161,3527,6005,7070
2019-04-03,7790,37867,13609,27568,9559,53305,14894,40815,20181,81611,21832,77171,22669,88359,25468,75007,18475,27570,56005,18352,47557,97478,21389,34810,25881,77647,28392,116860,100226,70771,60975,33003,22698,46345,56772,70496,26054,20266,23602,25257,18395,11101,23348,14172,15344,24501,30112,45465,16157,11370,19477,4874,16781,16693,8242,3437,5996,6506
2019-04-04,7346,37211,9785,27620,9288,52769,15214,40796,19751,81191,21768,77570,22485,88442,26252,74878,19028,27346,55862,18222,47261,99499,21463,34800,26301,80096,28865,121253,100317,71910,61414,33114,22356,45908,57319,71953,26303,20352,24025,25176,17729,10991,23026,14226,15660,23512,29453,45084,16139,11171,19920,5039,16532,16714,8211,3475,6075,7403
2019-04-05,8082,37794,9932,26981,9542,53712,15395,41862,20061,89075,22025,77350,22580,91284,25525,74825,17865,26990,56128,18065,48152,114275,22112,34791,27556,96879,27872,135092,105621,74331,64109,35042,23100,45376,58879,72038,26396,20538,24086,23962,16768,10845,23107,14461,15007,20958,30091,49361,16442,11538,20067,4833,15799,17078,8944,4286,6208,7256
2019-04-06,8188,30929,6288,18371,6797,42507,10661,33224,15968,84601,16024,51551,17025,78440,21381,51969,12245,20913,43516,11150,37400,121104,15884,25057,25604,96766,15599,108606,63075,64293,54993,33323,26629,37978,51870,57477,18183,15136,18902,15806,10164,7437,17865,9991,15315,15724,23463,48471,12571,8749,16375,3702,12227,14301,7012,4327,4645,8950
2019-04-07,10052,27068,5427,13985,5644,34141,8879,27663,12627,66698,13096,40188,12904,64693,17621,40307,10841,18365,34269,10232,28215,97544,14890,20461,20518,78316,12363,84164,41946,43952,28454,31377,32872,28082,41825,47812,14441,12087,14756,12153,8465,6385,14923,8410,17744,12324,18706,41137,10218,7235,14041,3190,9832,11697,6174,3646,4011,11068
2019-04-08,7147,35695,9616,27857,9224,52441,14816,40482,20110,80240,21898,76934,22753,87954,25870,74915,18110,27544,55740,19161,47997,98175,22440,35475,25538,77256,27944,116219,95829,69965,60199,32157,20997,46458,56635,70764,25163,20255,23689,24768,17467,11131,22888,14312,14839,23591,30063,44902,16385,11657,20002,5057,17260,16954,8528,3793,6256,7421
2019-04-09,6790,34199,9450,27404,9117,50605,14825,39352,19352,76525,21702,76358,22485,84078,25630,72951,18401,26641,56104,19998,46730,96602,21841,34429,24312,73510,28376,114611,100386,65997,62959,31073,19177,43859,54457,69957,25908,20603,23486,24532,17566,10900,22691,14097,13956,23808,29544,42060,16002,11026,19440,4768,16551,16201,8060,3443,5934,6137
2019-04-10,6532,36161,9398,27025,9242,51598,14678,39480,19605,80603,21360,75544,22125,86857,24970,73412,18068,26722,55314,20065,47452,96117,21182,34199,25052,75640,27911,114463,98255,66896,58694,30679,17652,41828,52918,69212,25107,19988,23200,24369,17640,10867,22570,14172,12455,24153,28993,43258,15517,11084,18800,4756,16242,16467,8116,3274,5677,5053
2019-04-11,8871,38625,9863,28002,9433,53518,15307,41310,19893,84067,22055,78391,22748,89661,26219,75569,18708,27962,56526,21173,47918,102585,22352,35495,26681,78995,28816,120080,99419,73158,61865,32746,23094,49078,58005,73304,25966,20640,24433,25182,17967,11068,23350,14547,15669,23400,30541,45830,16282,11153,20035,5064,16659,17354,8778,3497,6159,7621
2019-04-12,9984,39325,9791,27532,9677,54512,15235,41900,20420,91954,22607,78919,22637,92593,25962,74728,18042,27717,56286,25831,48709,115762,22313,35401,27679,96280,27790,135813,103329,75656,64264,35075,23982,49090,59192,72833,25606,20386,24610,23590,17226,11167,23587,14627,15871,21581,30981,49144,16623,11867,20048,5041,16543,17290,8614,4026,6387,8557
2019-04-13,16537,38038,7105,19780,7722,47352,11855,37362,16695,90228,17978,57604,18209,85009,23390,55919,13763,23417,48109,24507,39480,121308,17471,26561,27425,98490,16812,120603,70863,75374,59322,36863,33087,44485,55623,66647,18559,16272,20493,15493,11147,8493,18989,11259,18775,16440,25870,52645,13412,9648,18246,4199,13078,15743,7789,4326,5024,12773
2019-04-14,7464,24501,8140,13047,5254,30907,8015,24772,11180,60785,12086,36564,11737,58177,15976,36371,9865,16567,31313,16519,27851,91049,11858,17366,17010,76111,12607,78864,34555,38479,26086,26686,20118,25219,36766,40586,11972,10927,13144,11114,7592,5536,13122,7677,10269,12531,16006,35743,8788,6000,12041,2514,8810,10246,5294,3280,3447,6796
2019-04-15,8571,36508,9623,27986,9556,51907,14798,40802,20231,80405,21681,77169,22879,88872,25243,75483,18399,27820,55139,18604,46881,91985,21622,35282,25658,78961,27921,119011,96843,70244,61251,32808,21898,48100,56061,70845,25095,20403,23487,24562,17543,11066,23362,14199,15434,23611,30024,43014,16510,11215,19923,5079,16957,16685,9075,3599,6348,7718
2019-04-16,9689,37393,9988,28494,9821,52293,14962,41056,20187,79800,22414,79012,22894,88126,25812,75367,18986,28289,56000,18525,48175,98139,21935,34549,25921,75706,28912,116280,98782,71573,61863,33126,22372,47936,56804,70838,25824,20480,23908,24206,18209,11055,23636,14704,15569,24313,30778,44932,16616,11425,20291,5172,17201,17065,8672,3560,6192,8417
2019-04-17,10516,38826,10148,28306,9856,52888,15022,41345,20572,81947,22357,79025,23107,88960,25725,75216,19299,28501,56294,18541,47872,99338,21746,35034,26477,76853,28747,117402,99205,72667,61168,33013,22605,47169,56378,69012,25158,20569,23989,24185,18072,11184,23789,14481,15666,24717,30505,45377,16214,11644,19979,5149,17379,17447,8470,3637,6331,8158
2019-04-18,9611,38032,9502,27667,9297,51617,14941,40157,19806,79031,21929,77394,22364,86775,25583,74179,18371,28158,55854,18118,46762,97545,21305,34280,25415,78880,28405,118840,99119,70708,59542,31912,20869,44401,54517,69764,24913,20450,23722,24313,17328,10933,22909,14248,14337,23165,29481,43415,15865,11151,19459,5017,16533,16831,8091,3582,6080,6770
2019-04-19,10437,40108,10072,27388,9630,53066,15257,42193,20297,87470,22400,77046,22509,91742,25109,73485,18039,28051,55748,17615,48030,111556,21910,35360,27460,92954,27990,135771,106401,77143,64681,34883,23309,46546,57981,66990,24244,20560,24319,23438,16968,10812,23561,14478,15015,21208,30898,49131,16389,11479,19735,4939,15970,17533,8688,4063,6326,7949
2019-04-20,14495,35181,6706,19609,7403,48984,11899,35388,16575,86599,16886,54532,17111,81428,22465,53007,12941,22548,46524,11178,39062,115015,15404,25041,25820,94306,17532,115969,72084,74261,58415,37382,33081,43948,54069,56131,16790,15782,20337,17347,11085,8228,19000,11065,17761,15736,25039,49162,13061,9030,17575,4083,12593,14539,8465,4178,4736,12312
2019-04-21,10317,26980,5032,13177,5509,31101,8222,26175,11978,66347,12545,37272,12481,60623,16880,38944,10924,17880,32385,8000,28451,87426,11685,17295,18405,73490,12617,81891,41255,43050,27653,31452,31361,28134,39476,41940,13526,12175,14872,11934,8386,6224,15082,8600,16880,13329,18119,38415,9709,6863,13693,3023,9603,10965,6276,3691,4044,12200
2019-04-22,8709,36209,9682,27809,9557,51270,14955,40802,20604,79904,21952,75958,22690,87512,25146,71248,18227,27347,55044,17977,47661,95356,21596,33779,25152,75949,27944,116710,96483,69598,60614,32342,21540,47087,54816,64796,23057,20214,23278,24528,17471,10896,23234,14246,14760,22979,29707,44116,16368,11335,19952,5184,17501,16822,8388,3697,6359,7914
2019-04-23,8069,36370,9621,27901,9327,50179,14893,40235,20127,77147,21796,76966,22442,85649,25810,73174,18110,27127,55312,20056,47379,95062,21327,34519,25678,76274,28275,114238,96742,68811,58825,32110,21532,45478,54423,64839,23395,20570,23526,24069,17613,10742,23311,14408,14653,23984,30150,43669,16122,11405,19811,5149,16905,16669,8345,3493,6216,8332
2019-04-24,8746,38398,9956,28068,9719,50160,14925,40684,19774,81119,21491,79181,22611,88804,25219,74051,18017,27868,55989,21808,50192,102455,21389,34838,25625,86238,28074,116440,97249,70717,59549,32592,21430,44966,55556,64631,23897,20633,23509,24547,17470,10965,23554,14579,14252,24454,29811,47920,16108,11419,19603,5082,17017,17296,8387,3603,5773,6609
2019-04-25,6745,37404,9372,26854,9089,50896,14806,39553,19541,78915,21220,75917,22174,86085,25435,71890,17849,27036,54720,19982,48143,101204,20745,35011,25055,88202,26566,120662,100164,66937,61077,31241,17524,42287,53227,65777,23701,20483,22938,24911,16970,10811,22903,14371,12617,23604,28935,46837,15800,10886,19552,4878,16159,16345,8307,3465,6294,6832
2019-04-26,7541,37925,9600,27229,9493,52747,14894,40557,19633,88377,21400,76446,22197,92389,25062,73559,17848,27501,56564,23171,49578,119183,20989,35024,26405,107044,26267,138331,104358,73972,62981,33089,19497,44102,57098,67946,24619,20639,23945,23799,16115,10726,23100,14253,12886,21760,30606,51964,16110,11400,19784,4873,16043,16980,8379,4011,6298,6312
2019-04-27,12936,36422,9641,20605,7455,48032,12243,37184,16788,92458,17756,56572,18522,87189,23742,57021,13490,23978,49056,20172,42960,124487,16283,27387,28545,111283,19241,120954,74935,78069,58744,36959,35416,45467,57623,62836,19229,16692,21306,16529,13187,8364,19082,11514,18740,16505,26029,57311,13738,9734,18960,4398,13569,15719,7863,4389,5562,12941
2019-04-28,10811,27703,5141,14203,5748,34135,8822,27487,12196,66257,13015,39906,13529,62350,17414,40367,12374,18765,33967,15891,31104,96452,12429,18631,19563,87301,13554,86313,41176,46063,28280,32056,31289,29171,41308,48268,14602,12220,15250,12280,7663,6556,14329,8537,16086,12675,18659,41705,10150,7487,14482,3223,10077,11903,6088,3685,4361,13884
2019-04-29,7910,36150,9661,28035,9439,52657,14987,40440,20125,80642,21865,76442,22992,88719,25388,74039,18568,27474,55142,18294,48350,99148,21513,34940,25759,85884,28897,121514,96702,68227,63217,33518,21150,46990,56169,69089,25557,20732,24026,25162,17333,11099,23759,14171,14035,24438,30021,45543,16208,11342,20295,5387,17074,17368,8543,3905,6336,7225
2019-04-30,9196,37694,10220,28921,9613,54525,15447,42459,20377,85978,22080,78746,22860,92131,26353,77576,19481,28208,56864,18663,50569,106184,22272,34969,27103,88759,29232,123912,102433,73349,66010,35200,23781,48735,58991,71595,26924,21081,24927,25256,18158,10877,23952,14819,15805,24258,30997,48112,16327,11650,21157,5608,17522,17400,9234,3791,6513,7809
2019-05-01,12956,35293,8264,22551,7702,46454,11762,32731,16219,77232,17044,55148,17298,76076,20678,58030,13807,22721,44691,11874,36139,99694,15882,23361,23911,76800,20098,89127,62311,73964,59084,38281,29384,45576,51893,57427,24097,16310,19930,21159,14015,8279,19413,12034,16599,16775,24694,45173,14484,9243,17311,4207,15597,14468,7437,3203,5136,10385
2019-05-02,9244,38478,9527,28110,9611,53999,15312,41523,20542,85781,21769,77766,22713,91189,26024,75720,19240,28544,57085,18417,48967,104287,21905,35532,26138,87243,29101,124936,102713,74880,63575,35354,24102,46057,57440,72708,26465,20898,24683,25587,18139,11055,23841,14807,15726,23763,30900,48928,16491,11784,22102,5464,17301,17489,8618,3749,6440,8118
2019-05-03,12396,40154,9892,27353,9846,56057,15710,42427,20731,96389,22246,80432,22973,95294,25975,78601,18107,28265,57352,22021,49506,120698,21858,35309,27407,108019,28175,144161,106944,78075,66874,36642,25482,47305,60002,71416,26375,21229,24785,24369,17364,10667,24040,14465,15680,21485,32152,53592,16495,11981,21816,5241,17093,17607,8923,4443,6611,8833
2019-05-04,15050,33835,6146,18499,6799,43689,11376,34823,15636,88823,16344,52300,16755,80601,21346,52870,12810,22367,44581,18348,38485,115723,15205,23925,25390,110851,15882,123157,94330,86285,70170,43807,35973,41232,56351,57779,18226,16091,19873,15718,10630,7784,18552,10684,16390,14531,24099,53390,12773,9060,17728,4159,12538,15293,7589,4618,5309,12562
2019-05-05,17140,31440,5150,14674,5914,34713,8964,28294,12884,74512,13047,39090,12451,67086,16928,40365,11708,18973,35093,16998,30987,98542,12104,18158,19491,93467,12994,88278,58889,50893,32397,36680,36340,27211,40944,44325,14350,12760,15078,12201,8560,6501,15158,8718,17279,12438,18969,44452,10207,7346,14507,3403,10309,12106,6882,3897,4435,12879
2019-05-06,14056,28518,4767,15017,5963,35370,9515,28134,12324,72972,13720,42645,13654,66748,16146,45094,10489,18270,36385,8865,28527,95567,12790,19315,21009,90899,12731,89975,44028,51996,43658,31230,28494,37290,43031,44134,14532,13712,16093,14061,9732,6818,15870,8995,16338,12564,20238,41255,10769,7616,15034,3543,10450,12389,6620,3010,4693,12321
2019-05-07,8498,37815,10626,28490,9688,54126,15386,41591,20235,83523,22674,78829,22912,89897,26378,76924,18429,27654,56247,21781,47936,100385,21909,35052,26049,85187,29260,118215,97181,70167,59878,31627,21813,45194,56674,70966,26258,20666,23870,24960,17864,10979,23766,14724,15341,24705,30980,48204,15691,11646,20494,5254,17506,17978,8806,3787,6700,7700
2019-05-08,8473,39851,10566,28807,9877,54495,15541,42545,21118,82606,22753,78316,23182,90160,26224,76825,19187,28571,58102,21391,47937,98073,21887,35135,26107,79946,28784,113694,97905,68629,58008,31821,22105,43693,56041,71346,26050,21140,23926,25476,18605,11167,24242,14788,15165,25194,30728,46212,16608,11505,20528,5234,17093,17722,8786,3665,6285,7381
2019-05-09,8268,38420,10553,27906,9720,54664,15137,41488,20183,83321,22307,78448,23044,89895,26029,75941,18889,28865,58301,24706,48633,101536,21917,35616,26354,84574,29304,118456,100879,73424,60110,32648,22670,45762,56819,72174,26125,20841,24449,25082,17929,10975,23883,14706,15387,24645,31539,47517,16645,11583,21333,5381,17362,17400,8405,3781,6431,7823
2019-05-10,9629,43634,10950,27184,10017,55520,16019,42862,20518,93022,23039,79418,23682,94187,25836,75788,18406,28497,56952,18071,49224,115404,22354,36189,27182,102863,28966,135920,105905,78971,61767,34706,23818,45958,58627,73137,26246,21183,25108,23773,16848,11034,24217,14794,16595,22676,32578,52962,17284,11770,21521,5388,16464,18504,9395,4269,5969,8746
2019-05-11,13267,39581,10201,21321,7737,47207,12419,36953,16916,91920,17428,57194,17804,84186,24026,55567,14239,24206,47338,12756,38074,120571,15966,26010,26664,106421,16975,113762,71600,73335,56945,35526,33139,42426,55918,66209,19763,16427,20659,16103,11957,8220,19778,11380,18535,15738,25726,54367,13611,9474,18460,4412,13181,15672,7899,4200,5220,12734
2019-05-12,10649,28502,5724,14894,6095,40827,9182,29225,13515,70414,13526,40332,13273,64178,18683,41353,11428,19617,35645,8098,31453,94250,12878,19668,19641,83190,13516,80516,59653,45101,27509,32085,33095,30614,41500,46514,14786,12801,15629,12993,8744,6789,14995,9038,22048,15319,20144,43152,10808,7559,15386,3394,10559,12564,6906,3712,4285,13713
2019-05-13,7424,35931,10364,27595,9401,51772,15089,40172,20338,80976,21756,76261,22800,88360,25702,74156,18353,27578,55060,17842,47582,96665,21724,35271,25414,81809,27798,116002,94533,69117,59288,31599,20468,44802,54536,69856,25642,20385,23698,24661,17471,11017,23318,14495,14118,23800,30261,44815,16446,11478,20003,5205,16784,16841,8383,3614,6275,6889
2019-05-14,8349,37317,10759,28357,9367,53619,15336,41371,20376,81642,22250,78804,22831,89692,26271,75508,18479,27821,56400,18206,48332,100059,22113,35251,26327,81284,28645,116253,97591,72295,61330,32184,22470,46466,55956,74701,26215,20919,24643,27496,18299,10929,23957,14765,15633,24625,31057,47013,16480,11477,20610,5227,17119,17312,8818,3619,6279,7992
2019-05-15,8459,39309,10414,28451,9760,54949,15375,41570,20676,84819,22009,79052,23349,90409,26198,76203,19425,28920,60818,19030,49556,101894,22100,35137,26548,81835,28584,116663,101626,73537,60974,32774,22610,45792,56910,74109,26467,21204,24843,25392,18573,11677,24442,15318,15826,25500,31303,48259,16784,12170,20657,5431,17342,17615,9031,3752,6494,7131
2019-05-16,8753,38165,10560,28236,9599,54712,15250,41242,20570,84079,22148,78378,23029,90729,26303,75732,19233,28870,57124,18926,48357,100947,21500,35104,26546,84296,28336,120514,98693,73085,60498,32642,22249,44458,56514,74156,25966,20810,24401,25492,17754,10825,23593,14911,15168,24803,30586,46726,16393,11527,20247,5354,17063,17687,8417,3701,6358,8102
2019-05-17,10569,40381,10287,27566,9332,57183,15794,42526,20809,91924,22544,79230,23337,95315,25680,75838,17969,27881,56140,23261,48917,113920,22033,35497,27379,101142,27665,137357,101175,77707,62177,34135,22907,44871,57168,83302,25839,20891,25267,26811,17246,10999,23682,14850,15348,21867,32471,51588,16658,11908,22522,5345,16636,18414,8995,4222,6403,7669
2019-05-18,12638,35666,6603,20256,7361,45853,11757,35934,16107,89942,17149,56009,17402,83308,23147,55319,13240,23878,45948,20319,38452,119045,15811,26180,26151,104710,17445,114436,68519,73502,57991,35240,31799,41631,54099,56452,18570,16007,20701,15880,11013,8330,18748,10995,18219,15876,25196,52438,13293,9575,17797,4269,13643,15608,7636,4459,5260,11705
2019-05-19,6659,24356,4404,12942,5252,31094,8111,24728,11307,61379,12000,36393,11911,60120,15970,36598,10188,17623,31801,14173,27430,92507,11350,17777,16264,82230,13115,82714,36866,38114,26284,24431,16375,23907,35154,44779,14211,11150,13462,11537,7619,5798,13495,7923,10859,12560,16780,37574,9141,6565,12692,2888,8902,10460,5210,3060,3663,7096
2019-05-20,7938,36129,10042,28057,9217,52844,14970,40389,19841,81748,21744,76175,22952,88767,25959,74639,18603,27882,55219,15494,47848,97744,21628,34889,25409,82009,28165,117444,96003,70983,60091,32401,22288,45833,55975,68449,25093,20685,23946,22376,17679,10803,23442,14264,14408,24158,30175,44817,16430,11355,19887,5448,16970,16780,8696,3631,6220,6669
2019-05-21,9419,37462,10785,27869,9497,53272,15241,41669,20632,81749,22387,77985,23084,88811,26410,76132,18731,28037,55699,20290,48047,98760,21888,35286,26097,80669,28850,116669,98001,72314,61155,32952,23190,46702,55419,69464,25841,20925,24526,24521,18169,11084,23572,14756,16073,24771,30803,46220,16574,11525,20370,5505,16804,17458,8706,3749,5894,7794
2019-05-22,9112,39301,10206,28246,9714,54007,15448,41266,20581,81741,21884,78300,22978,90563,26086,76434,18624,28349,56064,19864,48711,99193,22103,35758,26104,80612,27504,117911,99692,71761,61174,32223,22300,45493,56056,70053,25406,20819,24306,24708,18363,11069,23836,15020,15536,26582,30608,46232,16825,12710,20286,5445,17183,17405,8424,3686,5572,7226
2019-05-23,9110,39010,9641,27828,9377,53788,15415,41276,20507,82195,22199,78176,22730,89931,25893,75552,18828,28207,56413,19934,48085,100708,21956,36162,25990,85008,28502,121176,98012,73840,61510,32700,22209,45256,55903,70652,27353,20750,24045,24916,17846,10968,23450,14898,15923,25108,30458,47201,16604,11497,20808,5552,17363,17005,8381,4093,5646,7542
2019-05-24,10133,41015,12616,27122,9675,54844,15869,42565,20363,90771,22483,78847,22855,94432,25576,76047,18146,27981,56279,17348,49470,115122,21929,35472,27095,103964,27956,137834,104051,76923,63452,34411,22130,45145,57487,69153,26261,21070,24870,23891,16978,10908,23735,14730,14970,21194,31120,51426,17093,12781,20977,5203,16484,17410,8549,4407,6054,7702
2019-05-25,13295,35434,7082,19674,7445,46079,11982,36284,16452,91089,17044,58606,17756,85222,23094,56085,13613,23392,46572,11486,40105,118770,15648,25413,25997,107598,17484,113967,72783,74733,56071,35040,31125,41360,53924,58278,20104,16863,20847,15742,11064,8192,19144,11225,17739,16168,25506,53549,13559,9472,18000,4125,12851,15512,8451,4075,5156,11054
2019-05-26,11092,28193,5242,14540,5617,33274,8612,27380,12296,68495,13387,39533,12594,63300,17139,40575,11003,18681,34594,8010,30943,95598,12285,19142,18642,87507,13384,82603,40717,45537,28129,31552,31342,28086,40363,44342,15979,12935,15295,12443,8137,6694,14833,8719,17871,12752,18951,42434,10403,7424,14556,3366,10110,11904,6340,3626,4216,11555
2019-05-27,5700,32993,9198,26150,8664,49447,14441,38255,19119,75476,20605,73499,21774,82528,23849,71708,17427,26143,52851,17179,46370,90756,20489,33488,23521,76201,27290,115181,92703,63313,55557,28857,15797,38896,49067,65262,23898,19641,22134,23484,16434,10484,21769,13692,10916,21412,27850,41745,15190,10463,18645,4808,15854,16161,7868,4053,5668,4655
2019-05-28,8206,36564,10692,28140,9662,53160,15196,41537,20081,80396,22765,79063,23155,89396,26713,76117,18867,28132,56519,21566,48692,99109,21919,35392,25594,79603,29059,115834,97394,72052,62561,32455,22388,47659,57139,70457,25582,20946,24200,24859,18403,10894,23837,15028,16168,24445,31174,46321,16693,11510,20518,5466,16897,17263,8684,3697,6468,7740
2019-05-29,8154,38734,10148,28047,9563,53836,15033,41101,20522,81895,21643,77983,22927,89923,25393,76408,18826,28046,56487,21977,48863,100202,21530,34792,25790,81106,28706,114955,97882,71003,60955,32203,21967,46606,55805,70327,25450,20754,24040,24466,18145,10983,23955,14884,15257,23941,30662,46964,16711,11399,20193,5277,17081,17393,8604,3538,6205,7357
2019-05-30,8087,37482,10057,27671,9391,52664,15281,40993,20321,81036,21926,77662,22818,89017,26030,75156,19192,27763,56296,22829,48684,100825,21239,34953,25452,84442,29077,116456,97095,69383,61262,32252,21795,45578,55955,68575,25051,20651,24020,24574,17760,10862,23361,14708,15278,23634,30117,46463,16227,11355,20148,5332,16700,16671,8521,3594,6242,7324
