date,인천,동인천,도원,제물포,도화,주안,간석,동암,백운,부평,부개,송내,중동,부천,소사,역곡,온수,오류동,개봉,구일,구로,영등포,신길,대방,노량진,용산,남영,서울역,종각,종로3가,종로5가,동대문,동묘앞,제기동,청량리,회기,외대앞,신이문,석계,광운대,월계,녹천,방학,도봉,도봉산,망월사,회룡,의정부,가능,녹양,양주,덕계,덕정,지행,동두천중앙,보산,동두천,소요산
2019-01-19,8318,31946,5970,17718,6686,40357,10973,34383,14859,84938,15600,52069,16667,80455,19633,50901,11303,21213,43715,10222,36163,117044,13979,22826,28627,92511,15216,104692,69872,74242,56208,32191,27213,44040,54440,49634,16468,14559,19221,13278,9586,7508,17196,9973,13991,13626,22622,47388,11906,8337,15507,3229,11300,13643,6711,3843,4145,8205
2019-01-20,6593,24275,4362,12811,5008,30045,7689,24765,11245,62581,11973,36557,11469,60428,14986,35538,9060,16699,31107,7113,27440,89902,11145,16783,19535,74901,11956,76579,40861,42032,28417,27820,27735,29976,40501,37815,12965,11319,13627,10351,7140,5549,13737,7809,13942,10951,17167,37140,9039,6155,12113,2411,8625,10388,5740,3151,3540,8033
2019-01-21,6043,33184,6571,21244,8458,44430,13530,36938,17838,78168,19800,69399,20673,81119,22217,62786,13928,24959,50379,13874,44607,94794,20337,31975,25256,75775,23909,112696,98796,71973,57696,29004,17841,46496,54616,53881,19571,18762,21321,17646,10832,9677,20879,13331,12335,16631,27269,41408,14261,9596,17153,3674,11959,13985,7560,3742,4764,5654
2019-01-22,6880,34142,7197,21684,8447,45004,13990,37880,18164,78106,20030,70495,20854,81083,22779,63782,14131,25394,51858,14202,45327,97652,20595,33932,25644,76253,24130,113798,100536,73801,61358,30040,20129,51175,58726,56047,19593,19147,22122,18377,11477,9905,21301,13990,13414,17558,28004,41793,14321,9906,17679,3856,12342,14151,7597,3116,4894,6183
2019-01-23,6594,34990,7509,21650,8596,46780,14264,38796,18579,79714,20226,70140,21107,83384,22749,63952,14201,25596,52420,14903,45849,97490,20248,33245,25896,78737,24075,115292,102772,74405,59794,30311,19977,49891,57529,56730,19141,19317,21854,18112,11441,9950,21764,13750,13192,17447,27861,42975,14297,10032,17871,3819,12460,13904,7596,3026,4712,5962
2019-01-24,6661,34744,7901,21259,8486,45611,13764,38416,17890,80621,20294,70657,21035,82532,22231,63902,14569,26241,52777,46934,47641,99395,20244,33163,26070,82275,24490,118957,103809,75104,60719,30685,20393,50016,57664,56787,19624,19196,21551,18114,11581,9838,21419,13677,13728,16807,27807,42466,14438,10084,17663,3775,12077,13973,7374,3197,4623,6193
2019-01-25,6921,36040,8031,22097,8798,48025,14244,39589,18617,86630,20659,72165,21567,87334,22372,66194,14674,26143,54209,48324,48014,114329,20834,33607,27340,93895,25065,134127,110023,78817,64131,32225,20961,50745,60273,58893,20050,19675,22717,18437,11670,10112,22076,13894,13486,17123,28515,46103,15004,10733,18143,3879,12938,15009,8249,3619,4919,6592
2019-01-26,7374,31310,5444,17795,6735,40825,10693,33461,14372,84403,15663,51573,15861,79465,20171,51006,11740,20922,44503,46028,37124,120425,14390,22999,26591,94692,16049,106932,70997,73005,56982,32304,27245,46439,56091,49841,16272,14774,18904,13691,9321,6996,17704,10474,14166,13418,22486,47570,12279,7985,15553,3084,11231,13734,6739,3537,4301,7898
2019-01-27,7136,25253,4595,13186,5207,30400,7987,25503,11163,63440,12065,37466,11780,58316,14894,37269,9670,16976,33582,43546,29721,94751,11251,17109,19475,74197,12405,75631,46317,44111,28685,28247,28774,33596,42696,38081,12503,11601,14105,10765,6991,6042,13481,7860,14359,11102,17245,37057,9127,6232,12330,2545,8669,10633,5322,3017,3583,8028
2019-01-28,6102,33823,8057,21298,8457,44920,14097,37486,18123,79472,19895,69132,21069,81617,22205,63674,14478,25615,51363,14352,45457,96481,19923,33474,25427,80542,23750,114710,99029,70018,59793,29548,18614,51566,58044,55828,19395,19126,21627,18193,11787,9850,21220,13631,12701,16798,27574,42243,14609,9994,17310,3783,12307,14116,7774,3202,4781,5568
2019-01-29,6463,33440,8162,22056,8542,44518,13959,38261,18039,77498,20173,69831,20738,81147,21784,64183,14396,25578,51571,14054,45911,96131,20000,33178,25597,78928,24025,113880,100835,70579,60459,30177,19533,53244,59839,55976,19337,19330,21754,17552,11960,9830,21428,13945,13492,17236,27861,41820,14604,10125,17694,3888,12369,14141,7764,3139,4670,6006
2019-01-30,6529,34285,8502,22374,8568,46739,14334,38356,18638,81213,20231,70222,21510,83203,22296,64921,14904,26449,52349,14442,47126,100241,20322,33849,26468,82574,24493,114502,101649,74251,60717,30457,20153,53482,60438,56478,19382,19740,22197,18280,11852,10064,22071,14022,13551,17641,28152,43810,14687,10222,17420,3955,12510,14252,8110,3177,4823,6048
2019-01-31,5808,32749,8171,21673,8343,44371,13899,37719,17744,78944,19688,69022,20839,82183,21877,63387,14724,25180,51068,13596,45682,99917,19743,32779,25832,82154,24294,114888,102050,71854,59952,29702,19210,51363,59712,55643,19291,19277,21785,17806,11603,9881,21027,13395,12978,17124,27171,42341,14456,10097,17270,3698,12400,13907,7454,3116,4478,5419
2019-02-01,6469,34732,6883,21922,8518,45828,13749,38340,17745,86903,19933,69115,20966,87100,21548,64595,14680,25348,52318,13742,45652,110995,19794,31508,27089,95675,23975,121197,100871,73016,59674,30074,19988,51328,61325,54360,18638,19159,22088,18393,11768,9769,21313,13153,12799,16688,27232,46252,14342,9709,17457,3766,12555,14473,7586,3906,4675,6001
2019-02-02,6810,27860,5184,14470,5811,33376,9095,29114,12530,76871,13367,41991,13863,70797,15663,43449,9571,17868,35347,7973,28684,98710,11354,17156,24190,86581,11898,89261,49051,57583,46114,28451,25404,46151,56417,36341,13653,13240,16407,11826,8251,6474,15223,9239,12609,11638,19238,43147,10519,7519,13499,2749,9795,11938,6335,3648,3679,6989
2019-02-03,3950,19915,3395,9909,4052,24233,6162,20394,8937,56447,9637,27026,9618,50711,11524,28516,7413,13390,24257,5041,20479,77514,7936,11504,14755,73430,8504,66026,28306,29158,23814,22911,11204,23034,33962,24266,9436,9333,10428,8173,5847,4421,11205,6257,6650,8198,12407,32016,7183,4680,9228,1955,7097,8585,4528,2732,2728,4307
2019-02-04,6530,18404,3194,9134,3811,22511,6091,19725,8215,52506,8868,23968,8952,46732,11767,26099,6405,10721,22014,4758,19262,56874,7403,9870,16329,70048,6650,68958,28910,30697,23655,29603,18738,21283,33869,20337,8625,8928,9979,7232,5397,4320,9990,5706,7905,6833,11397,28668,6895,4280,9785,1891,6707,8234,4746,2960,2696,6055
2019-02-05,8017,16457,3381,9832,3937,25780,6375,22677,9623,47218,9982,24978,9506,44309,13303,27493,6638,11745,25438,4871,21057,58292,8634,11027,13673,71037,6887,72728,25755,23869,12861,24160,12009,11206,26033,20657,8549,9802,11080,8309,5536,4975,11103,6454,7694,7258,13145,26980,8229,4757,10779,2025,7193,8449,5000,2684,2831,5876
2019-02-06,9000,21447,3462,11336,4512,28324,7192,23063,10109,64103,10323,31406,10210,54536,12716,32393,7772,13515,27438,6192,22298,87284,9205,13384,16929,78782,8482,75357,35892,41710,21597,21218,20902,17246,31793,26777,9769,9738,12322,8455,6118,4900,11071,6782,11885,8827,14171,35053,8039,5422,11153,2324,7596,9753,5265,2856,3073,7955
2019-02-07,6185,31397,6446,20970,8075,44946,13010,36414,16673,83336,18924,64514,19315,80516,20976,60281,14235,24120,48356,12890,42636,100780,17978,28610,23187,85080,21961,108085,89010,69087,56808,27121,21151,37055,50615,52169,17336,18043,20534,16933,10435,9288,20441,12498,12710,16018,26209,44117,13753,9591,17106,3682,12242,14326,7492,3244,4701,6312
2019-02-08,6253,33360,8002,22017,8433,46151,13358,37383,17112,87952,19523,67651,20099,84234,21350,63530,14798,24501,50594,13611,44372,107353,19259,31209,24391,90224,22955,118292,99466,73005,59144,31037,20751,37536,51996,54197,18692,18374,20877,17349,10814,9487,20747,12696,12385,16451,26893,46334,14294,10138,17386,3768,12551,15046,7185,3492,4692,6082
2019-02-09,7759,30000,5289,16216,6450,39157,10317,31439,14185,83710,14768,48721,15325,76577,18282,48401,10638,19522,40211,9433,32713,117363,13586,20790,24125,89379,14308,97251,66902,70063,56480,34009,29912,35556,50638,51347,16985,13907,17390,13661,8618,7063,15784,9525,15932,12777,21598,44744,11567,8359,15198,3059,10653,13399,6324,3303,4268,7797
2019-02-10,6642,23672,4337,12092,4998,29140,7705,23878,10619,62638,11045,34699,11240,56553,13806,35060,8685,16018,30367,6337,25986,89055,10104,15988,17234,69983,11557,67392,38834,41210,26323,28165,29089,23946,36872,34889,11561,10742,12911,10588,6338,5434,12615,7654,13382,10615,16236,36106,8732,5995,11587,2388,8308,10123,5306,2947,3332,7500
2019-02-11,6749,33877,7139,23072,8248,46123,13969,37676,18391,82735,20318,70078,20815,82644,22368,64857,15334,26181,52028,14223,45489,97842,20175,33344,24500,82734,24460,115466,100772,73292,61243,30684,20944,43070,54385,55842,19592,18971,21639,18481,11332,10043,21324,13575,12997,16900,27630,43959,14828,9840,17767,4028,12958,14362,7859,3133,4782,6371
2019-02-12,7144,34243,7459,24269,8588,46823,14113,38861,18310,83010,20585,71077,21407,84045,22251,64736,15283,25912,52748,14490,45387,99479,20360,32875,25278,80988,24372,117039,102514,75012,64599,31666,22486,43946,55867,57330,19881,19372,22415,19105,11440,10217,21939,13601,13765,17039,28531,43734,14846,10138,17887,4095,12872,14556,8139,3140,4730,6475
2019-02-13,6821,34798,7387,22229,8545,47771,14179,38562,18389,83384,20626,70986,21132,84113,22885,65481,15457,26226,53592,14722,45629,101996,20404,33031,24720,82864,24121,118569,105826,74435,62833,31824,22249,43801,55791,57299,20027,19535,21861,18922,11542,10200,21635,13796,13704,17893,28182,43898,14938,10583,17910,4008,12899,14730,7700,3160,4696,6228
2019-02-14,7090,35637,7539,22522,8475,46845,14477,39141,18437,85435,20695,71276,21503,89308,22591,65832,16579,26134,53444,14254,46084,104143,20547,33682,25559,86586,24930,122116,105486,76033,63526,31355,21776,44152,56235,59031,20192,19336,22243,19098,11555,10178,21591,13814,13986,17295,28345,46574,15142,10210,18251,4086,14493,15290,7799,3614,4828,6094
2019-02-15,6859,37379,7454,23546,8891,50410,15338,40006,19435,90669,21443,75177,22222,89086,22777,68313,16331,26310,54606,15061,48395,115075,20352,34219,26466,100109,24516,136753,110226,74710,62200,32302,19127,40836,55782,59038,20355,19333,23459,19073,13597,10080,22142,14187,13142,18177,29872,50971,15971,11508,19693,4130,13700,16052,8161,3806,5183,5993
2019-02-16,8895,32843,6136,18557,7010,43186,11126,34766,15386,88991,16331,54169,16907,82534,22204,53816,11686,22334,46043,10172,38039,125035,14370,23919,27102,99628,16351,112447,73324,76639,61538,33831,32784,41537,56123,52408,19456,15081,19085,14330,9584,7778,17754,10474,14962,14500,23578,49668,12495,8678,16252,3347,11196,14193,6948,3900,4422,8198
2019-02-17,7843,25642,4539,13505,5347,30854,8106,25739,11360,64407,12316,37008,12298,62905,15879,38178,9760,17191,32987,7475,27740,94174,11565,18006,18990,79354,12180,79171,41944,44743,28393,28923,32412,28698,41886,40013,12430,11450,14443,10930,7594,5984,14419,8422,14743,11714,17511,38654,9327,7256,12702,2569,9095,11057,5671,3340,3727,8612
2019-02-18,7075,33766,6477,22191,8512,46222,13923,38352,18669,81563,20264,70191,21288,84020,23225,65383,14885,26051,52272,14320,45737,96763,20248,32703,24577,83274,23478,117391,100429,72289,58797,30864,21431,44030,54460,57587,20073,19222,22069,20221,12283,10170,21594,13623,13495,17733,27819,43996,15156,10395,17939,3938,12852,14892,7952,3972,4862,6232
2019-02-19,6500,33581,6535,22464,8590,47284,14075,37433,18348,78702,20494,71062,21262,80712,22367,67012,14518,25385,52083,14625,45678,97562,20076,32761,24232,84207,23344,117714,101036,67347,56295,28788,15496,35886,49329,58294,18320,19150,22120,20948,11592,10167,21261,13810,11981,16977,27842,42465,14778,10459,17599,3998,12844,14181,7340,3104,4768,5054
2019-02-20,7369,37519,7030,22300,8606,47549,14242,38771,18856,82665,20431,71519,21468,84468,22554,65750,14786,26463,53890,14847,46849,101004,20567,33406,25192,85498,24528,121826,105576,75300,61025,31707,21038,42851,55901,66674,20816,19622,22418,19036,12298,10569,21939,13881,13247,19000,28612,44824,15241,10717,18222,4080,13730,14661,8129,3243,4827,5909
2019-02-21,7805,37232,6854,22033,8680,46735,14416,38670,18510,83644,20854,72065,21602,87806,22639,69176,15314,26664,53577,14848,46613,103305,20634,33650,25679,87189,24542,124117,105890,77582,65027,32327,22580,44022,56602,60908,19916,19472,22729,18234,12586,10219,21963,14014,14179,17878,28561,44787,14848,10530,18251,4204,13199,14932,7992,3158,4888,6862
2019-02-22,8379,37112,7016,22971,8732,50852,14495,40114,18770,89727,21098,73356,21935,89827,22921,68299,15050,26381,54211,15604,48044,115393,20734,34039,26939,99870,24456,137597,110084,80362,64671,33182,22591,44071,60136,62743,23881,19649,23995,19743,12290,10500,22590,14013,14664,20214,29391,48958,15570,10736,19038,4215,13680,15987,8170,3698,5164,7307
2019-02-23,10625,33995,6167,18873,7290,45418,11743,35837,15565,90394,16784,55179,17458,83695,22407,54555,12711,23420,48280,11065,40768,126564,15650,26245,28732,102839,16490,115430,74427,81614,63856,35592,34675,42200,58239,57439,17874,15809,21061,14285,10150,8135,18399,10902,16986,14834,24352,50535,12954,9211,16801,3572,11677,14596,7310,3686,4818,10070
2019-02-24,9556,27321,4883,14249,5402,32916,8236,26980,11830,66549,13253,39290,12295,61589,16815,39465,9870,17966,35725,7657,29860,96736,11719,18907,20702,81895,12823,80856,42936,48141,30858,30605,34382,27837,44161,43670,12829,11900,14953,11316,7744,6461,14430,8651,17044,12462,18742,41321,10237,7159,13164,2752,9508,11262,6011,3303,3931,10244
2019-02-25,7733,35049,7172,23144,8801,45942,13929,38789,18515,83208,20605,71135,21767,84469,22698,65125,14612,26280,53014,14413,46093,100370,20646,32890,25583,85989,24952,124130,102523,72943,62280,32238,21834,44253,56547,60556,20864,19604,22758,18523,11794,10224,21944,13704,13212,17794,28583,44682,15077,10490,18259,3996,13482,14742,8343,3372,5211,6429
2019-02-26,9020,34749,6879,22548,8654,47082,14144,39000,18592,81652,20839,71418,21561,84195,22235,65918,14899,25997,53442,14461,47123,101740,20557,33310,26258,86217,24680,122433,104487,73935,64458,32985,22905,44969,56660,60263,19889,19568,22996,18406,12077,10282,22088,13974,14809,17662,29231,44812,14998,10478,18328,4118,13422,15384,7982,3296,5162,7055
2019-02-27,8607,37944,7488,22996,8850,48372,14486,39442,18834,84731,20839,71525,22004,85466,22761,66976,15084,27005,56041,48434,49895,105566,20820,34229,26213,88918,24677,124656,105804,73749,62936,32446,22313,44599,56617,61106,22287,19881,23153,18693,13320,10282,22219,14086,14389,18498,29054,47054,15163,10792,18678,4228,14194,15859,8101,3411,5125,6862
2019-02-28,8481,37830,7265,23206,8834,48807,14485,40134,18834,89367,21014,73221,21802,89472,22639,67635,15429,27128,54644,16387,47826,111917,20926,34791,27469,101395,25581,140358,113716,80549,65183,33738,22868,44523,58120,67112,20647,19923,23988,19341,12237,10305,22641,14199,14620,19619,29149,48641,15293,11062,19718,4586,13520,16105,8000,3468,5651,7290
2019-03-01,13221,33260,5707,15667,6240,36750,9630,30360,13189,79746,14405,47021,14454,73521,19144,47269,10752,19159,39548,9619,30637,108034,13537,20483,25904,97599,14642,127382,87833,80150,68309,37967,32126,37820,51847,47117,15894,14456,18621,13202,9291,7180,16056,9774,15060,12915,21485,43767,11202,8005,14472,3221,10320,12774,6868,3336,4862,9811
2019-03-02,11778,31186,14308,16596,6437,38814,10046,31999,13889,82180,14733,46318,15381,74859,19502,48769,10920,19961,40303,9331,32254,110904,13149,21172,24449,90564,13995,95255,59297,65882,56172,34630,33464,37881,51336,52025,16663,14302,17672,13652,8868,7206,16605,9496,15864,13453,21463,46752,11513,7993,15016,3307,11185,13104,6987,3774,4415,9926
2019-03-03,8852,25605,5038,14593,5184,31763,7809,25144,11471,63677,12508,36065,11955,61295,15606,37471,9680,17421,31828,7455,26895,89621,11271,17476,18193,75763,13251,78892,36931,41868,26300,29165,31185,26406,40667,43880,15739,11342,14607,11972,7873,6049,14394,7940,15487,12761,17201,38265,9723,6404,12553,2659,9184,10635,5788,3373,3736,9610
2019-03-04,6660,34948,9249,27999,9080,51912,14902,39702,19671,81450,21196,74583,22108,87260,25379,73496,18401,26722,55334,18336,46768,91771,21005,34088,25470,73420,28334,107017,94407,67453,57424,31264,19589,44097,57261,69919,26752,19858,23843,25709,17276,10810,22957,13959,13956,23388,29268,46248,15990,11253,19670,4710,17570,17520,8346,3515,6224,6680
2019-03-05,6198,34258,9231,27432,9023,52077,14873,39585,19558,79125,21347,76331,21992,86652,25864,74276,18004,26502,54669,18102,46395,94912,20834,33981,25689,70833,28480,107507,97191,66170,57009,31080,19896,42247,56060,70040,26976,19897,23521,25356,17743,10659,22259,13988,13369,23632,28756,44297,15842,10862,19737,4683,17096,16430,8402,3435,6032,5785
2019-03-06,6392,36547,9348,27689,9197,53481,14793,40111,19907,80532,21606,76393,22067,88626,25586,74442,18188,27025,55102,17814,47869,98824,20992,34515,26044,79797,28265,110585,97816,67428,57496,31642,19796,41681,55870,69813,26732,19879,23417,25222,17720,10947,22714,13968,13261,24602,28872,45676,15672,11103,19088,4656,17120,17126,8042,3321,5660,5683
2019-03-07,7406,37264,9978,27855,9419,53418,15159,41702,19929,82710,22007,77733,22951,89899,26542,75780,18635,27675,56188,18423,47741,101563,21399,35045,27455,81916,29299,116439,102752,72512,61451,32319,22555,45613,58856,72473,27197,20086,24410,26471,17937,11192,23530,14664,15648,24630,29945,46871,16103,11033,20245,4891,17131,17230,8637,3446,6202,7190
2019-03-08,7513,38872,10242,28175,9589,54492,15430,42249,20172,91668,22270,78509,22882,93147,25622,75928,18153,27337,56761,18101,49581,117025,21755,35012,29182,97327,28794,133945,109330,78486,65347,35188,24232,47377,61795,70772,27050,20525,25012,24416,16967,11325,23663,14770,15571,21299,30631,50125,16472,11660,19931,4602,16337,17436,8461,4098,6333,7903
2019-03-09,10637,35261,11699,19443,7387,45963,11842,36711,15884,92152,17214,55299,17560,86800,21960,55616,12981,22652,47740,11139,40356,129230,15410,26009,28918,99285,17386,109189,75462,80277,61855,37464,33874,44352,57522,57354,19403,15908,20826,16391,10307,8222,18669,11208,18652,15784,24506,52585,13120,9575,16917,3609,12702,14644,7342,4086,4980,11029
2019-03-10,8085,26269,4981,13755,5293,32706,8264,26310,11993,67051,12239,37613,12133,61723,15990,38035,10038,17617,32579,7400,28793,96365,11733,18723,19394,76434,12981,79032,42313,45910,29306,31166,29473,27331,41588,42824,13890,11569,14384,11654,7366,6217,13915,8555,14972,12284,17744,39827,9593,6734,12746,2838,9175,11055,5976,3205,3922,8791
2019-03-11,6563,35309,9668,28198,9219,52247,14820,40341,19938,81272,21663,76434,22488,88179,25735,74849,18183,26932,55503,18580,46186,97086,21171,34648,26343,79225,28564,115663,96781,70307,59964,32333,20093,46081,57325,69234,26456,20174,23912,25434,17377,11066,23320,14255,14399,23668,29706,44956,15876,11103,19945,4765,17187,16964,8310,3430,6200,6438
2019-03-12,6785,34947,9663,27494,9240,52363,15012,40102,19712,79190,21425,76675,22169,85867,25674,74666,17955,26513,54993,21511,47032,97736,21155,34040,26180,76350,28918,113125,98812,68623,60625,31231,19417,42551,55987,69744,26773,20095,23617,25179,17560,10727,22375,14090,13610,24084,28774,44010,15409,10702,19515,4660,17218,16553,8038,3309,6060,5207
2019-03-13,6703,36780,9732,27423,9314,53047,14906,40077,19967,82157,21500,76665,22452,88701,24601,75171,18099,27484,55908,21699,47453,98724,21309,34624,26795,77087,28657,114059,101047,70812,60463,31972,20485,44208,56631,69761,26610,20202,23723,25523,18070,11079,23438,14631,14577,24688,29366,44905,15827,11137,19608,4704,17057,16775,8036,3336,5964,5567
2019-03-14,6854,37116,9640,27522,9281,53684,15074,41197,19980,83579,21973,77799,22323,89079,25823,75203,18233,27419,56035,20657,47402,101398,21263,36108,27392,80990,29192,118000,101546,71579,60448,32899,21381,45452,58171,71562,27224,20207,24978,26007,18009,11153,23214,14793,15719,23930,29253,45289,15837,10856,19744,4720,16600,16727,8307,3331,5959,6092
2019-03-15,7185,36803,9783,27221,9337,53768,15071,41211,19972,88421,21690,76265,22434,91117,25381,74100,17982,27070,56004,19941,47697,113389,21083,35161,27423,95876,27726,134962,108021,73664,63642,33828,21658,44844,59287,69287,26067,20634,23792,23938,16599,11108,22763,14551,14086,20916,29380,47392,16211,11228,19854,4297,15562,16444,8577,3767,6031,6217
