date,부평구청,굴포천,삼산체육관,상동,부천시청,신중동,춘의,부천종합운동장,까치울,온수,천왕,광명사거리,철산,가산디지털단지,남구로,대림,신풍,보라매,신대방삼거리,장승배기,상도,숭실대입구,남성,내방,고속터미널,반포,논현,학동,강남구청,청담,뚝섬유원지,건대입구,어린이대공원,군자,중곡,용마산,사가정,면목,상봉,중화,먹골,태릉입구,공릉,하계,중계,노원,마들,수락산,도봉산,장암
2020-03-27,18302,15631,7417,21727,20529,25026,16369,7674,12484,17405,16192,40618,38371,79747,28132,11553,18131,15956,27984,16984,17231,19836,18217,24645,23335,9882,38802,44648,29752,36163,16965,21757,19029,22935,16182,10020,27361,26916,29523,19129,17740,13131,20333,28244,22170,35247,19741,21217,16671,2851
2020-03-28,9811,9605,4333,14233,13189,14429,7434,5265,7880,8641,8918,26541,23279,20960,12730,8824,11452,8408,16452,10591,10424,11434,11301,11167,15541,6481,18569,14894,14414,16612,20080,17245,13211,14757,10368,7000,19063,17692,20740,12255,11837,8918,13283,17335,13328,24086,12443,15994,12855,2079
2020-03-29,6434,6501,2952,9450,8792,9144,4488,4237,5611,5568,5903,17948,14855,13809,8796,7078,7386,5724,11026,7194,7070,7745,7686,6880,12506,4420,9745,8133,8146,8965,20518,13043,10159,9904,7313,5229,13502,12399,14192,8640,7752,6666,9818,12571,9365,15674,7587,13231,11484,2150
2020-03-30,18505,15145,7471,20747,19698,24291,16639,7753,12316,17587,16465,40419,37497,82847,29017,11779,18112,16100,27753,16954,16922,19433,18207,24426,22140,9352,37934,44367,28566,36555,18833,19899,19005,22490,16246,10306,27221,26809,28310,19109,17277,12786,19647,27760,22813,33343,19601,21550,16878,2996
2020-03-31,18535,15359,7456,21096,19811,24198,16805,7727,12497,17577,16266,40292,37548,82608,28776,11601,17973,16165,27439,16776,17064,19833,18563,24853,21561,9436,38343,44965,29970,36855,19008,20060,19279,22722,16238,10396,27237,26810,28358,19171,17437,13042,19712,28908,22900,33374,19620,21791,17208,2999
2020-04-01,18244,15409,7401,21366,19875,24285,16793,7610,12549,17728,16563,40570,37873,82201,28831,11662,18208,16300,27941,16821,17041,19841,18380,24817,20746,9626,37727,44959,29733,36830,18891,20930,19875,22466,16227,10327,27225,27267,28777,19329,17500,13300,19477,28847,22496,33048,19799,21106,17301,2904
2020-04-02,18189,15142,7437,21215,20001,24319,16744,7332,12358,17594,16577,39946,37749,81966,28687,11317,18283,16219,27711,16585,17142,19877,18257,24628,21257,9476,37391,44445,29771,36814,17838,21161,19268,22459,16264,10395,27227,26637,28526,18836,17542,13248,19577,29323,22544,33142,19863,21536,17350,2898
2020-04-03,18421,15684,7602,22512,20828,25485,16883,7396,12815,17667,16764,41198,39620,81040,28615,11882,18781,16761,28193,17322,17472,20477,18536,24930,24138,9930,39019,44146,30184,37091,18682,22566,20339,22988,16500,10554,28132,27261,29947,19371,17838,13515,20630,29109,22775,35793,20300,21550,17111,2938
2020-04-04,9864,9628,4477,14642,13674,14895,7751,4882,8056,8862,9083,27166,23469,21361,12998,9522,11629,8692,16918,10370,10738,11504,11518,11094,16062,6739,18332,13966,14863,16091,19497,18115,14724,14984,10304,7129,19113,17936,20769,12517,11795,9292,13399,17692,13462,23984,12501,16167,12679,2118
2020-04-05,6585,6627,3073,9617,8867,9598,4802,3422,5813,5605,6084,18241,15243,14463,8904,7490,7532,6590,11507,7025,7066,8001,8108,6922,13436,4446,9763,7676,7984,9157,14027,12552,10905,10203,7378,5429,13320,12261,14428,8606,7969,6606,9526,12853,9586,15910,7846,13132,10929,2004
2020-04-06,19014,15760,7693,21577,20433,25066,17155,7446,12748,18184,17025,41115,39023,85639,30059,12472,18757,17231,28446,17430,17410,19910,18888,24932,23117,9716,39120,45528,29359,37542,15170,20199,19787,22883,16456,10407,27768,27353,28914,19321,17764,13356,20322,29203,23398,33884,20250,21928,17184,2955
2020-04-07,18908,15709,7824,22122,20598,25012,17113,7608,12900,18057,17161,40970,39315,85591,29811,12286,18757,16881,28407,17148,17689,20295,18922,25647,22216,9908,39244,46146,30446,37955,15426,20577,19453,23435,16672,10463,27787,27287,29104,19494,17717,13464,20052,29847,23455,33635,20271,21952,17369,2914
2020-04-08,19029,15726,7618,22399,20695,25343,17263,7501,12963,18043,17104,41125,39624,85846,29578,12091,18835,16857,28685,17582,17824,20503,19123,25435,21817,9934,39166,46166,30834,37812,15157,21076,19456,23362,16514,10641,27805,27540,29135,19541,17888,13474,20397,30743,23366,33862,20510,22197,17551,2870
2020-04-09,18739,15719,7610,21945,20982,24975,17136,7409,12872,17797,17015,41367,39317,85452,29618,12124,18691,16927,28395,17175,17562,20322,18877,25473,21925,9909,38784,45884,30285,37418,15014,21224,19099,23392,16419,10595,27895,27284,29344,19160,17868,13438,20174,29983,23446,33859,20520,21964,17557,2974
2020-04-10,19187,16139,7724,23395,21882,25848,17122,7726,13071,18272,17386,42759,41288,84479,29640,12338,19351,17288,29133,17629,18217,21142,19193,25560,24827,10417,39765,45468,30997,37907,16105,22469,20117,23896,16743,10567,28553,27747,30479,20091,18111,13964,21260,30233,23426,36864,20905,22164,17652,2905
2020-04-11,10456,10242,4795,15797,14848,15435,7970,4864,8456,9079,9665,28431,24770,22734,13440,10341,12290,9071,17528,11118,10740,12431,12124,11901,17208,6924,19644,15233,15358,16649,15132,17536,13801,15140,10565,7341,20021,18969,21413,12999,12772,9499,14417,19280,14021,25504,12969,17320,13317,2297
2020-04-12,6755,6522,3243,9889,8940,9924,4867,3400,6026,5927,6296,18995,16060,15443,9635,8139,8001,6108,11758,7452,7286,8563,8197,7302,14053,4215,10505,8866,8709,9471,10821,12036,10057,10407,7705,5334,13900,12579,14170,8985,8148,6669,9806,13606,9883,16449,7869,14207,11119,2159
2020-04-13,19263,15968,7687,22134,20936,25668,17341,7508,13032,18305,17626,41930,39564,88103,30651,13129,19190,17453,29242,17561,18004,21186,19426,25743,23726,10101,39460,45524,29326,37717,15213,20947,19396,23349,16824,10556,28482,27466,29382,19808,17973,13673,20321,30448,23975,34872,20864,22282,17674,3054
2020-04-14,20099,16593,8071,23711,22375,27049,17670,7962,13619,21330,17832,43065,41660,91214,30586,13214,19801,17633,29454,18089,18382,21662,19660,26484,24210,10470,40969,46120,31109,38436,16147,22198,19844,24135,16838,10559,29192,27649,30713,20600,18514,14115,21175,30542,24180,36450,20801,22877,19729,3119
2020-04-15,9116,8955,4253,13067,12248,13170,8855,4572,7830,8610,8827,25915,21157,22925,12709,9597,10927,8061,15442,10178,9780,11042,10814,10695,12652,5924,15861,12638,12688,14654,15564,14957,12327,14059,9666,6893,17799,17185,18908,12080,10870,8730,12774,16797,12708,21344,11236,14685,12279,2018
2020-04-16,19390,15946,7908,22885,21475,25751,17391,7642,13291,18460,17700,42674,39920,87438,30334,12781,19462,17141,29170,17306,18182,21451,19327,26182,23109,10247,39948,46399,30935,38449,16386,21141,19840,23577,16640,10674,28291,27886,29492,19624,18259,13782,21228,30538,23925,35328,20808,22791,17873,3039
2020-04-17,19012,16155,7573,23354,21271,25957,16864,7160,12832,18299,17156,42482,40456,87043,29888,12528,19061,16909,29130,17447,18010,21157,18752,25832,25685,10419,40181,45872,30669,37764,12072,21894,19010,23568,16590,10364,27942,27337,29792,19503,18160,13618,20779,29793,23271,36231,20624,21341,16308,2851
2020-04-18,11026,10824,5126,17113,14807,16738,8130,5265,9344,9972,10290,30545,26958,24511,14358,11104,12800,9361,18135,11520,11812,13074,12676,12605,18953,7432,20255,16767,17017,18369,20295,19621,15090,15835,11434,7610,21008,19102,22789,13629,12937,10094,14890,19291,15022,26866,13918,18250,15036,2548
2020-04-19,7004,7038,3059,10211,9550,10120,4996,3146,6026,5961,6250,19599,15767,15783,10071,8550,8439,6124,11822,7576,7324,8277,8216,7587,14685,4521,9975,8263,8561,9601,6777,12527,9490,10123,7586,5336,13954,12657,14872,9078,8294,6727,9598,13007,10046,16788,8062,13607,10936,2040
2020-04-20,19517,16012,8086,22848,21240,25800,17665,7502,12878,18401,17819,42862,40533,90009,31515,13430,19857,17544,29894,18239,18184,21196,19524,26330,24171,10196,40153,46655,29586,38761,12583,21045,19150,23971,17051,10704,28989,28304,29854,20115,18487,13658,20739,29967,24521,36220,20829,22377,17274,3033
2020-04-21,19749,16515,8209,23519,21951,26191,17677,7605,13277,19110,18003,43402,41506,90752,31383,13476,19839,17974,29713,18282,18312,21939,19992,27142,23873,10463,40666,47818,31415,39558,13187,22068,19380,24327,17497,10976,29269,28404,30271,20100,18914,14138,21192,30899,24998,36281,21360,23178,17963,3086
2020-04-22,19760,16510,8040,23838,21774,26192,17719,7496,13094,18598,18125,42535,41198,89575,30957,13117,19806,17757,29850,18168,18235,21674,19836,27073,23887,11480,40210,47533,31218,39390,12440,22023,19222,24173,17283,10803,28721,28065,29973,20247,18539,13674,20965,31080,24638,35916,21011,22570,17515,2879
2020-04-23,19833,16536,8088,23609,22199,26566,17632,7757,13519,18859,18130,43521,42208,90049,31388,13478,20003,18008,29835,18424,18260,22071,20249,27287,24787,10963,41071,47509,31930,39743,13843,22466,19559,24378,17119,10982,29764,28554,30993,20263,18808,14188,21431,31262,24700,36599,21312,23222,18017,3059
2020-04-24,20186,17526,8200,24982,23185,27870,17745,7903,13951,18981,18355,44851,43922,90292,31220,13764,20630,18764,30789,18731,19054,23092,20392,27822,28110,11416,43105,47591,32667,40455,14523,24177,20489,25259,17803,11237,30746,29438,32061,20778,19493,14836,22363,31505,24987,39022,22263,23742,18184,3223
2020-04-25,11427,11713,5211,18255,15642,17367,8576,5329,9691,10270,10474,31727,28559,25344,15293,11774,13371,10516,19216,12345,12072,13423,13355,13442,20739,7740,21537,17787,17901,19390,15424,20117,14752,16670,11555,8081,21954,20196,23412,13866,14018,10331,15374,20499,15496,28084,14474,18453,14754,2525
2020-04-26,7880,7773,3993,11727,10302,11606,5665,4074,7029,7019,7520,22729,18818,18273,11437,10295,9866,7037,13758,8625,8683,9651,9341,8415,16298,5112,11946,9478,9559,10746,15866,14077,11136,11842,8637,6230,16268,14497,16007,10431,9551,7872,11403,15029,10931,18777,8960,16178,13665,2396
2020-04-27,20333,16999,8386,23976,22347,27060,18282,7967,13628,19165,18684,44546,42438,92324,32556,14131,20507,18737,30959,18860,18958,22424,20306,27562,26192,10998,41766,47955,31200,40330,15125,22313,19630,24514,17526,11175,30174,29137,31032,20587,18914,14274,21716,31347,25545,37592,21486,23741,18225,3193
2020-04-28,20931,17537,8638,24670,23140,27336,18069,8251,14201,19359,19037,44738,43712,93277,32237,14152,20660,19247,30872,18821,19433,22955,21041,27948,26466,11069,42358,48654,33002,40913,16359,23008,20318,25171,17962,11317,30212,29086,31504,20997,19362,14612,21616,32307,25817,37966,21954,24279,18687,3243
2020-04-29,21093,17733,8615,27110,23751,28777,18107,8202,14476,19758,19476,47166,46238,93076,32383,14927,21278,19257,31506,19502,19518,23589,21344,28263,29605,11790,43385,49044,33386,41474,18131,24557,21006,25842,18050,11475,31184,29862,32808,21295,19756,15063,22534,34206,26403,39550,22349,24899,18792,3359
2020-04-30,10097,10017,4902,15516,13753,14594,8332,5071,9074,9089,9475,28779,24105,23845,14185,11351,11937,9027,16763,10761,10444,12723,11953,10940,19549,6544,16387,12393,13519,15422,22425,17114,13706,14644,10415,7501,19308,18370,20800,12471,11680,9750,13835,18677,13928,24043,12513,17274,15168,2525
2020-05-01,11127,10824,5171,17131,15177,16632,8642,5080,9590,10331,10801,31292,26684,28076,15666,13097,12713,10401,18334,12375,11814,15282,13553,13712,21061,7964,20498,16366,15685,19130,20556,17942,15549,16146,11893,7880,21262,20076,22168,14155,13025,10514,15395,21029,15895,28835,14814,17590,14100,2212
2020-05-02,10533,10594,4922,17060,14371,15967,7444,4765,8847,9383,9685,29581,25303,23547,14144,12512,12400,9183,17128,11499,10838,12413,12349,11942,22566,7362,19269,15321,15822,17930,20113,18394,13655,14989,10694,7242,20250,18451,21252,12919,12698,9573,13913,19614,14741,26507,13294,16969,13739,2428
2020-05-03,8148,8078,3906,12325,10902,11854,5827,3787,7164,7105,7357,23277,19321,19653,11834,11377,10121,7249,13948,9460,8408,9792,9774,8374,20328,5390,11354,9468,9439,10296,16869,14851,11905,11766,8883,5876,16111,14326,17045,10099,9542,7846,11371,15813,11566,19441,9223,15318,12166,2131
2020-05-04,16678,15075,7129,22117,20064,24681,14028,7023,12333,16004,15986,41075,38981,60433,24874,14465,18277,16036,26926,16949,17022,20053,18216,23418,27555,10485,33635,33285,24443,30917,18975,23582,20004,22012,15873,10098,27938,26653,28914,19036,17414,13695,20163,29250,23012,39358,19517,22461,16417,2792
2020-05-05,8941,8807,4224,13938,12447,12804,7163,4210,7889,8114,8595,25549,21453,21838,12714,10302,10623,8296,15205,10015,9547,11424,10811,9943,16807,6100,12978,10762,11432,13089,17673,16900,17409,13552,9470,6774,17718,16895,18782,11402,10319,8334,12647,17135,12715,22847,11261,15408,12327,2177
2020-05-06,21440,17676,8857,26032,23912,29067,18426,8178,14631,20096,19692,47058,45236,95277,33490,15272,21414,20094,32379,20055,19581,23692,21878,29492,27010,11824,43562,50527,34097,43026,19964,24357,22343,25653,18512,11894,31335,30344,32459,21698,20124,15186,22597,34779,27223,40295,22920,25005,19485,3379
2020-05-07,21442,18056,9115,25960,24225,29012,18427,8298,14886,20237,19513,47240,45987,95021,33464,14960,21504,20315,32098,19777,20153,23724,21881,29743,28165,11929,43945,50418,33929,43207,19888,25600,22664,25972,18610,11930,31320,30145,33101,21395,20169,15867,22793,34640,27400,40736,22959,25284,19584,3324
2020-05-08,21822,18533,9060,27226,25292,30068,18671,8479,15291,20484,19982,48900,47563,96795,34574,15860,22170,20759,32853,20326,20637,24664,22263,30230,29910,12648,44140,51413,34544,43805,16679,26868,22541,26435,19053,11962,32660,31371,33601,22114,21045,16222,23951,35356,27693,42340,23569,26420,19898,3358
2020-05-09,11024,11045,5115,18407,14988,16616,8065,4423,8730,9694,9659,29666,26899,23841,14689,12020,12851,10797,18401,12298,11873,13149,12773,13296,22772,7711,21209,20732,17758,19907,8160,19205,12973,15603,10999,6936,20380,19065,21370,13308,14076,9785,14328,20136,14796,27581,13582,15987,10679,1738
2020-05-10,8415,8182,3800,12263,10761,12182,5998,3816,7586,7475,7972,23982,20415,19522,12303,11760,10151,7519,14660,9641,9099,10640,10176,9389,20250,5194,11942,10783,10680,12843,13394,14185,11803,12418,9039,6062,16393,14949,16599,10882,10278,8707,12001,16134,11865,20549,9716,15125,12519,2282
2020-05-11,20897,17421,8728,24626,22431,28087,18311,8208,14545,20145,19720,46359,44978,94821,33784,14958,20958,20187,31811,19565,19876,24082,21427,29234,28423,11555,42688,49178,32615,42131,16507,23928,21778,25228,18067,11522,31327,30055,32188,21459,19796,15512,22645,33270,26799,39894,22460,24677,20080,3369
2020-05-12,20734,17316,8575,24476,22259,28271,17984,8203,14299,19912,19264,45923,44363,93354,32818,14650,20896,20092,31234,19599,19631,23705,21543,29530,27171,11441,42566,49485,33433,41762,16024,23532,21721,25138,18359,11541,31006,29317,32090,21509,19550,15611,22245,32968,26512,38776,22196,24695,19923,3485
2020-05-13,20609,17314,8506,25151,22434,28236,18509,8193,14673,20107,19597,46373,44765,93905,32981,14449,21175,20302,31622,19444,19915,23769,21467,29325,26801,11792,42106,49196,33763,42467,18653,24123,22264,25635,18692,11648,31248,30123,32534,21722,19984,15638,22543,34190,26825,38911,22450,24742,20235,3446
2020-05-14,20715,17005,8499,24498,22131,27952,18129,8185,14471,19908,19340,45947,44055,93456,32647,14069,20812,19993,31171,19162,19747,23525,21507,29327,26857,11416,42024,48542,33515,41424,18028,23724,21548,25200,18086,11786,30754,29480,32167,21438,19735,15963,22510,33218,26379,38280,22356,24725,19752,3806
2020-05-15,19693,17166,8204,25159,22148,27656,17538,7481,13580,19425,18722,44697,44021,91563,31959,14117,20322,19133,30810,19104,19285,23130,20872,28769,29449,11600,41982,48436,33166,40700,12351,24781,21867,25534,17858,11075,29678,29072,31868,21066,19670,15219,22053,31803,25322,39580,22088,23435,17648,3164
2020-05-16,11651,11578,5178,19106,14957,17680,8824,5236,9765,10906,11170,32243,28057,26543,15429,12804,14197,11165,20132,13114,12795,14580,14074,14270,22104,8278,22045,21154,18877,21773,13828,19599,14430,16771,11723,7458,22063,20365,23983,15092,14935,11379,16099,22253,16048,28731,14689,17444,13786,2261
2020-05-17,8208,7989,3732,11973,10076,12226,5924,4120,7453,7407,7978,23826,19261,19472,12413,11631,10357,7855,15002,9188,9072,10625,10071,9181,17499,5796,12022,10694,10350,11788,15456,14389,11999,12472,9416,6414,16899,15162,17694,10993,10337,9251,11882,16681,11669,20034,10125,16768,14134,2710
2020-05-18,19644,16663,8289,23494,21493,26666,17720,7647,13264,19426,19098,44273,42649,93799,33166,14657,20369,19532,30773,19154,19077,22905,21001,28904,26961,11286,40939,47776,31210,40845,12929,22803,21213,24288,17543,11304,29581,29454,30575,21092,19007,14939,21645,32075,25705,37692,21882,23541,18193,3118
2020-05-19,20119,16924,8159,24114,21933,27094,17989,7720,13865,19532,18956,44899,42736,93707,32514,14651,20619,19678,30846,19004,19114,22990,21352,28843,26347,11290,41626,48585,32599,41556,13794,22777,21026,24794,17930,11314,29748,28939,31042,21136,19351,15412,21792,32325,25634,37716,21535,23513,18128,2959
2020-05-20,20865,17636,8992,24970,22988,28509,18455,8172,14575,20683,19895,46929,45038,94449,33456,14882,21708,20919,32380,20179,20106,24278,21955,29657,26814,12032,43339,49217,33791,42621,18018,24203,22665,25910,18997,12048,31734,30818,33037,22381,20008,16596,23377,35099,27270,40158,23081,25387,20265,3354
2020-05-21,20788,17282,8722,24562,22779,27838,18179,8294,14852,20240,19636,46363,44521,94690,33001,14470,21219,20489,31622,19837,20176,23945,21811,29385,27174,11944,42798,49046,33431,42079,18702,23870,22266,25892,18649,11968,31368,30299,32926,22094,20288,16923,23385,34208,26908,39700,23046,25315,20035,3512
2020-05-22,20696,17650,8598,25197,23346,28498,18363,8387,14741,20622,19797,47297,45985,93955,32982,15354,21749,20851,32176,19914,20439,24287,21695,29201,30772,12364,44149,49149,33688,42573,17221,24872,22613,26474,18614,11945,32055,30563,33848,22211,20453,16957,23973,34355,27176,41807,22806,25491,19750,3379
2020-05-23,11858,11707,5978,18066,15017,18109,9137,5673,10615,11267,11966,33929,30594,29571,16416,13318,15145,12545,21584,13909,13730,16220,14816,15108,24029,9046,23909,21746,19871,22414,24452,20817,16866,18187,12589,8734,23733,21942,25790,15675,15620,13680,17700,24598,17746,31122,15870,20465,17103,2734
2020-05-24,7782,7498,3637,10375,9287,10975,5834,3430,6775,7495,7686,23068,19154,19953,11964,11394,10050,7916,14105,9063,8970,10444,9979,9055,17186,5216,12330,10968,10241,11506,13344,13318,14906,12182,8753,6199,15857,14569,15746,10807,9882,9578,11817,16211,11363,19748,9293,13968,11476,1840
2020-05-25,20687,17161,8663,24187,22423,27717,18378,8192,14373,20334,20196,46362,44396,95316,33240,15200,21518,20858,32227,20090,20163,23795,21571,29317,28018,11680,43193,49603,32495,42411,17339,23351,21990,25353,18465,11710,31432,30321,32703,21833,19857,16677,23253,33209,27286,39996,22924,25009,19802,3407
2020-05-26,20694,17323,8566,23715,22327,27492,18275,8229,14277,20376,19765,46248,44526,95247,33154,14920,21324,20689,31866,19821,20310,24594,21657,29279,27007,11805,42659,50336,33569,42925,14975,23375,22249,25781,18810,12011,30911,30235,32520,21632,20104,16218,22937,34028,27460,39267,22742,24984,19771,3317
2020-05-27,20697,17339,8640,23969,22188,27539,18329,8402,14746,21266,20172,46908,45253,95105,33216,15059,21746,20996,32539,20221,20222,24787,22013,29548,26834,12277,43253,50077,33975,43263,19557,23714,22684,26026,19310,12198,31975,30928,33198,22286,20070,17035,23796,35624,28182,39975,23114,25539,20136,3239
2020-05-28,19957,16335,8401,22720,21324,25266,17634,7714,14024,20613,19512,45914,44220,93903,32318,14500,21026,20821,31825,19712,19910,24399,21830,29366,27441,11952,42889,48871,33667,42717,19292,23320,22092,25750,18626,11976,31182,30307,32538,21751,19775,16531,23879,34570,27782,39333,23034,25162,19985,3284
2020-05-29,19618,16161,8154,23080,21329,25663,17217,7778,13890,20367,19602,46934,45539,93320,32249,14771,21138,20452,31901,19875,20512,24614,21907,29427,30182,12326,43747,49626,34329,42636,21488,24372,22489,25991,18897,11713,32143,30506,33252,22024,20370,16986,24228,34032,27770,41793,23470,25461,19832,3454
2020-05-30,10793,10011,4920,15026,13171,15424,8323,4794,9112,10587,10811,32223,28968,28151,15940,13150,13900,11242,20673,12962,13095,15955,14233,14668,22513,8642,22511,20371,19188,21863,24264,20381,15737,17507,12968,8312,22782,21312,24283,15180,15803,12931,16730,24263,16871,30465,16778,19758,16532,2876
2020-05-31,7518,7250,3374,10215,9125,9922,5528,3508,6612,7235,8053,22941,18495,19418,12089,11363,9806,7477,14186,9215,9086,10498,10034,8801,17906,5619,12016,11352,10567,12201,16936,14242,13917,12139,8905,6154,16534,14955,17051,10963,10184,9592,12304,16121,11855,19559,9534,16078,13966,2636
