date,부평구청,굴포천,삼산체육관,상동,부천시청,신중동,춘의,부천종합운동장,까치울,온수,천왕,광명사거리,철산,가산디지털단지,남구로,대림,신풍,보라매,신대방삼거리,장승배기,상도,숭실대입구,남성,내방,고속터미널,반포,논현,학동,강남구청,청담,뚝섬유원지,건대입구,어린이대공원,군자,중곡,용마산,사가정,면목,상봉,중화,먹골,태릉입구,공릉,하계,중계,노원,마들,수락산,도봉산,장암
2020-01-23,23652,20207,10116,31256,28608,31998,19440,8972,14534,21649,21254,57634,52735,92349,37122,24440,23237,20287,36010,22852,22088,25735,23659,31243,42950,13978,46202,50202,35202,44106,15162,33362,23787,28065,20456,12149,33324,32969,37625,23658,22358,16614,26205,38803,30602,49435,25526,27156,20208,3300
2020-01-24,8915,8964,4002,12604,12393,10311,6918,3681,6095,7912,8204,29209,19476,20303,14916,19462,10268,6652,13721,9244,8275,9640,9302,8738,23612,5480,11198,8324,7087,10240,7766,13908,9709,11181,8702,5548,15362,15250,17150,10066,9414,7017,10629,16104,12147,18116,11442,12535,9029,1229
2020-01-25,8396,8278,3734,9507,8287,9138,6394,3754,5625,6947,6830,24028,17721,15364,15130,15351,9750,6126,12404,8452,7245,8575,8325,6017,23494,2982,7173,5083,4123,7542,7640,10710,8406,9943,8237,5639,14730,14241,13611,9383,8560,6493,9589,14359,12197,14449,11385,12561,9041,1644
2020-01-26,9525,9649,4513,13801,10912,13783,6947,4304,7179,8238,8718,28028,22476,22678,15751,19154,11432,7086,14682,9923,8791,10637,9983,8529,31199,5125,10249,8161,6750,9909,9656,17206,11562,12947,9618,6333,17203,15626,18034,11768,10239,8305,11707,18782,15415,24834,10342,15582,11966,1725
2020-01-27,10334,10462,5320,15457,14768,13919,7612,4469,7804,8495,9331,28366,23414,22934,14401,14942,11567,7787,15771,10143,9901,11749,11125,10628,32219,6541,13692,10814,9246,13669,7908,19524,12029,14430,10093,6378,17177,16206,19655,11336,10551,9291,13096,18689,13296,26442,11493,15153,11170,1705
2020-01-28,22548,19553,9784,28903,25694,30554,19466,8830,14452,20753,20260,49164,47782,93928,34502,16844,22137,20304,34549,22032,22595,25755,22837,30680,38255,12760,44413,50790,35349,45188,14036,28178,23188,27198,20193,12127,32622,31371,34867,23467,21718,16161,25136,38075,30535,46111,24179,26224,19301,3369
2020-01-29,23477,20079,10492,30375,27251,31837,20418,9340,15134,22093,21493,51614,50110,100049,36018,16054,23721,21413,35888,22452,22995,26706,24099,32355,35458,13466,47935,55420,37764,48465,15082,28903,24350,28960,21499,12985,33971,32813,36453,24422,22185,17274,26278,39441,33150,47155,25773,27333,20818,3611
2020-01-30,23907,20131,10270,29799,26978,31778,20116,9543,15068,21871,21296,51587,49534,100594,35598,15500,23398,20953,35994,22697,23103,26388,24201,32257,35645,13403,48246,55535,37662,49030,15333,29089,24335,28841,21577,12749,33888,32770,36415,24181,22497,17445,26310,38928,32315,46988,25998,27490,20856,3588
2020-01-31,24074,20701,10231,30885,27476,32280,20205,9597,15253,22062,21351,52056,51710,99918,35665,15444,23443,21296,36085,22696,23120,26668,24172,32269,36716,13318,48365,54673,37799,49273,14904,29245,25390,29117,21388,12745,33501,32449,37421,24170,21999,16781,26389,39498,31185,48090,25745,27502,20503,3652
2020-02-01,13539,13415,6605,20615,17790,19396,10379,5715,9636,11512,11950,35819,32841,27486,17220,11805,15315,12621,22169,14521,14567,16332,14942,15454,27375,8700,24744,22711,21259,24386,10490,22976,21903,19040,12954,8572,23424,21613,26205,15790,15359,11995,17403,24648,18813,33005,16032,19698,14202,2124
2020-02-02,8986,8956,4947,12857,10864,12120,7123,3998,6928,8372,8516,25672,21980,17675,12698,9459,11960,7825,15890,10382,10313,11956,10807,9879,19845,5837,13532,12761,12136,14221,7928,16067,12911,13699,10125,6438,16810,15348,18909,11871,10606,9086,12755,18738,15099,22740,10438,15351,11793,1793
2020-02-03,22579,18780,9358,26176,23563,28886,19430,8574,13896,21060,20183,48609,46211,98040,35079,14910,22006,20626,34295,21560,21789,25499,23101,30592,31089,12185,46004,53082,35409,47095,13831,26762,24023,27080,20853,12275,32490,31325,34750,23092,21672,16175,25125,36274,30734,44614,24462,25915,19751,3559
2020-02-04,22605,18958,9526,27028,23521,29169,19473,8757,13741,20945,20141,48651,47611,98591,34997,14582,22276,21098,34997,21846,22233,25127,23389,30992,30089,12726,46125,53687,36542,47919,14176,26706,24391,27555,20867,12479,32584,31586,34772,23364,21325,15938,25167,37520,31016,43174,24868,26362,20130,3560
2020-02-05,22044,18267,9148,26306,23431,28590,19244,8359,13622,20826,19888,47226,46068,97184,34006,13954,21835,20171,34013,20996,21718,24618,22666,30417,29093,12612,45721,53955,36465,47184,13415,25941,22732,27130,20320,12043,31263,30725,34089,22824,20871,15657,23918,35757,31129,41177,23676,24820,18892,3300
2020-02-06,21939,18286,9584,26317,22998,28532,19034,8178,13740,20667,19829,47513,46068,96217,33458,13336,21112,19663,33763,20761,21327,24169,22461,29782,29382,12329,44718,53080,36381,45859,13276,26055,22599,26781,19673,11917,30684,30245,33703,22354,20450,15164,24151,35590,29160,40816,23503,24950,18735,3322
2020-02-07,22799,18727,9255,28165,24727,30088,19588,8880,14253,21264,20442,49535,49329,96983,33875,13958,22083,20358,34953,21678,21975,25266,22983,30419,32911,13146,46824,52683,37034,46862,14412,27554,23394,27767,20367,12252,32311,31653,35637,23221,21349,16136,25830,36524,30246,44721,24505,26160,19278,3404
2020-02-08,12666,12806,6531,20575,16458,18292,9284,5628,9546,10840,11526,34290,31818,24998,16530,11067,14664,11897,21631,13990,14181,15991,14859,15144,25194,8701,24035,22100,21205,24030,10170,22922,19239,18245,12832,8301,23217,21077,26008,15357,15651,11531,17494,23733,18496,33304,15939,19264,13870,2113
2020-02-09,8809,8401,4184,12571,11208,12707,6076,4041,6801,7964,8390,24524,21826,17118,12157,8663,11005,7743,15455,10164,10382,11685,10520,9950,19849,5639,13288,12243,11996,13898,7806,15514,12247,13694,9926,6306,16554,15652,17712,11857,10795,8759,12894,18807,15002,23251,10519,15871,11710,1760
2020-02-10,22276,18512,9428,26737,22891,28713,19694,8819,14287,21493,20364,48602,47492,98303,34661,14514,21748,20734,33759,21319,21633,25371,22968,30257,30734,12459,46368,52536,35517,45734,13976,25784,22318,27154,20194,12289,32392,31035,34790,22863,20846,15792,24612,35653,30287,41686,24094,25807,19341,3418
2020-02-11,23193,19335,9755,28265,25293,30611,20274,9242,14996,21670,20525,49565,48440,99162,35189,14633,22007,21177,34712,21657,21938,25844,23637,30771,31666,12686,47412,53816,36966,47299,15525,27621,22964,27768,20656,12375,32961,32247,35425,23541,21341,16370,25152,37692,31055,45297,24575,26871,20658,3608
2020-02-12,22568,18845,9412,27990,24742,29526,19729,8505,14406,21359,20207,48281,47755,97284,34239,14200,21754,20777,33898,20953,21630,25132,23048,30747,30583,12633,45811,52976,36450,45928,13062,27386,22751,27517,20316,11945,31733,31195,34288,23230,21022,15828,24384,36399,31486,42956,23733,25436,19118,3339
2020-02-13,23400,19645,9715,28536,25867,30744,20095,8861,15200,21738,20627,50098,49545,98967,34434,14579,22186,20986,35178,21815,22386,26017,23669,31297,32743,12888,46890,53988,37063,47132,14716,28976,23442,28089,20480,12612,33075,31764,36457,23379,21927,16845,25390,37761,31055,45535,25011,26908,20362,3575
2020-02-14,23693,20328,10032,30907,27618,32663,20454,9139,15721,22582,21328,52956,52467,99808,35090,15352,22968,21895,35752,22857,23018,27779,23838,32033,36947,13396,48915,53550,38221,48725,16303,31190,24335,29377,20848,12651,34185,32726,38228,24373,22425,17271,26267,37939,30972,48865,25306,27719,20819,3493
2020-02-15,14230,13940,6566,23173,19160,20699,10298,6171,10818,12179,12438,38267,34870,28779,18164,12558,16159,12604,22704,15210,15124,17645,15851,16435,30348,9189,25848,24470,23551,25188,11594,26289,17995,19452,13989,9414,25125,23527,27688,16466,17160,12488,18082,27096,19800,34897,16896,21550,15654,2612
2020-02-16,9359,9776,4308,14787,13192,13545,6523,3990,7188,8734,8919,26677,22953,19136,13564,10607,11785,7959,16215,11142,10917,12132,11142,10425,22761,6077,13587,14211,12357,13835,7222,18929,12626,14039,10291,6490,17190,15982,19446,12374,11704,9128,13189,19265,15981,24276,10757,15225,10947,1665
2020-02-17,23397,19550,9921,28927,26263,31070,20530,8979,15031,21600,20380,49785,48931,101058,35506,15709,22235,20477,34295,21488,21851,27108,23403,31560,32517,12926,46458,53853,35709,47410,13520,28804,23965,27746,20397,12410,32810,31803,34948,23490,21651,16197,24653,36373,30245,44764,24335,26169,19795,3329
2020-02-18,23309,19880,9768,29107,25977,30750,20325,8838,15200,21308,20511,49679,48623,99539,34837,15321,22265,20545,34511,21547,21911,25820,23384,31317,31915,12930,47311,53734,36869,47764,13814,28272,23517,27736,19992,12115,32521,31877,35540,23401,21364,15887,24921,37495,29257,44436,24092,26371,20233,3283
2020-02-19,23320,19402,9864,29085,25950,31169,20610,8803,15582,21573,20685,50458,49127,99937,34934,15076,22348,20900,34778,21878,22399,26854,23491,31219,32298,13100,47000,54095,37288,47671,14551,27937,24310,28161,20716,12691,33278,32270,35452,23548,21214,16250,25143,37724,28911,44581,24480,26589,20365,3448
2020-02-20,23327,19307,9922,28680,25979,30540,20240,8869,15707,21173,20424,49725,48747,98541,34572,14609,21898,20525,34317,21283,22169,26423,23296,31018,31739,12479,46951,53502,36712,46503,14687,27205,24011,27418,20256,12609,32635,31532,35235,23293,21460,16184,25125,36546,28478,43292,24164,26320,19915,3513
2020-02-21,22554,19059,9296,28153,25413,29979,19650,8504,14997,20772,19777,48883,48974,96440,33920,14292,21635,20289,33154,21121,21666,24630,22073,29948,32418,12317,46660,51743,36705,46550,14054,27176,24656,27387,19576,12002,32299,30821,38178,22964,20711,15827,25293,35105,26869,43736,23629,25594,19118,3346
2020-02-22,11760,11313,5096,19065,15299,17119,8786,4648,8869,10409,10309,31495,28203,23328,15226,10527,13590,10659,19083,12475,12431,13995,13020,13402,22592,7808,21769,21592,20103,22690,8502,20673,15406,16589,12420,7519,21696,19522,23375,14158,14667,10319,15322,21660,15707,28172,14046,17005,12036,1890
2020-02-23,6878,6977,3223,10511,8991,10108,4960,3120,5556,6521,6710,19894,16924,14506,10293,7520,8788,6263,12599,8300,9237,9160,8464,7948,16033,4362,11478,11047,10315,12072,7056,12961,10769,10634,8166,5504,14670,13486,14786,9852,9087,7535,11173,14837,10283,18728,8675,13762,9886,1694
2020-02-24,19674,16004,7703,22568,20865,25530,17871,7735,12804,18840,17744,42723,40175,90942,31956,12598,19185,17161,29887,18655,18498,20742,19359,26156,24089,10461,41201,48020,31758,41616,12294,21334,19723,23664,17285,10739,28530,28162,30616,20474,18606,13915,21395,30395,24742,36357,21209,22552,17711,3191
2020-02-25,18599,15010,7317,20997,19373,23461,17065,6870,11750,17439,16402,39381,37875,88517,29750,11346,17856,16277,27976,16992,17094,18959,18126,24751,21214,9302,38689,46499,30695,38959,10872,19703,18114,22100,16085,10076,26813,26006,28522,19307,17549,12415,19552,28749,22688,31773,19600,20771,15842,2911
2020-02-26,18750,15209,7296,21119,19859,23991,17350,7174,12125,17461,16613,40608,37275,86508,30033,11570,18222,16096,28149,16911,17062,18859,17731,24715,20788,9609,38351,45354,30187,37592,11349,19664,18147,22303,16416,10186,26672,26096,28688,18969,17280,12378,19169,27809,21511,30571,18697,20931,16426,2832
2020-02-27,18478,15092,7142,20572,19558,23731,16766,7394,11860,17901,15864,38476,33284,81499,28876,10785,17622,15576,27124,16486,16519,18095,17600,23963,20091,9209,36780,43128,29167,36115,12200,18625,17936,21682,15664,10008,26453,25865,28036,18736,17350,12076,18858,26719,21151,29954,18652,20475,16238,2907
2020-02-28,17500,14489,6749,20425,19075,23343,16395,6703,11439,16726,15340,37720,33853,77563,27978,10722,17066,14858,26050,16120,15983,17885,17011,23453,20586,7928,35906,41498,28158,34200,10056,18789,17173,21110,15065,9656,25924,25235,27491,18345,16714,11638,18107,25713,20170,30065,18127,19734,14970,2681
2020-02-29,8397,8588,3474,12298,11795,12934,6961,4000,6601,7950,7802,23774,18311,17634,12162,7679,10064,7545,14727,9406,8902,9500,9655,9662,12864,5517,16052,14336,13498,15916,7967,13049,10140,12151,8878,5849,16919,15959,18458,11171,10556,7461,11053,14588,11149,19231,10650,13072,9898,1559
2020-03-01,5410,5606,2228,7752,7570,7944,3994,2517,4359,4996,4868,15098,11597,10865,7816,5183,6318,4437,9646,6086,5826,6389,6288,5880,9864,3539,8190,7700,7233,8326,5178,9195,7210,8093,5989,4076,11082,10549,12275,7480,6886,5234,7711,9825,7490,12076,6319,10663,7804,1354
2020-03-02,17466,14659,6839,19879,19242,22346,16391,7000,11580,16878,15385,38070,34474,77716,28495,10608,17003,15206,26359,16098,15986,17994,17084,23679,19700,8821,34896,41794,26532,34186,11016,18271,17442,20631,15156,9514,25693,25078,26925,18063,16577,11562,17921,26201,20602,29067,18222,20523,15567,2708
2020-03-03,17954,15201,6915,20614,19270,23279,16575,7105,11624,16860,15422,38110,34711,77304,28346,10343,16882,15300,26152,15976,15778,17748,17354,23543,19268,8582,35168,41861,27786,34652,11066,18179,17164,20837,15395,9727,25592,24938,26876,18261,16478,11871,17845,26940,20773,30058,18225,20288,15811,2760
2020-03-04,17697,14994,6868,20658,19286,23202,16283,6881,11767,16751,15401,38129,34918,77239,27956,10292,17027,15241,26414,15983,15588,17744,17206,23736,19175,8672,34869,41838,27579,34105,10418,18565,17086,20793,15195,9679,25504,24794,26990,17911,16584,11902,17611,26412,20692,29881,18304,19996,15149,2716
2020-03-05,17591,14854,6918,20557,19545,23009,16256,7019,11621,16649,15298,38206,34545,76879,27788,10234,16772,15131,26207,16062,15838,17637,17196,23504,19732,8638,35364,41616,27635,33955,10886,18992,17227,21042,15227,9465,25433,25314,26907,17537,16346,11674,17911,26083,20920,30372,18390,20206,15628,2736
2020-03-06,18035,15236,7057,21571,20427,24246,16425,7249,11958,16898,15644,39353,36110,75469,27975,10558,17349,14913,26649,16569,16161,18232,17385,23744,21388,8944,36367,41614,28258,34653,11830,20046,17828,21786,15451,9712,26699,25710,27981,18184,17029,12206,18879,26952,21114,32483,19004,20733,15945,2777
2020-03-07,9117,9177,4055,13906,12727,13805,7151,4174,7195,8236,8030,25090,20179,18542,12020,7788,10482,7737,15549,9740,9783,10474,10615,10690,13303,5871,16854,14013,13943,16103,9103,14682,11123,13309,9339,6189,17447,16122,19168,11027,10962,7925,11959,15778,11880,21308,11472,14447,10951,1766
2020-03-08,5885,6034,2613,8617,8013,8568,4253,2877,4978,5347,5159,16378,12993,12624,8243,5981,6924,5317,10650,6661,6547,7434,7138,6462,11539,3677,9276,7936,7398,8843,12274,10704,8377,9146,6576,4664,12321,11103,12722,8178,7420,5980,8764,11443,8383,14719,7090,12749,10410,1715
2020-03-09,18414,15347,7384,20765,19653,23688,16787,7074,11974,17430,16192,39390,36456,79493,29475,11200,17613,16173,27285,16681,16563,18850,18055,24481,21241,9343,37570,44165,27974,35230,14532,19794,17661,22001,15895,10011,26861,26080,28339,18520,17209,12390,19091,27590,22789,32288,19307,21021,16618,2875
2020-03-10,17864,14667,7088,20585,18877,22633,16196,6617,11406,16714,15228,36928,34589,78344,28227,10247,17056,15217,26100,15872,15758,18137,17505,24110,20350,9041,36154,43308,28154,34555,10387,19057,17221,21328,15408,9503,25377,25192,26878,18327,16785,11883,18080,27366,21071,29360,18637,19929,15250,2594
2020-03-11,18095,14785,7096,20755,19324,23391,16538,7051,11726,16910,15543,38141,35670,76574,27748,10396,17025,15555,26553,15933,16234,18764,17672,24137,20235,9150,37002,43907,29036,35047,12706,19416,18197,21980,15803,9896,26771,25772,27989,18319,16992,12393,19211,27456,21916,30940,19238,20875,16617,2748
2020-03-12,17846,14623,6945,20176,18968,22975,16354,6967,11589,16815,15430,37523,35044,75604,27061,9997,16877,15373,26139,15934,16113,18188,17628,23815,20314,9014,36601,43648,28355,34543,13875,19259,17690,21742,15573,9739,26217,25322,27121,18039,16868,12569,18911,26958,21294,30640,18953,20534,16331,2694
2020-03-13,18021,14818,6960,21199,20071,23927,16203,7074,11655,16764,15513,38615,36539,74700,26754,10418,17140,15604,26677,16186,16567,18822,17498,24000,21664,9214,37388,42976,28579,34414,12530,20992,18274,22203,15867,9788,26817,25916,27978,18432,17234,12486,19480,27039,21455,33029,19335,20791,16130,2658
2020-03-14,9234,9165,3786,14080,12613,13736,7337,4182,7414,8216,8202,24927,20968,18080,11774,7840,10561,7828,15767,9979,9997,10519,10897,10989,14405,6028,18102,14613,14716,16353,10714,16510,11587,13768,9861,6471,18110,16889,19490,11780,11459,8534,12873,15968,12211,21865,11700,15056,11446,1905
2020-03-15,5920,6032,2629,8586,8257,8503,4151,2747,4833,5223,5196,15915,13286,11850,7633,5826,6756,5179,10384,6341,6505,7430,7032,6332,11533,4086,9320,7852,7635,8970,7317,11724,8255,9230,6633,4658,12314,11315,13188,8005,7188,5952,8875,11671,8575,13914,7033,12301,9143,1651
2020-03-16,17799,14524,7069,20236,18212,23343,16367,7039,11661,16940,15694,38672,35735,78733,27914,10980,17344,15608,26863,16370,16589,18999,17736,24299,21397,9192,37276,43583,28161,35642,12007,19342,18712,21942,15736,9937,26538,25941,27714,18604,17057,12468,19317,27226,21688,32673,19129,20618,16350,2799
2020-03-17,17819,14510,7014,20359,19430,23126,16575,6845,11697,16914,15487,38364,35761,78293,27523,10733,17270,15480,26656,16198,16257,18971,17929,24022,20820,9142,37375,44345,28753,35823,12041,19433,18270,21857,15670,9905,26074,25808,27560,18568,16961,12480,19202,27918,21655,32314,19179,20450,16031,2814
2020-03-18,18002,14902,7175,20551,19722,23977,16775,7279,12164,17130,15845,39294,37142,78469,27983,11041,17522,16010,27249,16447,16840,19517,18155,24721,21127,9569,37548,44628,29157,36118,17168,20193,19050,22492,16052,10132,26781,26528,28293,18990,17230,12806,19553,28236,22054,33023,19489,21523,17161,2966
2020-03-19,17765,14559,7009,20177,19225,22736,16309,6701,11493,16429,15517,38089,35212,77471,27380,10717,17087,15326,26261,15674,15994,18415,17296,23454,20347,8978,36312,43715,28706,35115,10827,19495,17958,21492,15426,9741,25638,25247,26681,17957,16745,12259,18558,26610,21055,31211,18804,19697,15514,2574
2020-03-20,18425,15680,7299,21972,20792,24868,16690,7254,12262,17276,16167,40614,38009,77223,27778,11289,17784,16030,27733,16768,17095,19962,18379,24486,23022,9782,38972,43985,29843,36444,15754,22153,19667,23071,16384,10250,28307,27099,29717,19604,17998,13289,20700,28632,22109,35767,20191,21872,16836,2896
2020-03-21,9559,9476,4150,13994,13015,14401,7386,4667,7767,8915,8643,26451,22572,19581,12364,8646,11262,8148,16144,10132,10428,11191,11316,11295,15378,6491,18770,14414,14597,16631,17719,17234,12441,14321,10322,6977,18985,17305,20347,12189,11526,8857,12937,16824,12895,23225,12199,15201,12390,1813
2020-03-22,6351,6099,2947,8829,8580,9260,4448,3682,5537,5578,5587,17661,14201,13203,8777,6512,7337,5478,11037,6952,7018,7811,7407,6962,12533,3931,9925,7800,7924,9682,19839,12311,9793,9679,7200,5277,13161,12211,13369,8660,7705,6662,9477,12429,9125,15480,7412,13105,11747,2049
2020-03-23,18176,15089,7446,20568,20060,23724,16650,7645,12111,17349,16170,40045,37220,81837,28892,11693,17808,16114,27330,16799,16852,19423,18216,24353,21582,9313,37709,44674,28260,36307,17952,19738,18745,22191,16277,10170,26840,26746,28063,18746,17235,12718,19209,27704,22430,33559,19293,21392,16910,2925
2020-03-24,18115,15261,7309,21113,19876,24064,16658,7801,12325,17294,16187,39557,37179,81391,28334,11121,17723,15801,27472,16602,16740,19462,18179,24687,21022,9534,37751,44746,29444,36128,20029,20178,18760,22165,16040,10240,26949,26186,28474,18956,17191,12834,19625,29179,22381,33294,19630,21411,17125,2961
2020-03-25,18386,15228,7326,21107,20184,24453,16871,8192,12612,17377,16450,39996,37746,80976,28737,11397,18079,16102,27589,16914,17047,19539,18487,24650,20901,9998,37872,44852,29916,36705,21033,21008,19288,22612,16505,10493,27206,27200,28771,19116,17306,12907,20029,28706,22450,33271,19675,21800,17354,2955
2020-03-26,18091,15087,7341,20794,19635,23595,16548,7943,12152,17304,16094,39717,36938,80101,28470,11105,17887,15651,27343,16684,16805,19021,18031,24023,20939,9281,37582,44448,29366,35818,12654,19658,18701,22249,15828,10089,26463,26266,27862,18559,17473,12534,19433,27692,21877,32326,19385,20907,16563,2925
