date,오이도,정왕,신길온천,안산,초지,고잔,중앙,한대앞,상록수,반월,대야미,수리산,산본,금정,범계,평촌,인덕원,정부과천청사,과천,대공원,경마공원,선바위,남태령,사당,총신대입구,동작,이촌,신용산,삼각지,숙대입구,서울역,회현,명동,충무로,동대문역사문화공원,동대문,혜화,한성대입구,성신여대입구,길음,미아사거리,미아,수유,쌍문,창동,노원,상계,당고개
2020-03-31,13906,11305,2467,18321,6661,13166,24420,12268,29941,7183,8178,6716,28500,44179,41625,30551,41157,14623,7292,4203,1517,13893,1542,37697,33854,4738,11101,26674,8351,21651,21285,41470,28978,48446,25068,37224,46071,21843,31940,33080,47856,25926,61125,50993,45834,35076,32318,20581
2020-04-01,14088,11428,2521,18729,6741,13238,24687,12024,30122,7258,8337,6633,28765,44259,42188,30508,41415,14774,7287,4214,2228,14185,1505,38326,34166,4663,11147,26126,8450,21777,21612,40806,28891,48535,25459,36809,48293,22062,32595,33427,48038,25845,60582,51009,45727,34987,32399,20097
2020-04-02,13918,11311,2464,18341,6752,13155,24759,11977,29863,7092,8293,6541,28677,44571,41686,30709,41189,15037,7269,5140,2199,14060,1548,38073,33906,4851,10960,26028,8369,21891,21515,40825,28031,48142,25288,36338,47182,21520,32035,33257,47884,26007,60132,50417,45859,34955,31759,20301
2020-04-03,15209,12225,2588,19357,6963,13514,27230,12740,31593,7447,8396,6667,30239,46146,44922,31100,42756,15134,7621,5633,2178,14446,1670,41303,35391,4868,11527,27689,8592,22574,22546,41214,29289,48426,25659,37378,48525,22561,34279,33740,50165,26858,63058,51817,47310,37178,32625,20613
2020-04-04,11078,7874,1770,13996,4229,8047,19552,8342,20477,5225,6142,4332,19560,27413,29314,13103,21853,7713,5258,9482,1741,7050,1034,27839,22774,3474,7426,11854,3983,12604,10221,23173,18398,19542,14795,20294,32937,15183,24257,19892,34353,17105,42509,32492,30643,26325,21026,14586
2020-04-05,7907,6253,1338,11538,2979,5243,13528,5780,14537,3671,4534,3071,12738,19112,19184,8353,14704,5485,3173,7665,1311,4733,718,19636,14792,2973,5190,8412,2606,8455,7540,10515,12506,11048,11122,9317,24287,10660,16841,13945,23400,11570,29187,22235,21219,17667,14753,11478
2020-04-06,14574,11890,2523,19105,6844,13899,25442,12676,30968,7488,8558,6622,29356,45593,42556,31793,41741,15349,7664,4985,1626,14348,1625,38177,34120,4398,11279,26856,8360,22331,23086,41473,28700,49321,25318,36760,45543,21895,32738,34254,48738,26595,61534,51759,46679,35461,32792,20802
2020-04-07,14629,11318,2630,18549,6902,13832,25068,12553,30999,7407,8521,6949,29608,45608,43138,31948,41867,15571,7705,5353,1619,14894,1636,38990,34747,4471,11579,26830,8549,22474,22993,42132,29703,49821,25723,37182,48433,22250,32880,34515,48511,26724,62020,52163,47413,36020,32961,20903
2020-04-08,14412,11587,2579,18765,6871,13763,25737,12565,30985,7457,8529,6735,29380,45689,44271,31506,42435,15561,7750,5419,2261,14517,1663,39583,35082,4456,11652,27010,8553,22459,23042,42120,29443,50409,25803,37330,49758,22612,33263,34522,49179,26598,62033,51908,47687,36226,33295,20827
2020-04-09,14461,11376,2579,18595,6902,13643,25595,12410,30944,7236,8550,6681,29086,45624,43072,32014,42292,15654,7754,4876,2232,14601,1646,39524,34689,4526,11511,27116,8523,22895,23154,42002,29666,49989,25993,37049,48180,22188,33104,33862,48468,26494,61213,51666,47028,36104,32538,20749
2020-04-10,15460,12284,2722,19523,7186,14096,28252,12955,31997,7571,8921,6641,31020,46607,46560,31804,43024,15479,7843,4952,2224,14429,1638,42305,36503,4503,11647,27687,8773,23220,23044,41527,30439,50204,26100,37925,50426,23505,35244,34851,51424,27153,64203,52450,48558,38303,33556,21519
2020-04-11,11939,8435,1936,15143,4444,8730,21169,8877,21755,5353,6428,4367,20058,28811,30338,13988,23031,7782,5546,7449,1198,7350,1026,29188,23623,3354,7598,12531,4198,13367,10827,24589,19156,19984,15499,22276,36764,15275,25228,21229,35724,17952,44156,33537,32253,27647,22011,15575
2020-04-12,8566,6533,1402,13428,2938,5827,14453,6222,15158,3956,4615,3147,12966,20248,19976,8841,15195,5775,3301,5633,952,4943,732,20772,15428,2441,5011,8623,2629,8772,8014,11258,12816,11812,12221,10286,27249,10975,17865,14232,23897,12290,30162,22943,21971,18865,15461,11773
2020-04-13,14789,12132,2689,19669,7133,13921,26392,12820,31548,7579,8706,7048,29967,46241,43733,32350,42431,15657,7870,4335,1555,14353,1716,39287,35559,4595,11756,27903,8691,22571,23315,43015,30130,49787,25869,38504,47260,22421,33349,34611,50027,27061,62319,52576,47459,36532,33206,21082
2020-04-14,15773,12439,2710,19783,7226,14317,27778,13130,32476,7679,8965,7195,31105,48673,46271,32836,44107,16022,7986,4726,1717,14842,1768,42501,37319,4835,12343,29495,9200,24787,25916,45156,30973,50883,27148,39880,52749,23602,35174,35370,50956,27122,64522,55100,49914,38201,33485,21451
2020-04-15,11022,7856,1761,12997,4158,7195,18059,8011,20060,4987,5641,4393,17677,25672,25919,11636,19905,6691,4508,6158,1055,6440,925,24004,20568,3329,6765,10436,3834,12062,8822,26372,15831,18260,15443,28926,31212,14319,22997,18711,32002,16787,39834,30710,28816,24133,20024,14126
2020-04-16,15182,12259,2694,19365,7343,14163,26784,13017,32060,7544,8911,7146,30505,46740,44273,32424,43312,15586,7953,4618,2322,14664,1661,40488,35402,4723,11853,27745,8794,22759,23629,44026,30513,50325,26380,39164,51240,23125,33903,35043,49846,27081,63009,52863,48474,36929,33197,21431
2020-04-17,14747,12161,2532,19056,6951,13654,27427,12511,30806,7253,8218,6546,30014,46319,45546,31866,42806,15386,7541,2020,2147,14742,1668,42315,35892,3980,11835,28536,8881,22804,24457,41233,28999,49412,25778,36850,51101,22688,33686,33894,49665,26680,62590,51830,47709,37237,32673,20599
2020-04-18,13153,9205,2109,16344,4749,9437,23820,10016,23233,6135,7094,5393,21943,30670,33148,15025,25080,8242,5801,8074,1241,8044,1178,31751,25662,4052,8322,12850,4835,13897,11827,27992,20703,21614,16881,24193,40388,17006,26747,22501,37697,18861,46120,35495,34725,29465,23484,16902
2020-04-19,8723,6494,1440,13319,2924,5972,14394,6094,15275,3990,4515,3581,13274,20239,19929,8666,15343,5484,3226,3980,840,4896,729,20513,15252,2061,4716,8248,2722,8525,8004,11244,11860,11256,11791,9675,28219,10995,17992,14826,24649,12224,30580,23371,22941,19058,15628,11909
2020-04-20,14976,12314,2620,20077,7378,14281,26786,13060,32235,7515,8605,6983,30445,47418,44438,33040,43642,16431,8019,2974,1502,14769,1701,40343,36361,4411,11871,28651,9012,23093,24515,43734,30472,51263,26497,38955,48196,22559,34022,35210,50128,26930,63594,53803,48712,37002,33839,21672
2020-04-21,15194,11908,2694,19644,7208,14318,26805,13149,32285,7403,8683,7113,30948,48106,45948,33586,44237,16803,8393,3905,1702,15339,1728,42112,37128,4354,12352,29176,9168,23916,24978,45433,31016,52210,26811,39687,52764,23649,35153,36112,51385,27885,64435,54236,50437,37809,34128,21870
2020-04-22,14912,11860,2639,19130,7088,14155,26807,12903,31616,7411,8526,7016,31089,47608,45901,32491,44086,16281,8208,2799,2199,14885,1871,41887,36780,4220,11921,29413,9212,23507,24676,44537,30619,52655,27082,39096,53464,23369,34715,35419,50722,27421,64008,54027,49257,38365,34204,21626
2020-04-23,15060,12082,2689,19612,7213,14502,27278,13444,32326,7648,8815,7404,31366,48128,45830,33515,44995,17026,8299,3595,2330,15300,1925,42410,37265,4463,12356,29975,9280,24060,25311,44923,31375,53214,27461,39496,54619,23803,35743,35977,51229,27863,64967,54721,50288,37856,34593,22211
2020-04-24,16354,13027,2796,20359,7603,14938,30076,13782,33900,8028,9245,7522,33734,50741,49967,34213,46320,16889,8439,3806,2416,15988,2018,46442,40347,4935,13119,31599,9611,24961,26928,46433,32711,53605,28174,40649,56961,24942,38027,37103,54800,29295,67851,56038,52693,40945,35690,22552
2020-04-25,13848,8971,2089,16027,5240,9395,24397,10384,24248,6135,7407,5962,23627,32778,35392,15587,26854,9224,6037,7096,1320,8484,1356,33687,27042,3966,8242,14130,4836,14554,12864,30003,22464,22288,17401,26030,42683,17946,28262,23902,39108,19950,47947,37224,36672,30407,24624,17403
2020-04-26,10612,7586,1691,14635,3511,7081,17084,7210,17920,4514,5680,5332,16225,23321,23482,10214,18307,6657,4217,7202,1032,6138,948,24139,18464,3279,6572,10008,3211,10622,9805,13677,16398,13349,13774,12507,34403,12753,20158,16650,27043,13519,34202,26633,26607,21499,17887,13679
2020-04-27,15966,12989,2841,20503,7559,14970,28320,13952,33611,8195,9327,7719,32487,49719,46670,34422,45893,17124,8590,4241,1617,15713,2101,42514,38371,5013,12797,30292,9374,24199,25886,47967,32456,52230,27426,41453,50822,23978,35241,36826,52522,28721,66064,55674,50869,38465,35618,22718
2020-04-28,16333,12584,2790,20310,7726,15162,28627,13813,33775,8021,9362,7974,32503,49909,48225,34761,46721,17586,8615,5183,1870,15847,2100,43732,39235,5244,13127,30418,9692,24979,26330,49700,33078,53941,28053,42372,55614,24778,36359,37548,53623,28875,66479,56345,52372,39648,35541,22965
2020-04-29,17208,13657,2999,21263,7789,15624,31034,14261,34968,8471,9633,8048,34859,52408,52884,35424,48301,17817,8839,4950,2813,16340,2180,47361,41155,5422,13585,31904,10025,25664,29088,51017,34704,54837,29365,43429,60606,25990,38136,38296,56033,29753,68924,57531,54237,41964,36279,23257
2020-04-30,14751,9168,2180,15926,5013,8121,21525,8909,22883,5633,6695,5524,20527,30185,30421,13429,23675,7991,5656,10356,1397,7282,1360,29721,23547,4085,7697,13624,4509,12581,14138,31581,22769,18711,18892,33784,39136,18474,25678,20921,34648,17639,43615,34084,32803,27326,22600,18099
2020-05-01,14949,9699,2209,18422,4986,9254,24024,9906,23655,6122,6822,5667,22896,31122,33661,15090,25649,10644,5397,9403,1307,8447,1229,31279,27051,4269,9105,15944,5489,15263,13786,37401,23796,25129,20757,38363,39382,17916,28028,23250,39088,20454,48570,37751,37691,30890,24944,16916
2020-05-02,14516,9445,2008,19114,4571,9171,23588,9527,23040,5808,6712,5440,21954,29531,32698,13686,23630,8562,5082,9552,1379,7795,1147,30549,24954,3845,8023,13568,4705,13059,13208,29736,24144,19693,17173,25774,41458,16803,26247,22564,37191,18145,44304,35317,34210,28785,23178,16211
2020-05-03,11323,8083,1798,17124,3548,6605,18484,7418,18258,4876,5222,4491,16335,24041,24025,10048,18236,6196,4058,7539,1075,5834,953,23768,18238,3252,6337,10614,3229,10674,10745,13688,18460,13231,14438,13515,34586,13098,20174,17074,28019,13975,35116,27086,28178,21866,18524,13101
2020-05-04,15463,12093,2601,20377,6279,14150,28136,12638,30819,7746,8433,6547,30465,42250,44558,25962,36610,13815,7859,7153,1536,12519,1787,39786,35497,4774,12229,23667,8123,22105,20720,48145,31149,44791,26490,43367,51233,22919,34811,33457,50917,26934,63905,51294,48775,39375,33018,21712
2020-05-05,11867,7561,1753,12998,4197,6991,18860,7806,19851,4994,5859,4471,18285,26473,27076,11892,20504,8847,5069,10982,920,6653,944,25548,21401,3449,6835,11787,3754,11410,9966,29642,19548,16028,16973,30760,36071,14227,23288,19075,32668,16383,39408,31387,29917,24991,20277,14743
2020-05-06,17025,13715,3034,21430,8335,15892,31509,14645,35176,8578,9731,7863,34879,52245,50931,35640,48240,18245,9391,6014,2289,16263,2108,45049,40658,5432,14589,31902,9765,25883,27206,52567,34987,54580,29558,44512,59610,25695,37602,39011,56002,29739,68862,57820,54399,41243,36673,23680
2020-05-07,17364,13413,3067,21383,8458,16048,31924,14644,35649,8596,9873,7876,35128,52432,51479,35711,48848,18508,9304,6260,2759,16864,2127,46651,40611,5518,14645,32304,10047,26138,28023,53973,35470,55520,29668,44193,59577,26224,38506,39284,56166,30137,69219,58735,54986,41887,37080,23921
2020-05-08,17582,14035,3106,22368,8338,16235,32876,15204,36394,8737,9940,7667,35755,53068,52806,36234,49610,18649,9549,5096,2502,17694,2508,48753,42096,5330,15438,33971,9867,26671,31374,53363,36291,54657,29762,43361,61631,27703,40051,41006,59342,30989,71485,60492,56471,43605,37549,24625
2020-05-09,11686,8323,1954,15082,4645,9082,22650,9324,22661,5506,5975,4137,21449,30171,32908,15926,24745,7761,5042,2532,1438,7675,1335,32322,25170,2454,8673,13725,4352,14326,13597,27541,19570,21939,15833,23087,42599,17118,26960,23138,38174,18771,44669,35549,33470,29473,22319,15348
2020-05-10,10748,8135,1832,16302,4173,7288,18998,7749,18951,4759,5576,3981,16906,24877,25491,10593,19617,6638,4226,7582,1377,6351,1100,25894,19583,3037,7698,10423,3475,11522,11271,13776,17024,15041,14120,12405,36687,13405,22265,18123,29184,15142,36221,28370,27883,23370,18682,14071
2020-05-11,17060,15236,2923,21695,8362,15416,31202,14427,34902,8573,9634,7523,33553,51421,48562,35226,47439,17944,9074,4543,1688,16299,2115,44399,39407,5055,13725,30544,9123,25445,26489,49730,34341,56025,28179,42248,55206,25114,37871,38531,54414,29842,67552,56968,53527,40158,36228,23490
2020-05-12,16562,14689,2926,20793,8072,15622,31015,14089,34741,8355,9325,7540,33403,51220,48889,35036,47710,18060,9003,5033,1772,16283,2063,44642,39421,5014,13790,29977,9283,25118,25626,49262,34082,54884,28489,41453,57646,25490,37821,38488,54286,29017,66821,56399,52434,39901,36188,23291
2020-05-13,16895,14422,2913,20935,7921,15621,30940,14427,34571,8453,9908,7557,34256,51539,50005,35125,48094,17671,9214,5711,2881,16359,2011,44778,40334,5527,13806,29741,9337,25197,26127,50166,34372,54931,28643,41599,60178,26002,38305,38735,54790,29283,67513,56683,53783,40198,36404,23627
2020-05-14,16517,14301,2917,20964,8024,15524,30466,14213,34676,8272,9671,7416,33796,51062,48496,35248,47067,18641,9077,5540,2737,16058,2019,44808,39596,5435,13942,29754,9477,25290,24943,49532,33813,55976,28096,40825,58282,25278,37921,38296,54113,29307,67099,56006,53047,39869,36185,23681
2020-05-15,15833,13740,2750,20169,7528,14560,30643,13348,33386,7833,8546,6913,32660,50215,49160,34543,46427,17257,8667,2532,2341,15760,2043,46536,39403,4250,13830,30348,9254,25024,26418,45606,31801,52527,27642,39307,58765,25256,38237,37608,53877,28425,66534,54840,51555,40000,35332,22241
2020-05-16,13509,10014,2206,18189,5030,10803,25869,10246,24876,6032,7016,4808,23752,33275,35514,16346,26139,9094,5968,6719,1788,8475,1605,34764,27734,3838,9232,14235,4853,15054,13423,30307,21611,22324,17309,26185,43414,18202,30353,24653,40369,20374,48572,36766,37550,30860,24585,17463
2020-05-17,10564,8059,1811,16990,3503,7437,18878,7599,19178,4981,5803,4181,16999,25138,24592,10886,19705,7278,4348,7893,1527,6034,886,25605,19317,3593,7943,10161,3245,11528,10104,14116,16333,14186,14016,12948,35165,13531,21883,18000,29312,14841,35645,27265,28128,22129,18670,14260
2020-05-18,15220,14645,2713,20843,7782,14898,27875,13607,33070,7857,8906,7074,31543,49085,46586,34489,45353,17670,8943,3148,1648,15594,1881,41778,37915,4435,13368,30008,9169,24025,24401,46502,31427,52319,27113,41403,51734,24257,35863,37549,52271,28275,64787,54628,50922,37832,35158,22286
2020-05-19,15380,14122,2663,20282,7679,14942,28974,13615,33272,7777,8733,7052,32265,49585,47564,34536,45843,17411,8610,3151,1728,15801,1885,43350,38569,4817,13704,29831,9476,24974,24911,45312,32647,53278,27786,39883,57517,24946,36999,37672,52970,28537,65214,54996,51612,39077,35117,22425
2020-05-20,17061,14926,3001,21426,8992,15499,31335,15098,35560,8613,9719,7687,34373,52473,50123,35284,48497,18247,9307,6318,2776,16542,2070,46342,41578,5927,14789,31038,9794,26285,26435,50630,35423,56054,29492,43453,62653,26514,39337,39993,56452,30305,68480,57611,56132,41566,37611,24425
2020-05-21,16992,14955,2960,21091,8126,15449,31460,14592,35088,8515,9730,7593,33518,51612,48924,35565,48710,18356,9284,6323,2753,16713,2118,46338,41452,5675,14701,31049,9763,25976,26632,50387,35334,56271,28881,42909,59790,26667,38747,39811,55569,30495,67688,57251,55713,41347,37084,24387
2020-05-22,17297,15108,3055,21913,8256,15818,33227,14954,35804,8772,9799,7551,34623,53400,50942,35862,48990,18548,9578,5633,2420,17157,2090,49141,43191,5543,15095,32418,10287,25663,28056,50494,35175,56216,29428,43632,61818,27180,40341,39843,57597,30296,69373,58053,56683,43143,37319,24133
2020-05-23,14812,10217,2461,19429,5584,10982,27918,11362,26498,6698,7463,5454,22998,34970,35555,17189,28516,10683,6853,11420,2109,9624,1514,38941,30740,5040,11307,15603,5229,16918,15490,35892,26275,25914,19729,30287,49090,20348,31429,26452,42898,21134,50640,40422,40689,33480,26475,19221
2020-05-24,9696,7805,1729,17100,3436,6778,18324,7226,17497,4363,4935,3297,14033,23892,22741,10055,17872,5747,3824,5847,1330,5920,869,25004,19150,3194,7512,10449,3198,11142,10414,13695,16243,14304,14237,11499,35361,13078,21584,17968,28162,14368,34192,27310,27447,22767,17582,12786
2020-05-25,16883,15463,2977,21640,8633,15868,31300,14679,35289,8604,9437,7635,32562,51414,48062,35302,47730,18391,9237,4969,1769,16451,2183,44604,40950,5462,14113,31880,9678,25376,26484,49514,35127,54345,28853,43423,55540,25875,38497,39415,55927,30302,67850,57249,54669,40518,37335,24048
2020-05-26,16505,15107,2943,20863,8060,15697,30927,14664,34839,8519,9303,7431,32298,51703,48910,35672,48080,18286,9488,5711,1865,16647,2265,45414,41069,5045,14617,31639,9820,26232,26751,51285,34860,55602,28742,43553,59112,26437,38833,39573,55812,30433,67439,57506,54359,40654,37108,23950
2020-05-27,17091,15137,3020,21484,8486,16141,31669,14876,35498,8755,9698,7708,32861,52188,50629,35691,49354,18713,9559,6484,2919,17002,2240,46687,42077,6105,15342,32036,10115,26807,27411,50987,36362,55963,29807,43664,62908,27334,39154,40545,56906,31332,68871,58407,56115,41222,38058,24217
2020-05-28,16755,14694,3063,20943,8302,15573,31153,14376,34870,8620,9543,7578,32600,51234,48813,35579,48651,19220,9486,6546,2946,16499,2288,45882,41045,5526,15014,31921,10244,26584,27564,50051,35780,55844,28624,43004,61723,26536,38895,39848,56046,31010,67365,57421,55213,40989,37464,23979
2020-05-29,17618,15188,3102,22262,8148,16036,33536,15360,35772,8937,9739,7635,34439,52904,51321,35660,49325,18814,9663,5824,2505,16802,2364,48553,42588,5672,15484,33367,10272,26743,29619,50144,36725,56204,29462,43494,62378,27933,40089,40045,57937,31012,69759,58308,56107,42899,38202,24359
2020-05-30,14137,10032,2302,18219,5743,10661,26857,11171,25563,6609,7334,5359,23431,34072,35696,16550,27761,10219,6689,8776,1785,9131,1435,36138,28848,4730,9890,15173,5184,16217,14282,33326,24416,24333,18369,27950,45623,20403,31135,25894,41600,20881,49560,39151,38619,32445,25995,20053
2020-05-31,10092,7919,1636,16301,3449,7140,18404,7538,18002,4700,5239,4146,15538,24350,23515,10510,18642,6639,4387,7398,1326,6227,955,24746,19362,3459,7385,10406,3442,11331,10246,13836,16865,14166,13886,12354,34245,13856,21845,18276,28932,14555,35326,27240,28308,22009,18134,13952
