date,오이도,정왕,신길온천,안산,초지,고잔,중앙,한대앞,상록수,반월,대야미,수리산,산본,금정,범계,평촌,인덕원,정부과천청사,과천,대공원,경마공원,선바위,남태령,사당,총신대입구,동작,이촌,신용산,삼각지,숙대입구,서울역,회현,명동,충무로,동대문역사문화공원,동대문,혜화,한성대입구,성신여대입구,길음,미아사거리,미아,수유,쌍문,창동,노원,상계,당고개
2020-01-11,18662,13886,2979,26087,7153,14827,36639,14477,34883,8391,8286,6150,33730,46946,54509,24061,42287,17191,9031,8496,26556,12766,2241,56603,39938,4229,19925,25809,8137,23570,33168,60549,75677,41193,36248,43123,95955,26001,41873,35986,55494,26487,65635,51604,51992,44335,32835,22938
2020-01-12,13787,12783,2231,26250,4871,10948,26657,10446,25663,6465,6024,4773,24032,35126,37532,15699,30146,19275,6484,7630,34755,9084,1624,38373,27567,3001,16385,18339,6028,19765,24569,28891,65588,26378,31956,23815,69043,19973,31221,25571,39639,19579,48437,38307,38535,32137,24089,17846
2020-01-13,20054,16495,3288,27138,8806,18343,36835,17545,40331,9553,10247,8622,40686,59980,61806,42329,57315,26195,10743,4059,2092,18622,2633,56465,49142,4921,19339,38898,11853,31803,40099,68097,73717,70246,42731,53057,78240,30590,47894,47396,64171,34181,79292,66902,64082,49042,42459,27175
2020-01-14,19887,15866,3217,26400,8885,18671,37314,17945,41077,9576,10283,8729,41418,59798,63382,42014,58149,25648,11447,6135,2147,19076,2673,57527,49799,5010,20427,38750,12097,32718,40509,68529,72081,70913,43937,54094,84516,32953,48787,47993,65223,34653,80830,67887,65660,50480,42771,27203
2020-01-15,20320,16294,3330,26361,9855,18535,37120,18123,41019,9581,10291,8599,41736,61068,63579,42701,58287,32399,11493,5392,6073,19408,2674,58705,50772,4955,20815,39641,12395,31741,40736,67179,72241,70361,44016,53680,89214,31144,48845,48401,65517,35097,81014,68451,66316,51100,42908,27336
2020-01-16,19994,15900,3320,25940,8783,18704,37287,17407,42306,9606,10304,8595,41369,60728,63555,42407,58702,25518,11159,5747,5670,19196,2878,59343,50616,5175,20543,40082,12821,32251,41671,67341,74736,72870,44494,53402,87640,31642,48897,48040,65712,34910,81424,68320,66020,50089,42946,27416
2020-01-17,21515,18201,3479,27131,9294,18949,41316,18467,42981,9916,10782,8697,43926,63349,68020,43243,61687,26341,11738,5857,16667,20247,2899,64622,53303,5238,21470,41736,13477,33150,45498,69393,76972,72708,46086,54622,92418,32788,50505,48590,68007,35150,85168,69790,69500,53806,44260,27847
2020-01-18,18807,13839,2810,25226,7092,14313,37690,14499,34495,8305,8166,6462,33839,46462,53075,23595,41530,15427,9026,10428,28385,12599,2266,54603,40376,4233,20625,25083,8233,23402,31653,58476,74622,40117,36719,43621,92699,25078,41477,35877,54580,26446,64896,50873,52878,44047,32884,23039
2020-01-19,12755,11354,2101,24258,4755,9603,27004,10121,25387,6123,6082,4651,23776,34481,35980,15649,29707,18913,6378,6340,37035,9160,1515,37329,27399,2918,17039,18315,5940,19680,24205,27163,60069,23872,28770,21504,66618,19000,30309,25479,39219,20467,47408,37967,39684,32207,23506,17486
2020-01-20,19878,16241,3193,26587,10034,18513,37959,17428,40888,9690,10381,8699,41389,60873,62370,41916,56438,24918,10908,4148,2210,18780,2634,56597,50772,5108,19372,38501,11735,31684,41086,66510,72855,69582,41401,53527,79570,30884,48162,47541,65327,34677,81564,68093,66528,50558,43207,27058
2020-01-21,19550,15829,3223,26157,8707,18074,37541,17281,40772,9438,10286,8684,41427,60010,62814,42247,57443,26025,11379,5499,3678,19198,2711,57566,50361,5235,20470,39103,12239,31571,41868,65249,69993,68973,41410,51478,83924,30941,48442,48059,65545,34783,81198,68096,66402,50555,42975,27223
2020-01-22,19861,16034,3367,26325,8601,18207,37857,17231,40887,9684,10444,8473,41855,60816,63821,42401,57735,31849,11112,5047,5950,19220,2674,56847,52005,5277,20244,40319,12100,31483,41846,62985,65921,68027,41169,49753,85969,30979,49138,47876,66365,35006,81864,67925,67014,51403,42825,27303
2020-01-23,20019,16988,3173,29555,8106,17442,38568,16451,39662,9836,9563,7946,40281,56528,61381,38026,51821,21847,10052,4975,4258,17309,2376,53033,48822,5125,18234,37658,10926,28762,40348,58503,64184,60646,37782,41122,78102,28238,47153,45170,64822,33774,79792,63703,65013,50978,41274,26196
2020-01-24,11332,10883,1801,29697,3956,7075,19532,8054,21152,5031,4351,3267,16322,26016,22035,11099,17284,5632,3822,5593,851,5284,1137,22840,20349,2495,9373,14504,3258,10180,20625,22202,50733,17776,20391,13253,37400,12654,20951,18396,30152,15135,37229,28269,28691,22915,18456,13299
2020-01-25,10667,10008,1820,28501,3898,6787,17394,7235,20302,4723,3857,3158,13334,25260,17003,8900,16988,4172,3506,6799,718,4527,1136,19258,14395,2877,5012,12128,2884,8352,18604,11797,56349,20578,18816,10453,28756,11973,17634,18350,27626,15060,36494,28445,24004,19675,18404,13444
2020-01-26,13133,11123,2045,28563,4186,7587,24283,8902,22168,5595,5168,4061,19953,29907,29104,11941,21202,13994,4691,8869,1037,6118,1107,26960,20833,3133,13040,14943,3961,13652,18405,17086,61917,24907,26056,17791,51682,14571,24302,20742,34301,16600,43112,33038,29917,29196,20534,14987
2020-01-27,12893,9910,1971,20306,4037,7757,23569,8730,22371,5454,5127,4008,21463,28698,31474,13047,22738,7230,4574,6160,822,6332,1265,28488,22583,2779,11605,16518,3880,12255,17893,23340,48058,22386,22420,15030,47687,15432,27580,21414,35402,16163,43066,32476,30814,29212,20426,15080
2020-01-28,18401,14739,3019,23879,7981,16671,34336,15363,37803,9021,9479,7726,37988,53846,56837,36908,50228,24025,9341,4229,1944,16660,2346,49334,43436,4727,16505,35279,10884,27938,33768,52555,60595,62022,36699,40485,69266,28030,44908,42494,59888,32037,75676,63090,58789,47002,39765,25440
2020-01-29,18775,15025,3135,23907,8261,17036,34847,16091,38944,9175,9963,8287,39641,56638,59650,39780,54068,29827,10312,5120,3753,18004,2398,52906,46700,4993,17862,36728,11516,29808,36848,59145,62231,66432,39187,47584,78897,29086,45671,44839,63241,33464,77709,65904,60838,49828,41460,26465
2020-01-30,18922,14934,3176,23188,8990,17120,34786,16330,39446,8978,9887,8165,39637,56746,57844,40556,54572,22580,10409,4993,4117,18175,2684,54088,46568,5217,17189,36719,11411,30228,37484,58835,62937,66547,39246,47225,76108,29246,45860,45398,62263,33646,77971,65441,61855,48682,41633,26302
2020-01-31,19636,15875,3168,24053,8379,17198,36632,16485,39114,9323,9990,8112,40365,58089,61586,40202,56689,23076,10549,4557,15512,18565,2573,56485,48779,4981,17433,38194,12000,31566,39240,58027,61715,65686,39301,46155,75608,29356,41365,44385,63313,33488,79838,65287,63204,50837,41588,26772
2020-02-01,13930,10775,2147,17633,5422,10994,28124,11463,27625,6711,6820,5048,27571,36883,41568,18622,32506,13492,6831,5677,24521,9762,1772,42175,32567,3148,12683,18850,5999,19207,22171,38458,46391,31578,26993,29679,58976,20759,28394,27120,44186,22073,54720,42520,42421,37085,26894,19727
2020-02-02,10300,8617,1650,15876,3488,7463,20426,7983,20874,4860,5006,3850,17998,26712,28449,12449,26636,15760,5010,4969,30954,7374,1312,29542,22231,2452,9820,13410,4859,16664,17388,18688,40094,18741,20881,15348,44743,15026,21038,19627,31837,16345,40269,31464,32070,27725,19762,14975
2020-02-03,17642,14347,2857,22944,7770,16012,32017,14977,36331,8277,8808,7262,33354,52496,52804,37889,51064,22665,9389,3314,1897,16932,2385,48386,44177,4417,15611,34741,10462,28764,33597,54046,59391,62483,35865,43305,62416,27113,38591,41613,58416,32481,74290,61743,57737,45558,39186,24826
2020-02-04,17376,13499,2822,22306,7723,16025,31640,14915,36417,8299,8825,7380,34028,52538,53951,37805,51914,21728,9888,3749,1863,17259,2481,49851,44075,4306,16035,34269,10905,29385,33916,53776,59039,63274,36370,43372,66939,28848,39892,43228,59414,31874,74829,62870,58315,45602,39890,26148
2020-02-05,16837,12761,2698,21819,7826,15400,31327,14534,35007,8163,8678,7247,33865,51337,53263,37508,50390,27345,9321,2903,3783,16916,2220,48830,43439,4086,15622,34348,10598,28779,32894,51752,57246,62104,35680,41798,67975,26910,38893,41994,58619,31000,72847,61052,55323,45126,38535,23946
2020-02-06,16571,12870,2652,20981,7386,15234,31307,14341,34987,7973,8499,7109,33328,50536,51703,36892,50309,21731,9458,3220,3820,16879,2221,48832,42556,4157,15248,34109,10765,28686,33531,50455,55732,61250,35308,41335,66099,26891,38491,41203,57065,30815,71947,60587,55686,44665,37595,23561
2020-02-07,17519,14333,2875,22794,8325,15849,34328,15339,37084,8486,9006,7442,35606,54128,57534,37825,53156,21839,9902,3529,14417,17785,2561,52518,46756,4662,16019,36589,11222,29976,36042,51658,56110,62716,36448,42010,68320,27567,40369,41960,60647,33137,77040,62904,59956,48120,39265,24812
2020-02-08,13688,10103,2073,17208,5190,11426,27247,10921,26478,6371,6626,4889,24841,34641,40225,18413,31245,11964,6930,4774,24408,9402,1568,40084,31264,3303,11028,18188,5918,18933,20139,33686,43608,27559,24931,26776,56129,20053,29444,26441,42431,22024,53355,41246,41300,36598,26620,18859
2020-02-09,10033,8509,1616,15568,3524,7305,20326,7992,20132,4744,5088,3870,18283,26323,29475,13009,23941,15687,4958,4439,30366,7268,1133,29337,21970,2625,9960,13333,4654,16408,16212,18155,39568,18535,21870,14646,45780,14982,22622,19535,31246,15775,40061,31130,31380,27823,19522,14590
2020-02-10,16671,13455,2902,22574,8121,16067,32618,15289,36477,8766,9175,7604,35283,53551,53852,37991,50819,22694,9394,3416,1871,17148,2264,48706,44242,4679,15200,34024,10663,27903,33866,49959,57582,61887,35809,44576,63127,26548,40163,41409,56922,31435,73494,61067,57091,44806,38922,24858
2020-02-11,17576,13448,2933,22403,8065,16414,33261,15484,37232,8668,9542,7728,36844,54486,56654,38455,53609,22171,9981,4918,2007,17710,2332,51301,44956,4869,16113,35125,11263,29165,34183,54637,56492,63417,36814,45392,69538,28130,41535,42938,60379,32064,75389,63050,58343,47511,39790,25837
2020-02-12,16325,12969,2763,21375,7639,15475,31277,14538,35428,8271,8806,7436,35734,53048,55582,37305,51845,27786,9686,3082,3628,17202,2391,50532,43421,4210,15611,35034,11094,28333,33751,52661,53629,62447,36356,42890,70264,26919,39937,41590,58932,31175,72771,61421,56324,45605,38720,24460
2020-02-13,17793,13611,2891,22697,8038,16568,34123,15676,38351,8916,9417,7862,37570,55125,58112,39281,54049,23287,10237,4297,4408,17790,2410,52990,45596,4858,15962,36429,11365,29559,34998,55902,56347,64582,37019,46092,73744,28537,42780,43782,61261,32562,76509,63294,60217,48149,40302,25673
2020-02-14,19447,15780,3148,24365,8524,17347,38118,16533,40251,9503,10187,8061,40569,58715,63051,39839,56638,23223,10667,5272,15605,19007,2673,57364,48835,5298,17376,38974,11911,30943,38190,57001,58237,65795,38586,47027,80566,29873,45420,44141,65180,33438,81153,65448,63109,51873,41156,26465
2020-02-15,15406,11455,2427,20253,6497,13049,30711,12345,30024,7148,7589,5615,28981,39762,46296,20879,35767,13343,7859,6872,25695,10783,1863,44382,34514,3776,12578,20213,7073,19433,22905,39084,45793,32562,27534,31596,65505,21932,33449,30336,47881,23057,57978,45099,45270,39589,28972,20253
2020-02-16,10423,8612,1511,17474,3842,7578,21160,8384,21504,5013,4989,3921,19787,28159,31724,13665,25587,16853,5459,3910,31873,7352,1367,30972,22360,2253,10272,14851,4876,17216,17588,18334,37643,19101,21650,13731,51258,15842,24897,20738,33618,17583,41271,32574,33027,28791,20885,14691
2020-02-17,17557,14322,2781,23512,8083,16389,33221,15624,37338,8821,9502,8021,37458,55926,58526,41271,55881,24535,10253,2843,1962,17415,2395,50161,44751,4185,16427,36856,10969,29040,34935,53137,56303,62603,36010,44185,65125,28797,42722,43088,59207,31466,74791,62313,56854,45744,39603,25071
2020-02-18,17678,13417,2889,22932,8088,16317,33319,15498,37403,8621,9432,7954,37005,55168,56969,39271,53927,22359,9949,4285,1921,17639,2288,51574,44843,4498,15965,36514,11082,28984,34361,53975,57689,63356,36692,45444,70498,28283,42602,43338,59291,31468,74182,62288,57711,46606,39417,25196
2020-02-19,18237,14006,2982,22716,8253,16509,33800,15826,37991,9028,9797,8118,38384,55699,58486,39065,54563,20845,10234,4714,4322,17985,2416,52959,45925,4744,16415,36404,11207,29515,34889,55321,57232,63614,37378,45793,74620,28797,42705,43635,60272,32209,75849,63345,58878,47045,40103,25564
2020-02-20,17898,13922,2824,22644,8639,16487,33514,15621,37513,8953,9801,7755,37487,54304,55984,38652,52357,19613,9821,4755,3989,17467,2394,51897,44577,4768,15573,36618,11335,28791,34759,53658,54559,63194,36038,45081,71314,27177,41275,42818,58802,31762,74334,62288,57929,46384,39421,25233
2020-02-21,17933,14419,2828,22651,8129,16354,33740,15333,36796,8601,9434,7574,36667,53702,55926,36849,52198,18575,9405,3694,14269,17306,2280,51920,44267,4475,16062,37195,10929,28598,34770,51325,52742,60625,35072,42195,67639,27848,41476,41774,59021,31044,74371,60939,57982,47276,38524,24473
2020-02-22,12137,9251,1965,16143,4688,10693,23196,9938,24235,5764,5856,4411,22518,31410,35015,16338,27553,7387,5515,3551,21424,8206,1272,34391,26052,2578,9754,16339,5663,15751,16721,29203,39189,26217,22865,23320,51383,17717,27744,24562,39850,20287,48946,37472,36322,31875,23914,16778
2020-02-23,8113,6279,1369,12989,2862,6329,15148,6490,16247,3880,4220,3074,13850,20114,21565,9714,16369,5088,3381,3422,2088,5008,784,22355,16054,1968,6796,10656,3348,10521,12271,15144,31689,15630,17761,11955,35344,12246,19644,16237,26987,13571,33611,26006,24391,21871,16786,12292
2020-02-24,14738,12171,2581,20347,7265,14043,26379,13114,32139,7393,8140,6633,30069,46294,43466,32889,43173,15928,7945,2537,1455,14416,1936,40136,35956,3887,12418,29988,9169,23914,28222,46016,46237,54096,30649,38260,51162,23186,34605,36159,50973,27835,65621,55046,49250,38569,34582,21888
2020-02-25,12956,10595,2221,17971,6759,12670,23149,11782,28040,6616,7252,6111,27546,42346,38143,30184,39737,14451,6993,1849,1309,13367,1790,36461,31993,3146,11107,24389,8653,22293,25704,42354,41706,51657,28707,35758,49269,21225,32330,33455,47298,25800,60557,51389,45643,33937,31810,19820
2020-02-26,13539,11223,2294,18806,6585,13126,24343,12101,29910,6913,7753,6363,28057,43389,38712,29266,39719,14080,7167,2603,2394,13175,1794,36968,33024,3527,10895,20660,8636,22255,24275,42458,40092,51162,28195,36219,50612,21334,32041,33053,47562,26274,61084,50978,46594,33001,31243,19967
2020-02-27,13364,10916,2300,18357,6386,12784,23864,12059,29339,6858,7550,6203,27340,42208,37710,28667,38170,13386,6926,2518,2239,12821,1522,35784,31516,3648,10628,24372,8234,21422,23228,40905,37540,49867,27572,34921,47479,20948,31467,32139,46660,25733,59790,50449,45830,32670,30439,19739
2020-02-28,12857,10870,2217,17790,5989,12305,23443,11539,28281,6387,7015,5844,26762,41154,37318,27275,36972,12791,6399,1778,2207,12365,1449,35749,31704,2996,10303,24043,8149,21185,22406,39441,32965,48017,26089,33386,47316,20837,31002,30946,46389,24580,59650,48873,44243,31985,30017,19073
2020-02-29,8204,6577,1537,11446,3396,7040,17035,7388,17656,4189,4621,3327,16548,22378,22014,10829,16926,4911,3900,2688,1567,5452,867,21421,18711,2340,5632,10716,3613,11561,8916,19898,19221,17335,13933,16865,31539,12803,21251,17287,30867,15543,38460,29402,27454,21776,18502,13022
2020-03-01,5441,4755,1015,8445,2170,4274,10940,4877,11907,2846,3362,2312,10608,14878,14285,6726,10911,3292,1992,2174,684,3558,513,14557,11467,1578,3685,7292,2199,7427,6527,9913,12642,8954,10280,7226,23805,8591,14444,11423,20065,10093,25804,19245,19247,14663,12196,9474
2020-03-02,12728,11083,2225,18468,6231,12739,23212,11726,28902,6646,7455,6126,26934,40794,36386,28548,37328,12999,6653,2268,1279,12808,1437,33625,31288,3486,10176,24972,8035,20948,20711,39190,30914,46958,24981,34577,41732,20312,30504,31278,44446,25156,58798,48819,45511,31321,30586,19573
2020-03-03,12720,10795,2263,17980,6169,12718,23615,11767,28602,6675,7550,6218,26936,41364,38380,28783,37494,13055,6687,2475,1420,12692,1402,34031,31450,3639,10124,24934,8106,20991,20516,38610,29884,46810,24475,33884,42103,20648,30522,30974,46026,24838,58350,48058,44918,32089,30484,19384
2020-03-04,12409,10609,2294,17925,6009,12371,23409,11416,28186,6504,7291,5897,26520,40920,38045,28030,37493,13066,6645,2109,2012,12730,1428,34356,30933,3286,10362,25018,8093,20444,20180,37932,28604,46763,24543,34095,43763,20080,30065,30887,45348,24644,58236,48479,44557,32030,30247,18964
2020-03-05,12701,10540,2255,17602,6476,12444,23559,11542,28659,6513,7424,6011,26598,40846,38118,28549,37682,13390,6665,2275,2083,12823,1384,34727,31418,3389,10246,24871,8063,20682,20612,38023,29088,47402,24536,34141,42668,20429,30424,30916,44857,24589,57648,48377,44423,32310,30575,19137
2020-03-06,13605,11073,2379,18417,6454,12795,25669,12021,29804,6995,7740,6102,27832,42079,39941,28482,38604,13442,6857,2516,2061,13115,1517,37624,33218,3671,10769,26016,8296,21354,21055,38825,28983,47355,24960,34646,44374,21203,32077,31641,46633,25287,60043,49365,45566,34801,30940,19949
2020-03-07,9083,6815,1575,12257,3736,7158,18403,7680,18870,4402,4979,3556,17231,23414,24310,11517,18557,5685,4254,3113,1422,5937,826,23553,20413,2600,5881,11313,3792,11407,8757,20541,16918,17983,14032,17929,30023,13549,22100,17726,30228,16034,38467,29933,28545,23933,19104,13638
2020-03-08,6873,5248,1092,9716,2388,4648,12162,4880,12573,3178,3676,2853,11399,16460,16528,7628,12637,4209,2652,3877,1194,4160,635,17356,13370,2578,4446,7746,2713,8296,6722,10139,12250,9975,11321,8055,23738,9779,15945,12475,20963,10940,27307,20757,20042,16509,13874,10263
2020-03-09,13551,11138,2395,18450,6465,12800,23838,11355,29570,6761,7822,6315,27982,42810,40455,29875,39439,14029,7116,2730,1396,13679,1515,36236,32983,3850,10589,26325,8268,21630,21262,39551,28700,47721,24881,35466,42628,21340,31397,32288,46376,25998,59840,50201,45137,34040,31732,20126
2020-03-10,12495,10091,2090,17200,6114,12047,22563,10732,27685,6099,7066,5853,26187,40553,38128,29125,37874,13436,6460,1713,1391,12940,1411,35241,30957,3090,10290,25776,8142,21056,20850,37736,27174,47396,24204,33770,43985,20572,30132,31357,44902,24544,57494,48377,42911,32165,30520,18745
2020-03-11,13315,10805,2341,18130,6325,12657,24513,11558,29137,6693,7673,6187,27796,42350,40226,29526,39459,13931,6998,2747,2107,13338,1517,36837,32922,3823,10724,26321,8274,21440,21360,39283,28111,48468,25152,35144,47186,21203,31337,31915,46619,25285,59203,49720,45150,33536,31349,19669
2020-03-12,13124,10740,2363,17823,6417,12707,23990,11423,28701,6521,7546,6213,27383,41498,39207,28980,38744,13797,6786,2709,2007,13239,1526,36272,31712,3703,10442,23518,8177,21114,21094,38321,27598,47593,24341,34476,45523,20905,30740,31428,45510,25137,58509,48965,44508,32940,30912,19615
2020-03-13,13734,11143,2348,18221,6373,12552,25325,11550,29418,6727,7568,6023,28261,42540,41689,29090,39166,13562,6707,2523,1970,13367,1500,38686,32939,3634,10751,24212,8255,21496,19930,37600,27530,47681,24595,33992,46578,21170,32321,31520,47127,24938,60863,49980,46048,34727,29510,19822
2020-03-14,10056,7136,1632,12367,3869,7120,18855,7504,19306,4679,5336,3916,18056,25000,26496,12190,20144,6391,4639,3704,1484,6275,849,25986,21113,2743,6275,11764,4055,11929,9440,20807,16794,18352,13815,17987,33018,14215,22590,18854,31570,16244,39485,30957,29109,24373,19628,13989
2020-03-15,6633,5398,1147,10011,2541,4410,12490,5059,12966,3344,3672,2637,11548,16664,17169,7656,13044,4123,2629,2803,1157,4179,594,18250,12923,1997,4243,8119,2629,8310,7087,10137,11024,9736,10898,7861,24557,9574,15916,12462,21216,11037,27152,20156,19846,16185,13526,10511
2020-03-16,13104,11354,2416,18153,6515,12779,24024,11677,29268,6731,7563,6275,27344,42515,40098,29598,39303,14063,6916,2466,1340,13248,1458,36059,32517,3755,10717,25550,8036,21099,20892,34269,27749,47493,24754,35472,43286,20732,31121,31892,45722,25092,59231,49579,44020,33392,31255,19566
2020-03-17,13259,11047,2357,18015,6379,12711,23646,11442,29115,6706,7676,6124,27491,42733,40294,29272,39352,14073,6830,2284,1451,13197,1470,36379,31975,3700,10511,25402,8011,21438,20778,38783,27657,47385,24531,34493,45173,20962,31085,31800,45791,24959,58961,49019,43782,33450,30800,19499
2020-03-18,14209,11338,2522,18176,6652,13083,25056,12061,30161,7114,8086,6384,28566,43863,41659,30044,40715,14175,7123,3288,2089,13550,1494,37913,33171,4320,10982,25832,8338,21879,21013,40001,28088,48463,24848,35592,48347,21621,31969,32524,47484,25736,60469,50503,46202,34798,31882,20517
2020-03-19,12590,10911,2240,17435,6235,12326,22857,11270,28405,6172,7184,5881,26414,41530,39015,28846,38197,13691,6734,1836,2000,13011,1422,36187,30668,3363,10025,25572,8016,20721,20344,37222,26870,47279,23734,33544,44856,20597,30232,31357,44751,24252,57621,48863,43409,32614,30019,18591
2020-03-20,14727,11964,2546,19140,7030,13206,27005,12528,31436,7308,8070,6397,29517,44924,44560,30271,41158,14721,7258,3173,2079,14232,1569,40906,34777,4131,11110,27921,8644,22142,21687,40088,28737,48451,25365,36106,48907,22478,34059,33603,49682,26485,62598,51591,47998,37578,32639,20845
2020-03-21,10797,7742,1721,13055,3927,7708,20014,8271,20572,4903,5664,4138,18843,26433,27666,12830,20861,7095,4980,4722,1468,6573,988,27587,21729,3234,6987,11940,4050,12277,10012,21594,16638,18963,14217,18956,35219,14552,23883,19369,33014,17002,41450,31854,30764,25773,20638,14880
2020-03-22,7730,5969,1288,11191,2582,5060,13600,5818,14175,3687,4242,2990,12329,18510,18720,8234,14274,5267,3075,4723,820,4505,711,19287,14258,3103,4985,8123,2676,8480,7180,10240,11993,10482,11418,8794,26818,10297,16849,13234,22456,11308,28705,21468,20993,17080,14647,11447
2020-03-23,13694,11560,2493,18761,6790,13262,24887,12177,30002,7122,7998,6421,28274,43624,40693,30428,39963,14089,7185,3212,1442,13557,1498,36738,33004,4229,10771,25980,8157,21122,20617,39568,28606,47440,24820,35598,44146,21162,31299,33049,47423,25952,59982,50416,45287,34491,31683,20152
2020-03-24,13903,11241,2538,18204,6649,13192,24412,11957,30028,6999,8054,6455,28333,43420,40862,30120,40317,14172,7032,3536,1424,13598,1520,37645,32978,4274,10742,25706,8290,21558,20923,40063,28413,48163,24896,35950,47626,21504,31615,32874,47180,25857,59914,50858,45477,34564,31684,20136
2020-03-25,14147,11461,2391,18370,6879,13398,25448,12358,30410,7237,8253,6681,29274,44052,42351,30109,41089,14387,7175,3699,2147,13919,1528,38272,33935,4359,11042,26363,8260,21625,21295,40062,28738,48939,25315,36568,49106,21533,32355,33399,48334,26197,61361,51353,46554,35717,32418,20695
2020-03-26,13311,10935,2444,17839,6492,12783,23946,11951,29455,6885,7877,6399,27694,43083,40692,29948,39996,14248,7133,2762,1996,13476,1469,37519,32295,3937,10728,26154,8182,21467,20899,39613,27741,48420,24842,35487,46965,21124,32033,32901,46866,25554,59256,50142,45556,34555,31859,20030
2020-03-27,14391,11761,2582,18779,6817,13304,26250,12554,30511,7065,8119,6390,29317,45061,44017,30397,41230,14321,7199,3184,2112,14036,1552,40757,35046,4342,11349,27676,8526,22146,21934,40054,28922,48566,25574,36562,48804,21870,33698,33417,48963,25989,62425,51334,46950,36878,32329,20491
2020-03-28,10822,7695,1778,13079,3998,7657,19067,8214,20453,5062,5882,4342,18734,26699,28692,12904,21174,7276,4951,5339,1384,6663,898,27346,22311,3492,7092,12164,4025,12644,9654,22921,17535,19506,14445,20055,35337,14809,24330,20017,33681,16851,41590,32561,31166,25837,21020,15114
2020-03-29,8114,5907,1322,10966,2679,5057,13213,5466,14031,3593,4425,3108,12633,18496,18788,8097,14448,5053,3109,5610,1138,4674,666,19271,14520,3268,4916,8406,2902,8529,7189,10473,11800,10934,11501,9129,25895,10195,17101,13527,22619,11420,29111,21925,21586,17292,14874,11233
2020-03-30,13840,11595,2516,18699,6864,13102,24468,12063,29994,6980,8155,6635,28501,44177,41135,30354,40570,14613,7322,3825,1476,13844,1529,36930,33675,4478,11176,26750,8173,21355,21313,40532,28339,47985,25119,36747,44524,21484,31839,33238,47770,25980,60643,51140,45306,34611,32188,20583
