date,신내,봉화산,화랑대,태릉입구,석계,돌곶이,상월곡,월곡,고려대,안암,보문,창신,동묘앞,신당,약수,버티고개,한강진,이태원,녹사평,삼각지,효창공원앞,대흥,광흥창,상수,합정,망원,마포구청,월드컵경기장,디지털미디어시티,증산,새절,응암,역촌,불광,독바위,연신내,구산,응암
2020-05-02,1,8979,9979,6731,14821,9707,6115,12291,8016,9744,8105,3138,13578,8047,4028,2438,12878,28498,9505,6386,6817,8127,7463,13766,18312,21827,13443,8333,11024,12241,14359,20270,4473,6663,3618,1,7579,20270
2020-05-03,1,7147,7883,5415,11809,9248,5181,9875,6223,8005,6516,2596,11050,5933,2872,1764,9717,20047,7433,4287,5453,6202,6823,9896,14606,16966,11029,7767,8849,10004,11602,16732,3705,5532,3342,1,5820,16732
2020-05-04,1,15162,16699,9754,22132,15654,9954,19096,12660,17248,11823,5077,15430,13802,6328,3639,12957,23458,9467,8858,11379,13209,14357,15222,22331,25980,21731,9072,21835,17393,21461,29919,6893,8610,4830,1,11307,29919
2020-05-05,1,7892,9207,6148,13120,9089,5923,11158,6958,8760,7217,2888,12194,9332,3207,2073,11379,19081,7777,4664,6018,6901,6477,11173,15919,18697,12385,8169,10001,10979,13018,18294,4055,5923,3266,1,6728,18294
2020-05-06,1,17683,20083,10890,24875,18297,11498,22200,14744,19009,13574,6171,15447,15254,7123,4284,15279,19365,9315,10325,13266,15608,17608,15990,24830,28329,25890,9726,28187,19650,24647,34077,8110,9137,5717,1,12784,34077
2020-05-07,1,17664,20253,11285,25158,17687,11579,22630,14522,19738,13837,6184,15576,15081,7110,4281,15435,18598,9182,10434,13331,15862,17447,16277,25164,28584,26204,9629,28243,19971,24844,34144,7973,9117,5632,1,12688,34144
2020-05-08,1,18015,20431,11326,26160,18401,11720,23147,15468,20703,14242,6221,16087,15289,7376,4522,15459,17158,8845,10638,13386,16246,18084,17641,26310,30239,27420,9921,28713,20508,25631,35353,8370,9350,5729,1,13223,35353
2020-05-09,1,9001,9619,6584,14977,9666,6174,12434,8457,11033,8030,3283,10017,8902,3860,2310,9431,10805,5467,5437,6566,8463,8311,13795,17682,19919,13702,5986,11158,12437,14617,20435,4806,6295,3264,1,7858,20435
2020-05-10,1,7101,8432,5604,11898,9545,5400,9692,6669,9187,6766,2788,10307,6581,2768,1941,6166,8215,4259,4177,5639,6164,7022,9983,14329,17438,11751,6026,9311,10147,12190,16607,3863,5923,3186,1,6036,16607
2020-05-11,1,17399,20109,10878,24741,17124,11365,22244,14928,20573,13398,6039,14907,14828,7038,4128,12022,12747,7064,8975,12743,15360,17303,14535,22993,26672,25805,9487,27862,19567,24414,34030,7903,8654,5392,1,12581,34030
2020-05-12,1,17244,19813,10892,24361,16513,11224,21671,14407,20190,13325,5951,14876,15326,6811,4167,13377,11990,7078,9109,12871,15382,16901,14965,23563,27448,25715,8920,27745,19421,24172,33743,8470,8644,5406,1,12408,33743
2020-05-13,1,17471,20103,10875,24746,16885,11298,21847,15065,20354,13474,6143,15085,15161,6935,4142,13093,11158,7195,9555,13068,15516,17303,15084,23550,28293,25909,9602,27828,19636,24441,33923,8423,8997,5377,1,12183,33923
2020-05-14,1,17212,19691,11007,24441,16576,11352,21927,14924,20051,13511,6035,14911,14956,6911,4187,12825,10885,7069,9383,12578,15197,16728,14764,23097,27402,25493,9182,27339,19282,24290,33405,7895,8456,5524,1,12258,33405
2020-05-15,1,16718,19402,10569,24140,16388,11076,21594,14916,20943,13184,5904,13854,15033,6935,3907,12544,11166,6884,9538,12450,15134,16830,15300,23256,27805,25320,7619,26147,18809,24009,32551,7819,8230,5188,1,12134,32551
2020-05-16,1,9598,11611,7614,15847,10309,6924,13569,9118,12324,9081,3356,12664,9582,4307,2521,8418,8110,4799,5609,7461,8502,8703,11052,17235,21790,14967,8004,12659,13203,15910,21747,4970,6685,3672,1,8213,21747
2020-05-17,1,7202,8059,5977,11943,9650,5720,10377,6805,9245,6880,2761,10996,6934,2876,1924,6063,6924,3619,4031,5654,6159,7058,8346,13432,16988,11619,8048,9434,10242,11884,16819,3746,5487,3480,1,5765,16819
2020-05-18,1,16873,19407,10588,24114,16309,11373,21711,14611,19224,13237,5982,14503,14690,6911,4088,11360,11376,6762,8956,12461,15204,17145,13489,21209,25375,25254,7859,26907,18748,23749,32706,7995,8253,5248,1,12258,32706
2020-05-19,1,16655,19488,10796,23941,16022,11262,21239,14031,20271,13302,5982,14220,14838,6960,4097,12550,11600,6834,9495,12505,15074,16685,14408,22533,26641,25237,8403,27268,19068,23798,32604,7706,8234,5248,1,11852,32604
2020-05-20,1,17623,20351,11704,25143,17884,11965,22517,15692,20183,13784,6336,15637,16013,7064,4232,13229,12111,7681,10291,13156,15810,17661,15232,23984,28665,26413,9670,28409,19826,25271,34447,8217,9138,5684,1,12570,34447
2020-05-21,1,17373,20259,11875,25322,17380,11781,22643,15208,20779,13894,6202,15561,15401,7148,4270,13388,12829,7747,10090,13234,15973,17682,15009,23948,28752,26127,10109,28156,19917,24884,34300,8054,8991,5650,1,12494,34300
2020-05-22,1,17533,20224,11861,25786,17378,11859,23132,15562,21848,14126,6082,15517,15874,7449,4452,13919,13930,7883,10406,12792,15926,17747,16601,25647,30238,26539,9829,28344,20182,25216,34491,8115,8927,5575,1,12743,34491
2020-05-23,1,10587,13061,9512,17265,11455,7351,14446,10081,13144,9498,3634,14295,10407,4811,2745,9336,10436,5495,6797,8363,9863,9215,13305,20456,25404,16471,10453,14082,14399,16978,24010,5449,7552,4400,1,8720,24010
2020-05-24,1,6805,8508,6332,11571,9554,5458,9600,6665,9529,6838,2685,9797,6939,2842,1888,6176,9020,3903,3962,5486,6230,6619,8873,13311,16755,11179,5753,8907,9859,11135,15746,3773,5389,3050,1,5338,15746
2020-05-25,1,17255,20558,11683,24996,17440,11762,22633,15269,20295,13564,6274,15441,15310,7236,4254,12311,13483,7243,9573,12978,15971,17310,14361,23231,27365,25790,9673,28234,19912,24849,34491,8022,8807,5580,1,12660,34491
2020-05-26,1,17583,20667,11552,25338,17382,11633,22703,15250,20796,13859,6401,15384,15750,7307,4294,13929,13519,7596,10300,13365,16427,17320,15376,24200,27689,26538,9220,28317,20107,25204,34441,7977,8807,5590,1,12665,34441
2020-05-27,1,17679,20948,12008,25744,18176,11882,22943,15724,20983,13942,6499,15666,16288,7203,4354,14072,13669,7995,10498,13444,16427,17980,15490,24495,29224,26773,10221,28583,20020,25235,34930,8096,9550,5719,1,13110,34930
2020-05-28,1,17255,20556,11585,25119,17677,11844,22612,15303,20996,13857,6349,15318,15987,7222,4370,14137,13847,7936,10475,13455,16094,17321,15410,23706,28377,26274,9873,28351,19822,24911,33966,7934,8810,5595,1,12803,33966
2020-05-29,1,17423,20676,11857,25825,17652,11868,22954,15575,21829,14116,6146,15884,16164,7165,4394,14639,14407,8373,10745,13226,16477,17449,16791,25463,29910,26441,9988,28030,19827,25102,34653,8143,9045,5688,1,12892,34653
2020-05-30,1,10147,11675,8555,17688,11017,7081,13921,9714,12880,9570,3672,13789,9535,4615,2652,10365,10777,5824,6704,7891,9056,8732,12877,19779,24062,15752,9068,13026,14093,16819,22487,5319,7326,4006,1,8439,22487
2020-05-31,1,6953,8093,6389,12432,10173,5574,10303,6688,9553,6935,2768,10431,6605,2879,1964,7787,8316,4455,4461,5363,6250,7377,9056,14139,16893,11510,7449,9140,10101,11853,16217,3685,5610,3354,1,5561,16217
