date,line,station,geton,getoff,update,sum
20200101,1,종각,20427,16301,20200104,36728
20200101,1,시청,12126,10516,20200104,22642
20200101,1,서울역,36470,29895,20200104,66365
20200101,1,동묘앞,7580,7998,20200104,15578
20200101,1,청량리,13878,13997,20200104,27875
20200101,1,제기동,9791,9852,20200104,19643
20200101,1,신설동,6820,6589,20200104,13409
20200101,1,동대문,8822,9558,20200104,18380
20200101,1,종로5가,12672,11939,20200104,24611
20200101,1,종로3가,17061,15108,20200104,32169
20200102,1,서울역,59502,53548,20200105,113050
20200102,1,시청,27953,28347,20200105,56300
20200102,1,종각,48855,47433,20200105,96288
20200102,1,종로3가,35903,34261,20200105,70164
20200102,1,종로5가,28447,28619,20200105,57066
20200102,1,동대문,12057,13486,20200105,25543
20200102,1,신설동,16140,15858,20200105,31998
20200102,1,제기동,20556,21151,20200105,41707
20200102,1,청량리,24593,24717,20200105,49310
20200102,1,동묘앞,8797,9305,20200105,18102
20200103,1,서울역,66013,60775,20200106,126788
20200103,1,시청,30288,30898,20200106,61186
20200103,1,종각,53006,52135,20200106,105141
20200103,1,종로3가,39369,37568,20200106,76937
20200103,1,종로5가,30778,30873,20200106,61651
20200103,1,동대문,13288,14731,20200106,28019
20200103,1,신설동,17199,16573,20200106,33772
20200103,1,제기동,21868,22412,20200106,44280
20200103,1,청량리,26167,26603,20200106,52770
20200103,1,동묘앞,9841,10175,20200106,20016
20200104,1,서울역,48376,46823,20200107,95199
20200104,1,시청,22370,23449,20200107,45819
20200104,1,종각,35345,33183,20200107,68528
20200104,1,종로3가,34613,33921,20200107,68534
20200104,1,종로5가,26307,26355,20200107,52662
20200104,1,동대문,13392,15219,20200107,28611
20200104,1,신설동,12452,11889,20200107,24341
20200104,1,제기동,19719,20500,20200107,40219
20200104,1,청량리,24388,24906,20200107,49294
20200104,1,동묘앞,13077,13909,20200107,26986
20200105,1,서울역,38247,34335,20200108,72582
20200105,1,시청,12128,11878,20200108,24006
20200105,1,종각,20424,17508,20200108,37932
20200105,1,종로5가,12773,12485,20200108,25258
20200105,1,동대문,12340,14602,20200108,26942
20200105,1,신설동,9598,9353,20200108,18951
20200105,1,제기동,13623,14098,20200108,27721
20200105,1,청량리,18178,18398,20200108,36576
20200105,1,동묘앞,13871,14382,20200108,28253
20200105,1,종로3가,21119,19316,20200108,40435
20200106,1,서울역,58509,54106,20200109,112615
20200106,1,시청,27431,27926,20200109,55357
20200106,1,종각,49955,47854,20200109,97809
20200106,1,종로3가,35447,34264,20200109,69711
20200106,1,종로5가,28342,27852,20200109,56194
20200106,1,동대문,13409,14525,20200109,27934
20200106,1,신설동,16605,16430,20200109,33035
20200106,1,제기동,20697,20949,20200109,41646
20200106,1,청량리,23856,24206,20200109,48062
20200106,1,동묘앞,7107,7716,20200109,14823
20200107,1,서울역,56932,52709,20200110,109641
20200107,1,시청,28129,28050,20200110,56179
20200107,1,종각,49608,47621,20200110,97229
20200107,1,종로3가,32831,31628,20200110,64459
20200107,1,종로5가,28447,27705,20200110,56152
20200107,1,동대문,12450,12843,20200110,25293
20200107,1,신설동,15945,15650,20200110,31595
20200107,1,제기동,17678,17677,20200110,35355
20200107,1,청량리,21460,21728,20200110,43188
20200107,1,동묘앞,6090,6291,20200110,12381
20200108,1,서울역,58754,53792,20200111,112546
20200108,1,시청,27996,28663,20200111,56659
20200108,1,종각,49926,48608,20200111,98534
20200108,1,종로3가,37405,35497,20200111,72902
20200108,1,종로5가,29338,29116,20200111,58454
20200108,1,동대문,13898,14616,20200111,28514
20200108,1,신설동,16920,16576,20200111,33496
20200108,1,제기동,21352,21776,20200111,43128
20200108,1,청량리,24999,25517,20200111,50516
20200108,1,동묘앞,8080,8321,20200111,16401
20200109,1,서울역,60442,56118,20200112,116560
20200109,1,시청,29495,30356,20200112,59851
20200109,1,종각,52172,50502,20200112,102674
20200109,1,종로3가,38204,36550,20200112,74754
20200109,1,종로5가,30457,30412,20200112,60869
20200109,1,동대문,14278,15133,20200112,29411
20200109,1,신설동,17253,16807,20200112,34060
20200109,1,제기동,23311,23946,20200112,47257
20200109,1,청량리,26227,26293,20200112,52520
20200109,1,동묘앞,9238,9535,20200112,18773
20200110,1,시청,30140,30776,20200113,60916
20200110,1,종각,53635,53341,20200113,106976
20200110,1,종로3가,39544,38798,20200113,78342
20200110,1,종로5가,31091,31475,20200113,62566
20200110,1,동대문,14807,15757,20200113,30564
20200110,1,신설동,17908,17295,20200113,35203
20200110,1,제기동,23450,23977,20200113,47427
20200110,1,청량리,27291,27721,20200113,55012
20200110,1,동묘앞,9564,10021,20200113,19585
20200110,1,서울역,69054,62678,20200113,131732
20200111,1,서울역,54012,52192,20200114,106204
20200111,1,시청,25804,26923,20200114,52727
20200111,1,종각,41463,38990,20200114,80453
20200111,1,종로3가,38158,37276,20200114,75434
20200111,1,종로5가,28902,29001,20200114,57903
20200111,1,동대문,15147,16499,20200114,31646
20200111,1,신설동,12925,12255,20200114,25180
20200111,1,제기동,21594,22831,20200114,44425
20200111,1,청량리,26093,27141,20200114,53234
20200111,1,동묘앞,13608,14238,20200114,27846
20200112,1,서울역,38946,35440,20200115,74386
20200112,1,시청,13014,12314,20200115,25328
20200112,1,종각,21757,18592,20200115,40349
20200112,1,종로3가,22212,20294,20200115,42506
20200112,1,종로5가,14817,14417,20200115,29234
20200112,1,동대문,12999,15254,20200115,28253
20200112,1,신설동,9769,9501,20200115,19270
20200112,1,제기동,14840,15493,20200115,30333
20200112,1,청량리,19632,19825,20200115,39457
20200112,1,동묘앞,14051,14145,20200115,28196
20200113,1,서울역,59613,55643,20200116,115256
20200113,1,시청,28368,28837,20200116,57205
20200113,1,종각,49906,48307,20200116,98213
20200113,1,종로3가,36794,35017,20200116,71811
20200113,1,종로5가,29045,29040,20200116,58085
20200113,1,동대문,13851,14657,20200116,28508
20200113,1,신설동,16980,16566,20200116,33546
20200113,1,제기동,23018,23928,20200116,46946
20200113,1,청량리,25868,26216,20200116,52084
20200113,1,동묘앞,8692,9021,20200116,17713
20200114,1,동묘앞,9024,9353,20200117,18377
20200114,1,청량리,26113,26331,20200117,52444
20200114,1,제기동,23532,24464,20200117,47996
20200114,1,신설동,17122,16861,20200117,33983
20200114,1,동대문,14171,15080,20200117,29251
20200114,1,종로5가,30118,29802,20200117,59920
20200114,1,종로3가,37302,35523,20200117,72825
20200114,1,종각,50716,48868,20200117,99584
20200114,1,시청,29889,30536,20200117,60425
20200114,1,서울역,59632,55374,20200117,115006
20200115,1,시청,30341,31020,20200118,61361
20200115,1,종각,51872,49782,20200118,101654
20200115,1,종로3가,37833,35616,20200118,73449
20200115,1,종로5가,30355,30291,20200118,60646
20200115,1,동대문,14137,14908,20200118,29045
20200115,1,신설동,17636,17247,20200118,34883
20200115,1,제기동,23786,24715,20200118,48501
20200115,1,청량리,26313,26934,20200118,53247
20200115,1,동묘앞,8973,9360,20200118,18333
20200115,1,서울역,59961,55706,20200118,115667
20200116,1,동묘앞,9265,9418,20200119,18683
20200116,1,청량리,27234,27667,20200119,54901
20200116,1,제기동,24914,25742,20200119,50656
20200116,1,신설동,17365,17021,20200119,34386
20200116,1,동대문,13817,14750,20200119,28567
20200116,1,종로5가,30579,30412,20200119,60991
20200116,1,종로3가,38135,36283,20200119,74418
20200116,1,종각,51784,49954,20200119,101738
20200116,1,시청,29450,30459,20200119,59909
20200116,1,서울역,61843,56697,20200119,118540
20200117,1,서울역,69208,62321,20200120,131529
20200117,1,시청,29843,30839,20200120,60682
20200117,1,종각,54143,52979,20200120,107122
20200117,1,종로3가,40148,38933,20200120,79081
20200117,1,종로5가,31073,31155,20200120,62228
20200117,1,동대문,15115,16040,20200120,31155
20200117,1,신설동,18173,17718,20200120,35891
20200117,1,제기동,25092,26107,20200120,51199
20200117,1,청량리,28040,28611,20200120,56651
20200117,1,동묘앞,9547,10002,20200120,19549
20200118,1,시청,22674,24104,20200121,46778
20200118,1,서울역,51651,48048,20200121,99699
20200118,1,종로3가,37082,36219,20200121,73301
20200118,1,제기동,23474,25076,20200121,48550
20200118,1,청량리,27218,28031,20200121,55249
20200118,1,동묘앞,13602,14622,20200121,28224
20200118,1,종로5가,29273,29285,20200121,58558
20200118,1,동대문,15434,16390,20200121,31824
20200118,1,신설동,13140,12459,20200121,25599
20200118,1,종각,38426,36961,20200121,75387
20200119,1,서울역,38294,36289,20200122,74583
20200119,1,시청,11948,11622,20200122,23570
20200119,1,종각,19870,17466,20200122,37336
20200119,1,종로3가,20992,18846,20200122,39838
20200119,1,종로5가,14808,14512,20200122,29320
20200119,1,동대문,11555,13839,20200122,25394
20200119,1,신설동,9709,9377,20200122,19086
20200119,1,제기동,15518,16217,20200122,31735
20200119,1,청량리,19192,19430,20200122,38622
20200119,1,동묘앞,11881,12225,20200122,24106
20200120,1,동묘앞,9643,10003,20200123,19646
20200120,1,청량리,28511,28718,20200123,57229
20200120,1,제기동,26028,27528,20200123,53556
20200120,1,신설동,17551,17009,20200123,34560
20200120,1,동대문,14205,14998,20200123,29203
20200120,1,종로3가,37088,35184,20200123,72272
20200120,1,서울역,59190,57147,20200123,116337
20200120,1,종로5가,29781,29723,20200123,59504
20200120,1,시청,29222,29948,20200123,59170
20200120,1,종각,50459,48925,20200123,99384
20200121,1,서울역,58638,57038,20200124,115676
20200121,1,시청,30292,30877,20200124,61169
20200121,1,종각,50284,48660,20200124,98944
20200121,1,종로3가,37018,34317,20200124,71335
20200121,1,종로5가,29819,29677,20200124,59496
20200121,1,동대문,14093,15018,20200124,29111
20200121,1,신설동,17589,17137,20200124,34726
20200121,1,제기동,25466,26993,20200124,52459
20200121,1,청량리,28602,29145,20200124,57747
20200121,1,동묘앞,9487,10018,20200124,19505
20200122,1,서울역,56692,59402,20200125,116094
20200122,1,시청,28988,29425,20200125,58413
20200122,1,종각,49781,47764,20200125,97545
20200122,1,종로3가,36456,34103,20200125,70559
20200122,1,종로5가,29414,29519,20200125,58933
20200122,1,동대문,14193,14686,20200125,28879
20200122,1,신설동,17773,17195,20200125,34968
20200122,1,제기동,25125,26174,20200125,51299
20200122,1,청량리,28768,29097,20200125,57865
20200122,1,동묘앞,9475,9925,20200125,19400
20200123,1,서울역,55247,62901,20200126,118148
20200123,1,시청,25281,25228,20200126,50509
20200123,1,종각,43189,41813,20200126,85002
20200123,1,종로3가,34280,32722,20200126,67002
20200123,1,종로5가,28648,28369,20200126,57017
20200123,1,동대문,13354,13267,20200126,26621
20200123,1,신설동,16412,15043,20200126,31455
20200123,1,제기동,22580,23488,20200126,46068
20200123,1,청량리,28187,28919,20200126,57106
20200123,1,동묘앞,9669,10055,20200126,19724
20200124,1,동묘앞,8834,9023,20200127,17857
20200124,1,청량리,15928,16992,20200127,32920
20200124,1,제기동,10845,10938,20200127,21783
20200124,1,신설동,7092,5539,20200127,12631
20200124,1,동대문,10558,12783,20200127,23341
20200124,1,종로5가,11506,11171,20200127,22677
20200124,1,종로3가,14965,13948,20200127,28913
20200124,1,종각,13023,11963,20200127,24986
20200124,1,시청,8255,7863,20200127,16118
20200124,1,서울역,32248,39786,20200127,72034
20200125,1,서울역,35849,34423,20200128,70272
20200125,1,시청,10644,10954,20200128,21598
20200125,1,종각,14456,12697,20200128,27153
20200125,1,종로3가,12256,11879,20200128,24135
20200125,1,종로5가,6833,6645,20200128,13478
20200125,1,동대문,12447,14923,20200128,27370
20200125,1,신설동,5721,5365,20200128,11086
20200125,1,제기동,5654,5548,20200128,11202
20200125,1,청량리,11870,12012,20200128,23882
20200125,1,동묘앞,5905,6505,20200128,12410
20200126,1,종각,17929,16042,20200129,33971
20200126,1,종로3가,18802,17174,20200129,35976
20200126,1,종로5가,10166,10070,20200129,20236
20200126,1,동대문,14340,14521,20200129,28861
20200126,1,신설동,7058,7121,20200129,14179
20200126,1,제기동,7967,8300,20200129,16267
20200126,1,청량리,14219,14301,20200129,28520
20200126,1,동묘앞,10612,11478,20200129,22090
20200126,1,서울역,40076,28841,20200129,68917
20200126,1,시청,10949,10753,20200129,21702
20200127,1,시청,9937,9034,20200130,18971
20200127,1,종각,17928,15687,20200130,33615
20200127,1,종로3가,19884,18898,20200130,38782
20200127,1,종로5가,11658,11590,20200130,23248
20200127,1,동대문,8972,9545,20200130,18517
20200127,1,신설동,6855,7338,20200130,14193
20200127,1,제기동,10692,11135,20200130,21827
20200127,1,청량리,14681,14934,20200130,29615
20200127,1,동묘앞,7867,8487,20200130,16354
20200127,1,서울역,41239,31184,20200130,72423
20200128,1,시청,25219,25612,20200131,50831
20200128,1,종각,42924,42121,20200131,85045
20200128,1,종로3가,32153,30514,20200131,62667
20200128,1,종로5가,25332,25474,20200131,50806
20200128,1,동대문,10994,12288,20200131,23282
20200128,1,신설동,15044,15002,20200131,30046
20200128,1,제기동,17874,18278,20200131,36152
20200128,1,청량리,21816,21695,20200131,43511
20200128,1,동묘앞,8537,8969,20200131,17506
20200128,1,서울역,55784,46389,20200131,102173
20200129,1,시청,27966,28269,20200201,56235
20200129,1,종각,46825,45634,20200201,92459
20200129,1,종로3가,33412,31775,20200201,65187
20200129,1,종로5가,27703,27608,20200201,55311
20200129,1,동대문,13132,13691,20200201,26823
20200129,1,신설동,16299,15985,20200201,32284
20200129,1,제기동,18541,18830,20200201,37371
20200129,1,청량리,22482,22852,20200201,45334
20200129,1,동묘앞,8708,9273,20200201,17981
20200129,1,서울역,56226,50057,20200201,106283
20200130,1,동묘앞,8752,9278,20200202,18030
20200130,1,청량리,22802,23015,20200202,45817
20200130,1,제기동,19193,19619,20200202,38812
20200130,1,신설동,16550,16213,20200202,32763
20200130,1,동대문,12990,13435,20200202,26425
20200130,1,종로5가,27302,27269,20200202,54571
20200130,1,종로3가,33718,31632,20200202,65350
20200130,1,종각,46979,45632,20200202,92611
20200130,1,시청,27164,27820,20200202,54984
20200130,1,서울역,55339,50836,20200202,106175
20200131,1,서울역,58277,54060,20200203,112337
20200131,1,시청,27160,27510,20200203,54670
20200131,1,종각,47725,47091,20200203,94816
20200131,1,종로3가,33192,31611,20200203,64803
20200131,1,종로5가,26700,26910,20200203,53610
20200131,1,동대문,13235,13429,20200203,26664
20200131,1,신설동,16736,16598,20200203,33334
20200131,1,제기동,18648,18745,20200203,37393
20200131,1,청량리,22820,23182,20200203,46002
20200131,1,동묘앞,8721,9025,20200203,17746
20200201,1,시청,13966,14315,20200204,28281
20200201,1,종각,24014,23628,20200204,47642
20200201,1,종로3가,25613,24969,20200204,50582
20200201,1,종로5가,19922,19765,20200204,39687
20200201,1,동대문,11346,11210,20200204,22556
20200201,1,신설동,10517,10085,20200204,20602
20200201,1,제기동,14752,14975,20200204,29727
20200201,1,청량리,18700,19210,20200204,37910
20200201,1,동묘앞,10003,10716,20200204,20719
20200201,1,서울역,34375,33070,20200204,67445
20200202,1,서울역,27746,25860,20200205,53606
20200202,1,시청,9085,8150,20200205,17235
20200202,1,종각,14933,13299,20200205,28232
20200202,1,종로3가,14895,13381,20200205,28276
20200202,1,종로5가,9349,9429,20200205,18778
20200202,1,동대문,8774,10184,20200205,18958
20200202,1,신설동,7845,7587,20200205,15432
20200202,1,제기동,9257,9457,20200205,18714
20200202,1,청량리,13367,13360,20200205,26727
20200202,1,동묘앞,9633,9780,20200205,19413
20200203,1,서울역,48307,46039,20200206,94346
20200203,1,시청,25019,25472,20200206,50491
20200203,1,종각,43754,42847,20200206,86601
20200203,1,종로3가,29601,28159,20200206,57760
20200203,1,종로5가,24251,24394,20200206,48645
20200203,1,동대문,11981,12001,20200206,23982
20200203,1,신설동,15527,15344,20200206,30871
20200203,1,제기동,17710,18167,20200206,35877
20200203,1,청량리,21459,21065,20200206,42524
20200203,1,동묘앞,7572,7863,20200206,15435
20200204,1,서울역,48476,45855,20200207,94331
20200204,1,시청,26051,26010,20200207,52061
20200204,1,종각,45340,43607,20200207,88947
20200204,1,종로3가,29523,28059,20200207,57582
20200204,1,종로5가,24859,24243,20200207,49102
20200204,1,동대문,11866,12054,20200207,23920
20200204,1,신설동,15629,15484,20200207,31113
20200204,1,제기동,17424,17861,20200207,35285
20200204,1,청량리,21179,21383,20200207,42562
20200204,1,동묘앞,7680,8062,20200207,15742
20200205,1,서울역,46922,44674,20200208,91596
20200205,1,시청,25340,25517,20200208,50857
20200205,1,종각,44730,43016,20200208,87746
20200205,1,종로3가,28444,26886,20200208,55330
20200205,1,종로5가,22864,22545,20200208,45409
20200205,1,동대문,11320,11372,20200208,22692
20200205,1,신설동,15472,15080,20200208,30552
20200205,1,제기동,15467,15527,20200208,30994
20200205,1,청량리,19423,19408,20200208,38831
20200205,1,동묘앞,6729,7089,20200208,13818
20200206,1,서울역,47433,44662,20200209,92095
20200206,1,시청,25157,25360,20200209,50517
20200206,1,종각,43934,42848,20200209,86782
20200206,1,종로3가,28680,26964,20200209,55644
20200206,1,종로5가,23317,23327,20200209,46644
20200206,1,동대문,11213,11191,20200209,22404
20200206,1,신설동,15191,14692,20200209,29883
20200206,1,제기동,16066,16089,20200209,32155
20200206,1,청량리,19729,19822,20200209,39551
20200206,1,동묘앞,6987,7295,20200209,14282
20200207,1,서울역,53092,49805,20200210,102897
20200207,1,시청,25082,25495,20200210,50577
20200207,1,종각,44763,44435,20200210,89198
20200207,1,종로3가,30582,29590,20200210,60172
20200207,1,종로5가,23830,24042,20200210,47872
20200207,1,동대문,11932,11959,20200210,23891
20200207,1,신설동,16072,15634,20200210,31706
20200207,1,제기동,16903,17115,20200210,34018
20200207,1,청량리,21547,21146,20200210,42693
20200207,1,동묘앞,7882,8277,20200210,16159
20200208,1,시청,12410,12281,20200211,24691
20200208,1,종각,22883,22186,20200211,45069
20200208,1,종로3가,23123,22850,20200211,45973
20200208,1,종로5가,17235,17251,20200211,34486
20200208,1,동대문,10447,10254,20200211,20701
20200208,1,신설동,10083,9531,20200211,19614
20200208,1,제기동,13086,13344,20200211,26430
20200208,1,청량리,17175,17130,20200211,34305
20200208,1,동묘앞,9302,9632,20200211,18934
20200208,1,서울역,31425,32139,20200211,63564
20200209,1,서울역,25067,23190,20200212,48257
20200209,1,시청,7438,7253,20200212,14691
20200209,1,종각,13770,12374,20200212,26144
20200209,1,종로3가,14035,13216,20200212,27251
20200209,1,종로5가,8144,8068,20200212,16212
20200209,1,동대문,8458,9916,20200212,18374
20200209,1,신설동,7867,7645,20200212,15512
20200209,1,제기동,8920,9143,20200212,18063
20200209,1,청량리,12648,12573,20200212,25221
20200209,1,동묘앞,9535,9457,20200212,18992
20200210,1,서울역,48317,46088,20200213,94405
20200210,1,시청,24689,24924,20200213,49613
20200210,1,종각,43699,42901,20200213,86600
20200210,1,종로3가,31777,30038,20200213,61815
20200210,1,종로5가,24525,24814,20200213,49339
20200210,1,동대문,11944,12317,20200213,24261
20200210,1,신설동,15952,15585,20200213,31537
20200210,1,제기동,17889,18265,20200213,36154
20200210,1,청량리,21229,21161,20200213,42390
20200210,1,동묘앞,7928,8457,20200213,16385
20200211,1,서울역,48277,46129,20200214,94406
20200211,1,시청,25706,25969,20200214,51675
20200211,1,종각,44569,43273,20200214,87842
20200211,1,종로3가,32111,30295,20200214,62406
20200211,1,종로5가,25224,25285,20200214,50509
20200211,1,동대문,12293,12765,20200214,25058
20200211,1,신설동,15987,15525,20200214,31512
20200211,1,제기동,18574,18825,20200214,37399
20200211,1,청량리,21715,21855,20200214,43570
20200211,1,동묘앞,8551,9113,20200214,17664
20200212,1,서울역,47850,45385,20200215,93235
20200212,1,시청,25337,25724,20200215,51061
20200212,1,종각,44627,43224,20200215,87851
20200212,1,종로3가,29768,28431,20200215,58199
20200212,1,종로5가,24136,23904,20200215,48040
20200212,1,동대문,11616,11735,20200215,23351
20200212,1,신설동,15580,15115,20200215,30695
20200212,1,제기동,15777,15788,20200215,31565
20200212,1,청량리,19543,19525,20200215,39068
20200212,1,동묘앞,6145,6642,20200215,12787
20200213,1,서울역,50232,47437,20200216,97669
20200213,1,시청,25810,26143,20200216,51953
20200213,1,종각,44999,44090,20200216,89089
20200213,1,종로3가,33141,31031,20200216,64172
20200213,1,종로5가,25748,25916,20200216,51664
20200213,1,동대문,12519,12873,20200216,25392
20200213,1,신설동,15855,15721,20200216,31576
20200213,1,제기동,18834,19274,20200216,38108
20200213,1,청량리,22284,22224,20200216,44508
20200213,1,동묘앞,8152,8570,20200216,16722
20200214,1,서울역,56171,52470,20200217,108641
20200214,1,시청,25988,25448,20200217,51436
20200214,1,종각,46386,45456,20200217,91842
20200214,1,종로3가,35237,33489,20200217,68726
20200214,1,종로5가,26295,26379,20200217,52674
20200214,1,동대문,12954,13199,20200217,26153
20200214,1,신설동,16632,16139,20200217,32771
20200214,1,제기동,19942,19982,20200217,39924
20200214,1,청량리,23546,23776,20200217,47322
20200214,1,동묘앞,9258,9578,20200217,18836
20200215,1,서울역,36339,36476,20200218,72815
20200215,1,시청,15242,15130,20200218,30372
20200215,1,종각,26300,24914,20200218,51214
20200215,1,종로3가,27714,27547,20200218,55261
20200215,1,종로5가,20011,19887,20200218,39898
20200215,1,동대문,11989,12249,20200218,24238
20200215,1,신설동,11230,10637,20200218,21867
20200215,1,제기동,16301,16830,20200218,33131
20200215,1,청량리,20036,20232,20200218,40268
20200215,1,동묘앞,11111,11867,20200218,22978
20200216,1,서울역,29311,25874,20200219,55185
20200216,1,시청,8247,7813,20200219,16060
20200216,1,종각,14493,13353,20200219,27846
20200216,1,종로3가,14797,13843,20200219,28640
20200216,1,종로5가,9278,8943,20200219,18221
20200216,1,동대문,8301,9442,20200219,17743
20200216,1,신설동,7387,7050,20200219,14437
20200216,1,제기동,9106,9212,20200219,18318
20200216,1,청량리,13381,13390,20200219,26771
20200216,1,동묘앞,7086,7270,20200219,14356
20200217,1,서울역,50340,47562,20200220,97902
20200217,1,시청,24569,25173,20200220,49742
20200217,1,종각,44449,43389,20200220,87838
20200217,1,종로3가,29512,28064,20200220,57576
20200217,1,종로5가,23320,23487,20200220,46807
20200217,1,동대문,11447,11891,20200220,23338
20200217,1,신설동,15136,14821,20200220,29957
20200217,1,제기동,16416,16542,20200220,32958
20200217,1,청량리,20042,20128,20200220,40170
20200217,1,동묘앞,6593,6909,20200220,13502
20200218,1,서울역,49301,46801,20200221,96102
20200218,1,시청,25668,26030,20200221,51698
20200218,1,종각,44161,42658,20200221,86819
20200218,1,종로3가,29392,27716,20200221,57108
20200218,1,종로5가,23942,23979,20200221,47921
20200218,1,동대문,11550,12012,20200221,23562
20200218,1,신설동,15097,14857,20200221,29954
20200218,1,제기동,17120,17212,20200221,34332
20200218,1,청량리,20876,21081,20200221,41957
20200218,1,동묘앞,7299,7731,20200221,15030
20200219,1,서울역,49978,47110,20200222,97088
20200219,1,시청,25593,26316,20200222,51909
20200219,1,종각,45284,43442,20200222,88726
20200219,1,종로3가,31323,29278,20200222,60601
20200219,1,종로5가,24509,24657,20200222,49166
20200219,1,동대문,11737,12261,20200222,23998
20200219,1,신설동,15436,15142,20200222,30578
20200219,1,제기동,17882,18090,20200222,35972
20200219,1,청량리,21549,21620,20200222,43169
20200219,1,동묘앞,7604,7985,20200222,15589
20200220,1,서울역,49555,46719,20200223,96274
20200220,1,시청,25186,25901,20200223,51087
20200220,1,종각,43159,42330,20200223,85489
20200220,1,종로3가,30321,28576,20200223,58897
20200220,1,종로5가,24250,24579,20200223,48829
20200220,1,동대문,11536,11951,20200223,23487
20200220,1,신설동,15135,15043,20200223,30178
20200220,1,제기동,17355,17593,20200223,34948
20200220,1,청량리,21272,21308,20200223,42580
20200220,1,동묘앞,7503,7898,20200223,15401
20200221,1,서울역,51060,47574,20200224,98634
20200221,1,시청,24372,24543,20200224,48915
20200221,1,종각,41685,40299,20200224,81984
20200221,1,종로3가,26948,25726,20200224,52674
20200221,1,종로5가,22785,22519,20200224,45304
20200221,1,동대문,11291,11289,20200224,22580
20200221,1,신설동,15104,14418,20200224,29522
20200221,1,제기동,15882,16093,20200224,31975
20200221,1,청량리,22198,21113,20200224,43311
20200221,1,동묘앞,6895,7247,20200224,14142
20200222,1,서울역,25308,23887,20200225,49195
20200222,1,시청,10464,10499,20200225,20963
20200222,1,종각,16464,16077,20200225,32541
20200222,1,종로3가,16577,16260,20200225,32837
20200222,1,종로5가,14262,14243,20200225,28505
20200222,1,동대문,8585,8264,20200225,16849
20200222,1,신설동,8939,8247,20200225,17186
20200222,1,제기동,11273,11464,20200225,22737
20200222,1,청량리,14740,14684,20200225,29424
20200222,1,동묘앞,7038,7414,20200225,14452
20200223,1,서울역,18234,16791,20200226,35025
20200223,1,시청,6495,6447,20200226,12942
20200223,1,종각,9812,8703,20200226,18515
20200223,1,종로3가,9510,8651,20200226,18161
20200223,1,종로5가,6156,6138,20200226,12294
20200223,1,동대문,6005,7242,20200226,13247
20200223,1,신설동,5890,5809,20200226,11699
20200223,1,제기동,6860,7086,20200226,13946
20200223,1,청량리,10324,10101,20200226,20425
20200223,1,동묘앞,7409,7373,20200226,14782
20200224,1,서울역,38888,37484,20200227,76372
20200224,1,시청,21653,21750,20200227,43403
20200224,1,종각,36538,35661,20200227,72199
20200224,1,종로3가,23039,21654,20200227,44693
20200224,1,종로5가,19564,19541,20200227,39105
20200224,1,동대문,9637,9643,20200227,19280
20200224,1,신설동,13384,13114,20200227,26498
20200224,1,제기동,14146,14251,20200227,28397
20200224,1,청량리,17658,17156,20200227,34814
20200224,1,동묘앞,6020,6282,20200227,12302
20200225,1,서울역,35126,33231,20200228,68357
20200225,1,시청,21008,21299,20200228,42307
20200225,1,종각,34529,33901,20200228,68430
20200225,1,종로3가,20639,19482,20200228,40121
20200225,1,종로5가,18323,18467,20200228,36790
20200225,1,동대문,9029,8732,20200228,17761
20200225,1,신설동,12487,12038,20200228,24525
20200225,1,제기동,11836,11705,20200228,23541
20200225,1,청량리,15105,15124,20200228,30229
20200225,1,동묘앞,4559,4918,20200228,9477
20200226,1,서울역,33906,32297,20200229,66203
20200226,1,시청,20508,20773,20200229,41281
20200226,1,종각,32774,31817,20200229,64591
20200226,1,종로3가,21713,20446,20200229,42159
20200226,1,종로5가,19070,19104,20200229,38174
20200226,1,동대문,9431,9227,20200229,18658
20200226,1,신설동,12800,12522,20200229,25322
20200226,1,제기동,13535,13634,20200229,27169
20200226,1,청량리,16826,16898,20200229,33724
20200226,1,동묘앞,6060,6296,20200229,12356
20200227,1,서울역,32598,30785,20200301,63383
20200227,1,시청,19600,19689,20200301,39289
20200227,1,종각,31681,30947,20200301,62628
20200227,1,종로3가,20793,19478,20200301,40271
20200227,1,종로5가,18526,18700,20200301,37226
20200227,1,동대문,9104,8754,20200301,17858
20200227,1,신설동,12606,12320,20200301,24926
20200227,1,제기동,13277,13374,20200301,26651
20200227,1,청량리,16287,16385,20200301,32672
20200227,1,동묘앞,5999,6250,20200301,12249
20200228,1,서울역,32454,30638,20200302,63092
20200228,1,시청,18813,19104,20200302,37917
20200228,1,종각,30695,29840,20200302,60535
20200228,1,종로3가,19599,18968,20200302,38567
20200228,1,종로5가,17857,17849,20200302,35706
20200228,1,동대문,8737,8328,20200302,17065
20200228,1,신설동,11971,11637,20200302,23608
20200228,1,제기동,11725,11634,20200302,23359
20200228,1,청량리,15246,15298,20200302,30544
20200228,1,동묘앞,4880,4976,20200302,9856
20200229,1,시청,5990,5962,20200303,11952
20200229,1,종각,10605,10334,20200303,20939
20200229,1,종로3가,12134,11830,20200303,23964
20200229,1,종로5가,10105,10133,20200303,20238
20200229,1,동대문,6836,6149,20200303,12985
20200229,1,신설동,6663,6277,20200303,12940
20200229,1,제기동,9391,9720,20200303,19111
20200229,1,청량리,12115,12303,20200303,24418
20200229,1,동묘앞,6537,6691,20200303,13228
20200229,1,서울역,14546,13815,20200303,28361
20200301,1,서울역,10457,10389,20200304,20846
20200301,1,시청,3980,3937,20200304,7917
