date,신도림,대림,구로디지털단지,신대방,신림,봉천,서울대입구,낙성대,사당,방배,서초,교대,강남,역삼,선릉,삼성,종합운동장,잠실새내,잠실,잠실나루,강변,구의,건대입구,성수,뚝섬,한양대,왕십리,상왕십리,신당,동대문역사문화공원,을지로4가,을지로3가,을지로입구,시청,충정로,아현,이대,신촌,홍대입구,합정,당산,영등포구청,문래
2020-01-11,120123,50200,92821,47390,127265,40375,94278,50855,93414,26436,31058,53207,196419,52696,63036,92719,18466,44828,170788,20711,92400,38588,99388,40621,28209,12170,32993,22200,27243,34325,22659,29551,80195,29511,16273,17653,32022,100422,206698,73975,34687,31642,29807
2020-01-12,76514,44238,66121,36953,96105,29903,67808,37785,61410,18123,30798,30626,110158,30895,30822,68704,17281,30606,123684,14683,69932,27389,73849,25265,19326,18161,23769,16146,20418,30152,10896,23902,62380,17104,9801,12455,22819,67083,154264,50537,22735,18821,16635
2020-01-13,119812,62460,146684,60656,145844,54442,112140,63011,96073,42800,50235,92626,236982,134004,132020,132819,19142,51572,175059,36578,85814,54280,87773,73791,44482,20235,36153,31617,32361,36606,32030,54490,115587,60073,25189,22257,35976,96260,151296,70938,48057,53892,49831
2020-01-14,119773,62530,149048,61378,149396,55008,114979,64085,98610,43747,51706,96583,242709,134510,132133,135068,19587,52816,180707,36909,82378,55496,90997,77316,46918,20332,36334,32275,33578,38295,32679,54798,118139,63082,25165,22787,36391,97426,158000,74268,49734,54748,50263
2020-01-15,124640,62711,149640,61816,150810,54895,115885,64762,99714,42188,54179,95927,244900,134620,132694,137652,22921,53794,182609,37410,85295,55900,92897,77788,48070,19817,37658,32423,34046,38280,32870,56358,119123,63403,25787,22480,37071,98977,160304,75212,49837,53966,50510
2020-01-16,125978,62576,149937,61606,150919,55781,114928,64665,101773,42890,52890,97113,247373,134172,134863,142254,20021,53360,183037,36807,85559,56364,93250,79112,47599,18622,37221,32267,33787,38487,32843,55422,119262,62764,25899,22373,36897,98593,166293,77432,50426,54541,50450
2020-01-17,130438,63731,153339,63046,156353,55544,120288,66397,111261,43260,53915,100207,266861,134209,133881,151092,23517,57566,191872,38275,97218,56964,103048,79669,48029,19379,40080,33325,34450,40050,33345,58862,121539,63067,26754,22660,38898,105161,184865,84289,51977,55185,50637
2020-01-18,114730,50347,94380,47086,125020,40841,94115,49944,90771,25762,31103,52716,192723,53144,63112,96398,25677,45985,171043,20759,88950,39004,97175,42414,29258,11827,32385,22067,27774,35777,23069,29896,78166,28138,16110,17294,32455,96641,207894,74181,34325,30638,27551
2020-01-19,75857,42727,65875,37023,94481,29473,65418,37885,58520,18038,30405,30017,108621,29953,29638,65879,21481,28847,119184,14144,66689,27025,69230,25656,19240,7686,23008,15676,19442,25926,10689,22456,58852,16021,9649,12163,22377,64796,150052,51338,22386,20502,17746
2020-01-20,121634,62661,148148,61175,148471,55283,113496,64572,94855,45788,51604,94100,240151,133813,132499,131916,19201,53366,177631,37792,87207,54949,89479,77412,46372,18836,36087,32216,33173,35356,32817,54648,117488,61715,25986,22823,35318,95958,156340,72253,48658,55283,50061
2020-01-21,122842,62999,150117,61622,148286,54791,112991,64575,97050,46289,53700,95870,244479,132517,132246,135378,20779,54025,179024,37845,85283,55265,90802,78453,47845,18096,36425,31868,33918,35572,32383,54258,117411,63852,26095,22855,34757,95364,156757,74020,49908,55097,50726
2020-01-22,126682,64927,149365,61702,149945,54337,112958,64350,96344,43692,52650,92576,242409,131507,130837,135376,22491,54365,179812,37345,88503,54876,93557,78134,47118,17709,37296,31879,34302,35046,30857,54704,114694,61523,25799,22863,34194,94908,159495,75233,48913,53371,49613
2020-01-23,121077,62196,138675,58254,143464,50740,104800,58826,86238,36243,43537,78798,227260,113070,110413,121288,19399,51818,170267,34021,106194,50966,92507,70010,43241,15072,34709,29266,31536,31060,27903,48000,106266,53322,22892,20423,31335,90639,158563,71344,45277,49199,45972
2020-01-24,47912,32648,44777,26726,66045,20401,41490,22680,32538,9875,8189,17086,66437,16484,16737,33368,6552,19179,81368,9291,65797,19119,46232,16281,11582,3668,14163,10591,13867,18210,7571,11298,32810,10027,6912,8300,13441,40156,97577,30447,13874,12372,11062
2020-01-25,36153,28041,37427,25910,55384,16907,30534,17111,25708,7274,5802,10039,38368,10708,10661,29395,6109,13996,71819,7880,49205,16211,36436,11155,8097,2725,10973,9195,10854,17091,5610,9921,29052,11391,5844,7260,11255,26363,80844,23159,11450,8768,8393
2020-01-26,53906,35058,51958,29781,73498,21646,45187,24798,40470,12414,19538,17997,67156,18022,16061,43564,9809,21542,99665,10076,61847,20670,56992,17546,13477,3975,16344,12158,16106,23183,7121,18069,47844,13140,7170,8999,15153,43299,121281,37969,16626,12400,11554
2020-01-27,60754,32804,54572,30943,78677,23609,54337,28979,46006,12895,10397,24078,85056,23490,24474,45395,10430,25136,102836,11375,62511,23046,58523,21233,14477,4940,18377,13015,15059,20023,9068,13736,45870,13001,7915,9760,17257,51100,121663,37639,18019,15388,14405
2020-01-28,110667,54735,134092,56646,135984,49618,102308,58164,82665,36299,44242,78728,201235,113885,113831,113443,16545,46710,149504,31971,81496,49828,77843,70464,43143,15320,32352,28297,29052,29757,26709,47918,99388,53699,22410,19857,30578,83176,139897,65323,43851,48713,45204
2020-01-29,116336,56606,141501,58989,142972,52106,107943,60606,89682,39666,50209,85526,214715,124583,123368,123038,19618,49188,155613,34067,78846,52152,79385,75984,46365,16600,34344,30192,31441,32847,29542,52640,104897,59790,24589,21258,31786,87092,140802,70275,48127,50596,47582
2020-01-30,118836,56278,142902,58612,142621,52740,108248,60607,91493,39061,49602,86659,214183,125389,126634,125441,18864,49604,158908,34507,78073,52528,79458,75740,45773,16395,35006,30331,31019,33695,29498,52176,105324,59253,24457,21242,32516,86394,144606,71503,48587,52198,48378
2020-01-31,118789,55639,143276,59004,146364,52887,112421,61287,96647,38982,48358,87119,221054,124790,124064,125153,19089,52388,159155,33461,84027,52591,83921,76723,46130,16075,36834,30785,31711,34228,29650,53101,106016,58515,24427,21832,32527,89891,150526,75997,49515,51986,47880
2020-02-01,91659,37238,75538,39649,105851,34257,78703,41924,71284,21624,24391,42210,134754,41756,49035,61028,14740,35133,113100,15145,65615,32281,69730,33977,23209,9283,26929,18052,22136,25530,16557,21911,51528,18631,13282,14277,25084,75117,147978,59735,28015,25760,22616
2020-02-02,61748,28527,51414,30371,79037,24566,55632,31315,47765,15548,25170,23740,73913,24552,25123,43994,10096,22234,80734,10547,49795,22401,50902,22306,15932,5204,19014,12646,15864,18807,7124,17774,39164,11328,8453,9732,17571,52418,108525,41033,18292,16631,14802
2020-02-03,107204,53058,135900,56274,135601,51355,102827,57445,81591,37423,46457,80256,201936,122088,119978,115257,16760,46715,142767,31861,73000,50437,73455,72340,43352,16550,32241,28871,29283,30428,28250,50398,98477,55738,24191,20243,31058,81679,125584,64112,44924,49988,45359
2020-02-04,107337,52635,137002,56297,137953,51100,103398,59314,84046,38379,47260,81237,206428,124648,121613,118906,16895,47032,145669,32042,70071,51047,74663,73440,44837,16612,32676,29738,30072,31429,28443,50631,98940,57232,24583,20587,31443,83435,128879,66853,45798,50818,45932
2020-02-05,104311,50566,134329,54709,135150,49735,100783,57609,82418,37507,47154,80711,205924,123859,119340,120014,16395,46183,144742,30897,68383,49474,73483,72881,44300,15901,33191,29007,28984,30768,26944,51015,97393,56641,24499,20005,31057,81654,129085,66904,44883,48563,44484
2020-02-06,104868,50234,133706,54375,134448,49588,100239,56477,82196,36727,46472,78930,204267,121874,118130,116772,16427,45039,140614,30283,67575,48980,72840,71903,43286,15831,32674,28480,28800,29887,26927,49254,95824,55671,24094,19795,29929,80379,129385,66743,44460,48835,43576
2020-02-07,111454,51514,138372,55920,140706,50577,105128,57999,88876,37726,46830,82108,216319,121948,119569,118418,17653,48361,145388,30473,77175,50527,81373,73897,44936,15859,34805,29587,30167,31705,27590,50771,95456,55753,24128,20448,30426,84204,141766,73443,46614,49342,43084
2020-02-08,86975,35885,72781,38096,102917,33713,77484,41046,66814,21405,23283,39906,136485,40977,50813,58050,11188,33266,104440,13980,61966,31056,68653,31846,23225,8442,26328,17197,20891,23204,14877,20431,34484,16684,13535,13120,23477,69602,143265,56602,27027,25489,22530
2020-02-09,59215,25972,50133,29192,78323,24078,56756,31362,46465,14958,24234,24795,80645,25373,25154,43410,10045,21490,77650,9904,47735,21691,51692,20778,16039,5474,19099,12601,15548,18705,6735,16921,26185,11478,7772,9440,17382,50762,110929,42595,18059,15799,13672
2020-02-10,104843,53405,135747,55531,135402,50406,102734,57460,82252,37027,45933,80273,208501,122159,120823,112188,15478,46094,137478,30649,72711,49857,76451,71271,42313,15620,32446,28571,29149,29966,27987,49785,93914,55408,22843,19582,29014,77580,132682,66052,45372,49256,44436
2020-02-11,108007,53830,139512,56809,138913,51838,107644,60037,86564,38113,47953,83260,213991,123382,123387,119925,16359,47062,151135,31714,71427,50972,79673,74654,45363,15348,33090,29259,30319,30638,28465,50790,97872,56571,23697,20264,29361,82478,136814,69415,46995,49987,45978
2020-02-12,108223,51045,135129,54976,135709,50099,101407,58143,84268,37288,47381,81373,208941,123051,121100,121822,15808,46248,143685,31253,70422,49984,75550,73932,44647,15293,32959,29446,29331,29797,27878,50545,96011,56949,23660,19562,28582,81294,128888,67618,45808,48615,44529
2020-02-13,112820,53915,140317,57214,140872,51945,105262,59701,88781,39151,49253,84327,218473,124321,123834,126795,17686,48630,156037,32384,74934,51966,83652,74783,46454,15598,34391,29872,31002,31234,29411,50960,98695,57336,23779,20071,30384,84629,145375,72136,47924,50545,45448
2020-02-14,121474,55669,144251,58609,148088,52904,111816,61938,96360,40621,49034,85787,232929,124346,123894,131684,17263,52414,167187,32534,86012,53061,92971,76302,46861,15749,37295,30763,32096,33466,29481,52894,101123,56983,24338,20715,31324,92666,163810,79507,49076,51582,46759
2020-02-15,98505,39475,80904,41653,110974,36483,82669,44859,73855,22447,26554,43015,156230,45279,53955,66609,11235,37389,131179,15602,71976,34125,79727,34747,26186,9258,28749,19110,23409,26000,16696,22210,51263,19800,13616,14691,24613,77463,164745,65048,29556,27971,25211
2020-02-16,63221,28216,53330,30479,81745,25425,58129,32474,48040,15619,26877,25558,87502,27387,26467,51231,9853,23928,91717,10528,54060,23047,55436,21381,16101,5477,20239,13337,15371,18753,7269,16963,36913,11643,8487,10310,17180,55195,116890,44271,18356,18051,14912
2020-02-17,109546,53782,138167,55915,136614,50463,102850,58307,82906,38900,48833,82892,215704,127690,123846,122545,16760,48195,148321,31663,75726,51400,79053,74170,44425,15934,32686,29687,29394,29506,27632,50208,96367,56534,23603,19998,30460,83410,133319,66795,44565,50593,45828
2020-02-18,111000,53845,139108,56302,137141,51746,103568,59050,86618,38819,48748,83426,219845,127166,125390,124212,16435,47704,153685,32034,73332,51537,81276,74611,45666,16055,33715,29544,30463,31277,28267,50332,99066,57349,23891,20194,31854,84934,142786,69984,45887,50710,46571
2020-02-19,111235,54369,138650,56249,139142,51947,105198,59870,88954,38952,50147,84112,219100,125183,124897,124353,16937,48151,157672,32273,74342,51620,82333,74714,45173,15001,32162,29139,30654,31746,28198,51735,99300,57964,24005,20067,32075,86024,142476,70564,47332,50477,46673
2020-02-20,110651,53402,136720,55984,138265,50781,103344,58401,87468,37693,49332,82711,215674,123421,122932,121602,15926,46699,154403,31397,73751,51595,81284,73495,44166,14635,30825,28428,29900,30689,27761,50306,98372,56029,23942,19853,31074,82741,141948,69949,47345,49736,46039
2020-02-21,107954,51829,134200,54289,137325,50060,102365,57644,86675,35264,46509,79610,214351,117935,118280,117916,16014,47116,148378,29258,77779,50418,83027,70867,43010,14057,31899,27994,29624,29884,26898,47762,92410,54182,22912,19454,29963,84480,140544,71918,46023,48051,44633
2020-02-22,76756,32537,64471,34853,94307,30690,67991,37781,56688,17672,19519,33566,123267,38628,44336,53967,8084,29063,98884,12140,54818,28520,62926,27291,19899,6482,22274,15468,19305,21306,13339,16567,41170,14935,11236,12270,21172,62110,122781,49878,23950,23872,22349
2020-02-23,46751,22399,40482,24097,64790,20276,46621,25237,36258,10756,16502,18944,64983,21216,20697,35534,5929,17362,67981,8187,38835,18942,43286,16832,12834,7401,15066,10296,13313,16261,5607,11855,31303,9405,6883,7867,15039,42164,88400,33453,15157,13768,11390
2020-02-24,90174,47442,120215,49002,119401,44739,87463,49147,66643,29971,40604,70040,169259,106797,104693,100682,12847,36756,117588,25254,58726,45082,62738,65012,38194,12820,25967,25192,25407,24452,24591,43503,83139,49180,20580,16965,24919,65444,98028,55133,39361,43902,39953
2020-02-25,81986,42539,113556,45630,113014,41722,81292,45887,60835,27881,37786,61800,155963,100275,98719,92211,11678,33285,108267,23304,50329,42348,57040,63369,37121,11862,24290,23700,23801,22829,23096,41133,76902,47958,19489,15314,21920,57077,88421,51603,36598,41307,38007
2020-02-26,84582,43271,112960,45945,112232,41302,81939,45204,61654,28073,37107,61333,151088,95759,96677,87842,11560,31648,108702,22810,51909,42158,58620,63271,37574,11892,24867,23494,24474,23052,23458,40605,74687,47074,19232,15499,22113,58071,91770,53227,36846,41424,37800
2020-02-27,83601,41630,106800,44363,109626,39932,78360,43178,60006,27155,35199,61218,143958,91038,93156,83204,11193,31159,104698,22299,50235,41212,57368,62039,36470,11241,23972,22910,23973,22037,22869,38521,70932,45169,18695,15196,20203,55409,87159,51247,35982,40134,35881
2020-02-28,80714,40152,103850,43192,107335,38665,75571,41814,59253,25690,33154,57629,140757,87845,87655,79938,10566,31565,101347,20597,51443,40113,56400,59453,34207,10934,24111,21788,23365,19988,21726,36002,67676,43013,18272,14844,18287,53746,81437,50690,34687,38670,35053
2020-02-29,51948,25324,48908,26900,68975,22803,48006,25350,36615,12094,11786,21714,72399,26529,27747,31697,5412,19305,64738,8640,32670,21451,42003,21633,14833,4630,16037,11617,14934,12805,9691,10541,26289,9535,7869,8790,12898,38632,67605,33213,17105,16758,14172
2020-03-01,32521,16243,29690,18098,47325,14534,32913,17691,23901,7255,6913,12021,36653,14005,13427,21600,3690,11643,44603,5552,23929,13922,29376,13092,9323,2922,10494,7329,9618,8881,3156,5272,18865,5033,4400,5325,7698,26148,45197,21540,10250,9733,8205
2020-03-02,78710,40269,102686,42903,104328,38168,73491,41469,56290,26213,33169,57896,125683,86421,86853,77700,10515,30548,94017,21454,48423,39198,52846,59002,34405,11130,22667,21876,22462,19585,21606,35398,62747,41866,18235,14687,17285,50088,73330,47216,33748,39000,34566
2020-03-03,77594,39891,102476,42934,104658,38035,74184,41881,57714,26122,33341,58405,126029,85269,87480,76453,10520,30671,99202,21563,47190,38899,53347,60243,35308,10833,22945,21755,22923,19471,21526,35529,63335,42019,18277,14516,17230,50161,75311,48451,34266,39622,35246
2020-03-04,78095,39422,102917,42747,104847,37978,74407,41621,57744,26177,33543,58978,126340,85857,87061,77305,10149,30686,100463,21407,46535,38869,54048,59764,34351,10751,22708,21870,22664,19668,21621,35706,63384,41892,18121,14425,17170,50700,77080,48888,33950,39225,35090
2020-03-05,79930,39904,102740,43143,105428,38096,74476,42239,58987,26499,34139,60061,129179,85388,87939,77063,10364,31302,101913,21632,47671,39170,55120,59970,35074,11100,23650,21685,22561,19638,21721,35566,63414,41523,17888,14690,16779,51628,79513,49975,34642,39202,35342
2020-03-06,83701,40767,105849,43663,110087,39065,79082,43185,63437,26922,33256,60712,138591,83918,88399,77911,10647,33880,105641,21823,52223,40007,61244,60289,35476,11014,24903,22062,23707,20468,21842,35660,63960,41651,18044,15057,17608,55683,87321,53938,35669,39965,35712
2020-03-07,55524,25850,51070,28402,73690,24442,53843,28488,40875,13275,11739,23654,81197,26622,31232,33997,5780,21539,70389,9486,34636,23202,47137,22714,16039,5010,17254,12289,15298,12434,9833,11068,25777,8397,7562,9199,12027,42171,77388,36768,18621,16985,15588
2020-03-08,35379,18062,32390,20337,52731,16270,38771,21084,28450,8233,7084,13543,45716,14634,15271,23209,4061,13765,52723,6575,27021,15608,36161,14983,11714,3526,11537,8345,10863,9618,3533,5932,19304,5029,5015,6120,8000,29501,56536,25802,12732,10439,8813
2020-03-09,82476,42461,108484,44570,109677,40143,78898,45123,61423,27918,35220,61499,146221,92407,93660,82052,11049,33111,106031,22986,52036,40683,58285,60437,35106,11603,23637,22329,22818,19810,22261,36274,64513,42925,18380,15180,17638,53927,80536,50970,36319,40924,36355
2020-03-10,71260,38840,102928,42294,104340,38539,75499,43188,59412,27111,35817,59887,142233,91243,91378,81506,10390,31764,100917,21717,46642,39980,54712,61190,35567,11235,23264,21662,22134,18914,21568,35652,63702,42571,17850,14421,17097,52150,75737,49136,34197,38966,35272
2020-03-11,69667,39559,102744,42889,107934,39179,78006,44777,62300,27763,34812,60988,146194,91293,93134,81705,11144,32937,109373,22457,50111,40963,59646,62703,37184,11348,24292,22355,23139,20161,22088,36178,64520,42819,18064,14743,17528,53956,83982,51336,35391,39350,34487
2020-03-12,67341,38239,100270,42418,105131,38444,76620,43655,60800,27182,34227,59454,144654,89588,90884,79933,10718,32156,107413,22313,49407,40359,58797,61729,36497,10823,23448,21929,22688,19340,21599,35343,64082,41896,17843,14545,17440,52705,82587,50647,34605,38664,34201
2020-03-13,69998,38803,100731,42533,109392,39181,80086,44752,64953,27429,33786,61280,154224,88758,90690,80988,10866,34742,110244,22118,54075,41008,64483,61806,36369,11378,25090,22346,23585,19726,21581,35038,64860,41150,17829,14988,18194,57054,91857,55024,35749,38535,34513
2020-03-14,46685,24497,49636,27959,74062,24121,53928,29761,44032,14147,12273,25128,90803,28192,32072,35915,5678,23229,77808,9666,37210,23865,52208,25111,18115,5290,17936,12884,16385,12767,9665,11815,27640,8685,8179,9445,13005,45297,84333,38013,18446,17029,15088
2020-03-15,29595,16383,31000,19390,51439,15755,37686,20759,28816,8433,7457,14184,49390,15536,15443,24166,3945,13982,53474,6159,28692,15902,37012,15590,11233,3466,12202,8335,10745,9408,3406,5889,19286,5147,5066,5902,8346,30615,57469,24887,11608,10408,8761
2020-03-16,70179,39858,102297,43011,106274,39638,76519,44603,60349,27741,35247,61829,144604,90296,94026,81183,10759,32626,103546,22393,50741,40923,57221,61132,35717,12124,23617,22355,22820,19425,21889,35615,64256,41744,18139,14808,18090,52011,77207,48726,34928,39036,35193
2020-03-17,72320,40037,102557,43301,106603,39163,76197,44123,61781,27905,35032,61577,146676,90053,93638,81123,10574,32880,105560,22842,48836,40907,57054,61809,36113,12071,23650,22178,22970,19624,21704,35621,64170,41988,17844,14642,17786,54302,78282,50179,35234,39166,35606
2020-03-18,74737,40686,104491,44149,109065,39931,78774,45315,63896,28218,35509,62886,149749,91656,94887,81640,11221,33690,111438,23127,50413,41208,60636,62237,37804,12467,24319,22607,23485,20496,22135,36472,65416,42061,17905,15179,18615,56230,84361,52712,36571,39750,35944
2020-03-19,72360,39221,101896,42675,105493,38441,74891,43526,60543,27262,34292,60221,144681,90398,91926,80605,10500,31860,103523,21969,48144,39866,57214,60340,35429,11665,23923,21902,22360,18863,21070,35408,63375,41596,17516,14483,17916,53247,79663,50500,34747,38896,34945
2020-03-20,80392,41307,106959,45327,113625,40675,83508,46307,68400,28610,35077,63596,160727,90169,94087,83772,11566,36675,115709,23203,56607,42201,68450,63007,37659,12498,26897,23006,24527,20884,22625,36550,66112,41883,17900,15751,19774,61179,98659,57587,37768,39967,36636
2020-03-21,52615,26471,52243,29712,77277,25399,56386,30505,46606,13924,12312,26145,96865,28349,33209,35896,6093,23920,79034,10114,38815,24481,54480,25964,19404,5565,18409,13095,16235,13315,10276,12507,27206,9271,7906,9848,13551,46095,87994,41227,20336,17792,15402
2020-03-22,33557,18821,32860,21030,54773,17005,40975,22436,31741,8852,7685,14799,52029,16038,16134,24984,4392,15069,58131,6912,30956,16701,40829,16443,13998,3962,12482,8664,11549,10138,3657,6355,19837,5370,5075,6481,8601,31220,62490,27777,13897,10545,9108
2020-03-23,77070,42058,106884,44717,109246,39808,78101,44970,62013,28068,36199,62082,148240,93341,96276,84059,11369,33455,105704,22829,52472,40931,58295,59567,35989,12200,23674,22698,23237,19749,21160,36452,64238,41841,17782,14890,19263,54140,80452,49912,36192,39748,35533
2020-03-24,75565,41559,106258,44884,109828,39938,78977,45232,63651,28722,36035,63284,149305,92716,96095,83865,11112,33525,108875,23206,49305,41228,58872,62040,38127,12216,24059,22773,23311,19941,21773,36887,65054,42233,17826,15226,18114,54093,81775,51492,36265,39160,36300
2020-03-25,79515,41988,107066,45435,110863,40557,80265,46437,65044,28910,36406,64219,153288,92513,96300,84705,11580,34137,112698,23264,51709,41415,61997,62168,38823,12243,24928,23052,23838,21088,22067,37444,65778,42277,17967,15412,18581,55772,85688,53278,37559,39915,36499
2020-03-26,78208,40983,105973,44169,109047,39859,77779,45255,63814,28125,35597,62272,149823,92621,95328,84088,11245,33172,106743,23299,50239,41324,58610,61673,36789,12173,24207,22673,23251,19928,21386,36422,64166,41509,17946,15104,18137,54437,81992,51380,36062,39575,35880
2020-03-27,82840,41377,108412,45370,114463,40803,83418,46766,69340,28701,36022,64076,162585,91602,95251,85119,11587,36349,115295,23423,56336,42170,67311,62878,38129,12387,26685,23078,24123,21194,22073,37379,65621,40972,17895,15482,19449,59777,95694,56970,37602,40307,36720
2020-03-28,54430,27510,52844,29966,78703,25951,57918,30743,46142,14196,12490,26273,95479,28256,32926,34829,6037,24404,78613,9962,38707,24919,56105,25495,20339,5839,18640,13309,16469,13092,10440,12494,27222,9535,8134,9695,13397,46904,87481,40792,20411,17690,15505
2020-03-29,36048,19522,33755,21772,55219,17271,41206,22846,31052,8698,8009,14990,50264,15523,16671,23176,4249,15160,56121,7204,30577,16798,40857,15922,14173,3835,13142,8910,11849,10051,3657,6824,19619,5623,5183,6333,8648,31193,59857,27357,13644,11110,9776
2020-03-30,79297,42532,107725,45747,110256,40576,78700,45573,62495,28589,36215,62202,147825,92797,97106,84769,11276,33656,106764,23456,52757,41648,58576,62008,37070,12790,23798,22913,23770,20087,21880,37285,64346,41413,18162,15474,18280,53678,79905,50115,36952,40131,36156
2020-03-31,79668,42640,106556,45880,110709,40492,79054,45908,64133,28801,36485,63106,148309,91250,97215,86241,11343,33972,109244,23889,50963,41888,59623,62711,38139,12282,23728,22893,23640,19915,21908,37352,65951,42372,18061,15342,18117,54024,81443,51165,37585,40387,36068
2020-04-01,80809,42575,106972,45717,110722,40440,80623,45891,64658,28536,36310,63227,148389,93295,94854,85721,11555,34203,108617,23253,50945,41337,61232,63184,38228,12367,25037,22948,23733,20440,21757,36967,65665,41532,18150,15392,18631,55850,85033,53275,37587,40332,36682
2020-04-02,81397,41948,106516,45934,109632,40605,80135,45416,64859,29004,35516,63092,148372,93016,96684,84855,11246,34118,108850,23321,50694,41716,61078,62719,38845,12590,24657,23033,23562,20546,21880,36843,64958,41460,17764,15640,18381,54795,84343,52536,37561,40361,36384
2020-04-03,86086,42964,108562,46758,115106,41164,84748,47046,70088,29326,36287,64313,160138,91172,95660,86121,11464,37114,115266,23608,58034,42338,68140,64016,39398,12727,27354,23518,24486,21458,22189,37405,66900,40930,18000,16126,19431,60518,96702,58318,38861,41563,37311
2020-04-04,55563,27936,52183,31581,78888,25986,59175,31823,47114,14361,12390,25711,95781,27093,34086,34088,5878,24634,76618,10671,39733,25392,56845,26283,22006,6023,18950,13645,16735,13553,10465,12452,27981,8725,8329,10069,13433,47053,89179,42499,20911,17834,16053
2020-04-05,38109,20089,33703,22630,55998,17508,40980,23422,31255,8711,8397,15045,50636,15221,17592,22864,4331,15179,53861,7060,31335,16930,40304,16950,14528,4100,12865,9013,11629,10139,3551,6554,20012,5314,5286,6707,8916,31310,61541,28251,13741,11290,10072
2020-04-06,82524,44649,110219,46867,111838,42087,80937,46488,64427,29468,36834,63504,153225,96831,99776,86806,11408,34871,106909,23763,53261,41799,59525,63055,37839,12480,24088,23745,23961,20736,23164,38120,68138,43254,18563,16088,18825,55767,82879,51946,38472,41284,37718
2020-04-07,82532,44208,110484,46814,113001,41922,82026,47736,65966,30186,36824,64515,154953,97404,99797,87515,11586,34889,109197,24378,52148,42741,60262,63985,38539,12562,25107,23900,24648,21108,23099,38462,69236,43756,18781,15993,19028,56468,83927,53195,38506,42051,38054
2020-04-08,83934,43880,110892,47038,113226,42193,82620,47963,67236,29479,37470,65917,155123,96701,99732,87709,11698,35215,110528,24169,52265,42667,61358,63835,39281,12616,25649,23785,24573,21475,23008,38375,69076,44140,18877,15820,19124,57277,87338,54866,38800,42050,38042
2020-04-09,83505,43973,110575,46911,113586,42332,82477,47212,67775,30182,37663,65305,155974,95786,100446,87858,11649,35181,110716,24384,52474,42589,61237,64498,38610,12784,25254,23927,24300,20971,23431,38265,69311,43856,18299,16003,19149,57618,87875,54592,38987,41898,38358
