date,신도림,대림,구로디지털단지,신대방,신림,봉천,서울대입구,낙성대,사당,방배,서초,교대,강남,역삼,선릉,삼성,종합운동장,잠실새내,잠실,잠실나루,강변,구의,건대입구,성수,뚝섬,한양대,왕십리,상왕십리,신당,동대문역사문화공원,을지로4가,을지로3가,을지로입구,시청,충정로,아현,이대,신촌,홍대입구,합정,당산,영등포구청,문래
2020-04-10,89225,44551,111533,47094,117653,42696,87093,48747,72245,30624,37835,66786,167395,94726,100170,88310,12066,38516,116697,24871,59579,43336,68650,65473,39155,13118,27464,23953,25099,21573,23304,38872,69361,42752,18384,16437,20218,62727,99982,59680,39988,41810,38595
2020-04-11,60292,29769,54376,32063,81868,27584,61004,33287,49583,15399,14310,27373,99748,28755,34134,35206,6686,26694,78322,10777,42223,26471,56852,27033,20907,5956,19532,13930,17118,14448,10743,13490,28288,9901,8439,10454,14189,49228,93362,43488,22014,20481,17712
2020-04-12,38833,20950,34801,22522,57916,18365,42830,24663,33821,9222,9189,15340,53548,16158,17003,25168,4664,16114,54938,7400,32747,17496,41202,16934,13329,4107,13234,9154,12095,11248,4194,7890,20241,6101,5571,6923,8995,32770,64507,28421,13881,11554,9950
2020-04-13,84720,45582,112377,47366,113210,42530,82574,47452,66460,30287,38420,65155,157135,97834,101318,88448,11868,35495,110590,25095,54898,42910,61088,62585,36400,13287,24433,23664,24683,21485,23584,38256,69402,43615,18696,16295,19437,56192,84282,52896,38719,42217,38623
2020-04-14,95720,46102,116040,48036,119009,43346,86458,49094,73438,31560,38709,67410,166991,99172,102265,91027,12349,38509,116518,25642,54757,44756,67246,65471,38779,13751,27487,24485,25612,22891,24940,41036,73926,47108,19111,16689,19742,59916,94347,58284,40567,43343,40874
2020-04-15,50048,27011,48557,29392,72837,24466,53663,29479,40999,12543,10612,21850,79656,24838,29052,29161,5872,21288,66002,9473,32891,23876,49474,26883,19539,5469,16452,13068,16301,14924,10975,11424,24856,8283,7061,9295,12153,39052,75822,35277,19013,16158,14678
2020-04-16,85902,45563,113716,47773,115013,42884,83683,47853,68823,31054,37578,66655,159865,97863,102189,90467,12322,36364,112353,25628,54784,43171,63033,64840,38675,13632,26103,23994,25062,22256,24073,39055,69877,44070,18672,16523,19580,58888,90304,55375,39533,43135,39281
2020-04-17,88470,43880,112320,46957,115686,42107,85486,47490,71940,30852,38102,65898,166888,97058,100644,91767,11882,38119,114338,24862,58463,43379,66122,64584,37515,13351,27322,24170,24557,21222,23287,38818,69033,43301,18361,16272,19525,62570,93600,58122,38853,42192,39462
2020-04-18,66263,31598,57463,33362,85553,28346,65091,34724,54271,16308,15072,29469,109039,31333,38607,37671,7215,27555,86636,12347,44682,27143,63465,29190,23639,7393,21364,14878,18855,16054,12269,15124,31406,10924,8537,11301,15010,52091,102130,46505,24531,20820,18857
2020-04-19,39632,20985,35122,22430,57172,18266,41871,23971,33188,9510,9977,16112,54888,16711,17876,25744,4627,15982,55963,7328,32913,17648,39783,17055,12300,4243,13263,9589,12212,10616,4152,7716,20482,5951,5529,7083,9187,33268,61823,27781,13168,12040,10413
2020-04-20,86366,46564,116280,48234,116226,43743,83791,48547,68318,31205,39549,67539,159821,101744,105138,94476,12006,36596,111580,25815,56521,44081,60737,64776,37496,13562,25631,24584,25473,21239,23940,39709,72005,44334,19284,16775,20500,58954,85063,53431,38946,44093,39231
2020-04-21,87777,46535,117568,48881,118800,44486,86638,49793,70711,32661,40245,69821,165817,102936,106374,96770,12567,37523,118265,26450,55694,44544,63009,66341,39036,13842,26405,25036,25814,22229,24618,40452,73787,45718,19620,17017,20825,60464,90078,56503,40187,44467,40467
2020-04-22,90098,45947,117178,48231,118061,44073,86140,49727,71293,31578,39892,69745,164928,102393,105970,96515,12425,37740,117723,25836,54803,44496,64006,65894,38570,13712,26336,24925,25264,21760,24603,40930,74395,45917,19791,16679,20982,61065,92040,56951,40125,44373,40044
2020-04-23,90751,46958,118695,49139,119517,44817,87483,49999,72687,32722,39695,70607,167818,102393,107025,96750,12635,38147,119795,26402,56453,44598,65548,66531,39286,13958,27271,25246,25734,22800,24523,40854,74362,46430,19742,17232,21104,61501,95299,58300,40648,45166,40985
2020-04-24,96028,48217,121702,49998,124891,46010,93359,51988,79495,33188,40667,73006,183653,100622,107650,99057,13285,41829,128176,27543,63882,45522,74025,68676,41044,14206,29734,25941,26983,23504,25259,42432,75899,45900,20081,17829,22354,68252,110137,64268,42171,45609,41643
2020-04-25,71559,32988,63070,34536,91303,29919,68117,36336,57830,17745,16549,32066,117405,33113,42238,43418,7817,29054,94197,12493,48434,28677,64501,30488,23411,6602,21501,15306,18904,16448,13159,15664,33503,11186,9998,11370,15847,55304,110217,49123,24247,22299,20289
2020-04-26,46091,25759,41290,25981,64948,20746,49116,27939,39558,11109,12468,18373,64027,18242,20654,28439,5279,18445,68197,8714,37518,19881,47631,19476,17006,4428,14690,10813,14544,12619,5113,9610,23570,7017,6678,7981,9919,37710,77648,33720,16858,12943,11823
2020-04-27,91161,49410,121215,50113,120422,45479,88497,50749,72189,32779,40950,70029,165505,104899,109090,98330,12898,38558,118391,27151,59312,45182,63253,67481,39064,13821,26926,25574,26340,22716,25281,41253,74974,46787,20105,17344,21276,61115,90698,56550,41123,45374,41264
2020-04-28,91668,49165,121650,50506,121880,45948,90286,51553,75038,33860,42386,73093,170239,105698,109891,100500,12996,39564,123695,28131,57871,45809,66081,67906,40401,14422,27609,25726,26666,23466,26134,42084,77071,48504,20461,17818,21602,63214,95479,59509,42021,46318,42046
2020-04-29,99794,50575,124372,51174,126733,46570,94128,52958,79987,33535,42758,74950,181588,105157,111490,102771,13676,42552,129824,28644,67659,46938,73272,69646,41920,14546,29550,26539,27662,24801,26491,43712,78477,48686,20399,18326,23318,67925,107052,64192,43647,47466,42690
2020-04-30,58469,30787,54587,32161,79253,26464,58494,31873,47209,14015,11529,23770,84450,26482,30263,36738,6897,24068,84891,10970,47615,25414,56387,27325,22152,6215,17774,13868,17808,18157,11632,13706,31660,10041,7396,10327,13626,43911,94550,41503,21020,17147,16093
2020-05-01,61692,34228,59789,33791,84528,28770,65186,33926,51276,17205,18570,38457,103288,32996,39961,37679,7713,28950,90268,15688,51318,28546,59715,28841,22732,8957,20205,15956,19365,20090,15368,16164,33347,12185,8439,11551,15463,49552,97387,42932,22948,21308,17849
2020-05-02,65050,32035,55938,32160,81023,26616,59070,31627,50123,15606,14131,28313,100106,28059,34686,40250,7219,25834,88738,11606,52010,25765,58573,26395,20554,6432,19446,14168,17301,16321,11608,14256,30878,10056,8846,10634,14432,49817,102340,43580,21576,19485,17651
2020-05-03,47054,26480,42011,26306,64432,20890,46287,27023,37655,11002,13393,17839,62281,17453,19518,29029,5392,17880,70027,8611,43406,19624,46733,19646,15327,4208,14549,10826,14223,13471,5039,10595,24183,6624,6549,8149,10495,37434,77964,32642,15964,12741,12207
2020-05-04,88674,44805,97578,45783,111461,39952,81441,44186,66076,26954,30871,58800,152495,71586,81842,72848,11376,37307,110577,24323,58097,40018,69245,52909,33364,12836,26390,22162,24708,23445,22098,33629,63356,35255,16685,15965,20772,61114,100172,54150,35371,39018,34052
2020-05-05,52438,28491,49209,29284,70851,24176,52974,28817,40660,12503,10099,21444,72687,23588,25868,33546,6270,21738,78400,9849,39415,22972,52278,24385,18713,5757,16414,12960,16186,16591,9732,11212,28034,8228,6904,9567,12603,39316,85380,35670,18421,15706,14186
2020-05-06,97443,51813,125359,52418,125661,47381,93029,53667,76936,34633,43130,74296,179528,109040,112678,106204,14134,41434,131178,29415,63858,46937,69331,68241,41496,14867,27703,26782,27409,25178,26339,43171,79205,48860,21104,18316,22891,65946,100452,60826,43053,47660,43140
2020-05-07,98844,51777,125997,52803,126375,47523,93923,53731,78839,35428,44282,77135,182288,108907,113692,105982,14263,41736,133716,30715,64712,47363,71564,69308,41773,15048,28810,26967,27713,25393,26134,43857,80856,50214,21376,18567,23475,67784,103157,61696,43580,48659,43856
2020-05-08,101370,52130,127426,53856,128954,48137,97087,54853,80177,35675,44207,77077,186313,109831,112082,108734,15007,43295,137135,29998,74790,48106,73697,69652,41957,15086,29459,27955,28295,25136,25908,43648,81415,50099,21807,19112,24461,71382,108252,64160,43870,47890,44351
2020-05-09,69487,31322,58624,32215,84139,28549,61587,33835,54369,18271,22325,33710,114462,34810,42158,48634,7713,28238,93395,12115,50757,27009,57761,25796,18295,6989,21187,15022,16921,15269,11520,14218,31224,11276,10223,11107,15848,51757,92122,45246,21224,22139,18723
2020-05-10,50737,27412,43200,27200,67755,22189,50275,28539,42898,12415,18381,20688,65192,19836,21713,31697,6716,19459,73129,9384,43348,20580,48451,19614,15615,4943,15597,11561,14588,14332,5068,10710,23570,7438,6738,8466,11226,36980,75323,35369,16594,14449,12451
2020-05-11,95400,51376,124538,51793,123247,46719,91509,52326,75391,34846,43346,74342,170615,109066,111334,102360,13958,39819,124071,28561,63689,46366,67007,66506,39297,14933,27592,26382,26929,23714,25695,42158,77119,47791,21215,18447,22971,62533,90704,57375,42253,44764,43019
2020-05-12,92655,50363,123658,51360,122125,46462,90978,52363,76470,34659,43592,75476,171574,108480,110329,101986,14273,39196,124730,29266,59658,46510,67144,67842,40725,15102,27768,26459,27227,24041,25880,42430,78568,48739,20962,18194,22779,61789,90910,58950,42509,45799,42834
2020-05-13,97483,49845,123222,51823,123655,46831,91844,52693,76910,35270,44675,76243,171658,107801,111356,102486,14425,39831,127431,28604,61170,46479,67913,68579,41189,15065,28531,26425,27202,24229,25947,43056,78200,48722,21126,18426,23438,63370,87419,59394,43443,46110,43195
2020-05-14,95759,49950,122067,51464,122390,46494,91534,52698,76552,35215,42613,74487,170670,106823,110288,99139,14457,39473,125415,28884,62252,46115,67497,68388,40840,14692,28211,26166,26734,23579,25471,41644,76937,47751,21021,18270,23027,60883,82041,58107,42997,45633,43015
2020-05-15,96416,47640,120958,49596,122756,45398,92341,52150,78687,34754,42464,73961,176065,107005,108588,100515,14190,41028,125715,27879,66154,45910,68407,68073,39712,12263,29233,26360,26479,22938,24673,41501,74738,47732,20946,17762,23183,61557,80932,58565,40945,45194,42780
2020-05-16,75807,34218,61806,34977,89495,30222,68155,36969,58207,18480,20806,35007,110231,34816,44397,45513,9363,28998,92999,12749,51111,28967,59919,31071,21878,7401,23179,15862,19264,17434,12856,15634,31936,11937,10863,11858,16740,45816,67356,42679,24242,22843,21659
2020-05-17,52282,27776,42248,27063,67278,21796,51506,28665,41615,12134,19411,20586,62511,19456,22241,31753,7176,18775,69996,8961,40761,20379,44936,20910,15897,4866,16143,11477,15272,14358,5250,10315,23826,7581,6737,8550,11022,32978,50634,32166,17505,14677,14128
2020-05-18,91846,49317,119979,50281,118105,45628,87227,50316,69518,32960,42103,70966,164616,106964,109015,98711,13790,38496,115398,27426,60279,45182,60589,66804,38532,14781,26510,25897,26078,22500,25424,40746,73097,47267,20512,17831,22112,58458,74195,53038,39068,45026,41383
2020-05-19,94141,49532,121299,50098,120961,45975,89428,51372,73973,34424,42973,73414,169365,106720,110101,100135,13490,38957,120210,28323,58257,45822,64406,68117,39564,15002,27464,26073,26520,23101,25125,41544,74047,47699,20725,17671,22233,59351,78131,56210,40794,45335,42416
2020-05-20,99277,51773,124760,52630,125663,47887,94891,53723,78829,35080,44772,76572,171795,108854,112307,103339,15007,40964,129995,29539,61595,47341,69069,71232,42449,15450,29568,27045,28069,25623,26643,43223,78246,48741,21595,19508,23576,63083,85599,59859,43576,46192,43041
2020-05-21,98278,50599,124004,52346,125388,47491,94421,53085,78885,34969,44147,76967,170834,108220,112850,103362,14989,41428,128706,29769,64297,47505,68407,70211,42023,15432,29716,26870,27359,25339,26885,42724,76735,48339,21558,19430,23317,62880,86532,59744,43633,45927,43880
2020-05-22,101985,51423,125380,52453,128419,47718,98352,54112,84681,35527,43297,77559,178060,107282,111454,108403,15234,44230,134272,29622,70994,47693,74814,70357,42650,15254,31928,27088,28480,25926,26868,43448,78212,48016,21371,19489,24081,65996,92841,64161,43827,45581,43909
2020-05-23,81214,37026,65685,37671,95888,33066,74269,40117,64771,20097,24436,37888,112675,37589,48133,51851,10396,32342,103409,14416,55983,31011,64937,34085,26619,8173,24318,17131,20871,20354,14528,17661,36824,13916,11511,13032,18002,52606,82801,49133,27035,24829,23058
2020-05-24,49614,27071,41200,26553,65665,21631,49551,27803,41163,12198,19384,20354,58084,20613,20825,33635,7055,18897,70164,9214,40628,20472,45399,20538,16680,5115,15338,11453,14156,13089,5473,10269,24281,7862,6666,8514,11328,35104,56118,31588,16333,13323,13134
2020-05-25,96261,51355,123925,52077,123790,47760,92386,52661,75565,35184,43756,74368,165733,107924,111704,101777,14245,40169,123304,28951,64007,47052,66341,67909,40453,15366,28499,26781,27514,24894,26593,42087,77406,47638,21701,18790,23219,61031,83473,57395,42361,46293,42662
2020-05-26,94582,50641,123966,52284,123264,47707,93515,53675,77320,35447,44468,76180,170986,110035,112570,106198,14774,41040,125647,28961,60436,47721,65811,67718,41113,16434,28135,27360,27408,24607,26574,42842,79596,48682,21809,19444,23398,61970,84655,59416,42440,45957,43632
2020-05-27,98194,51810,125484,53718,126231,48284,95498,54512,79646,35879,45024,77361,173790,108535,113818,106527,15475,41399,130764,29544,61899,47721,68725,68628,42322,16559,29267,27388,28076,26306,26889,43222,80326,49497,21806,19784,24420,63928,90305,60400,44295,46845,43815
2020-05-28,95804,50821,123534,52226,124037,47308,93478,53890,78306,35457,43787,75334,170103,107772,112453,105524,15102,40546,127278,29161,63207,47217,67325,66329,41791,16654,28525,27136,27342,25586,26545,42808,79617,48964,20182,19463,23434,62985,87619,59645,43074,46469,43171
2020-05-29,99907,51034,125107,52554,127611,48045,98457,54824,82688,35849,43513,76691,178303,105464,110747,107037,15776,43428,132774,29242,70482,47385,72916,66836,42035,15935,30219,27310,28047,26424,26318,43603,79230,47518,19424,19392,24079,66277,95781,63956,44276,46156,43627
2020-05-30,77123,35544,63466,36586,92062,31708,71197,38970,60964,20360,22476,36643,110906,36124,43717,49720,9245,30808,99796,13899,54348,29587,62387,29074,23830,8928,22565,17083,20003,18361,13900,17045,34357,12400,10130,12457,16458,51496,85933,47933,25499,23630,21793
2020-05-31,49161,26867,41696,26907,66534,21754,51279,29054,40029,12021,19188,20476,60100,20309,21029,33084,6760,18873,70580,9176,40806,20143,45057,18846,15903,5077,15435,11329,14597,13104,5301,10384,24778,7372,6515,8656,10791,35189,60468,32895,16808,13590,13195
