date,방화,개화산,김포공항,송정,마곡,발산,우장산,화곡,까치산,신정,목동,오목교,양평,영등포구청,영등포시장,신길,여의도,여의나루,마포,공덕,애오개,충정로,서대문,광화문,종로3가,을지로4가,동대문역사문화공원,청구,신금호,행당,왕십리,마장,답십리,장한평,군자,아차산,광나루,천호,강동
2019-01-12,11075,8819,14643,15605,8208,27086,25607,46562,49367,20098,29200,42313,8021,4320,19238,4719,20960,9360,17605,18034,9615,4815,18319,49947,39843,9394,2909,5915,10184,12415,9889,10043,24336,27581,19980,25490,21403,40131,31362
2019-01-13,8210,6570,12415,11625,5352,17635,16317,33181,36430,14237,19213,29285,5499,2642,12784,3470,13330,7987,11546,10334,6544,3238,11929,28958,24472,3830,1855,3946,7310,9235,6572,6681,17624,19368,14375,19979,17577,29244,21354
2019-01-14,14858,12748,14854,19132,14794,37667,32711,62606,64206,28626,41749,54197,15822,8610,21472,8397,60548,16032,33616,32823,16461,10348,41994,81460,33962,12292,7612,8670,13912,17564,11624,13243,34251,40434,24559,29110,29483,41869,40816
2019-01-15,15325,13065,15100,19245,14945,38782,34086,63457,64712,29179,42777,55893,16043,8546,21999,8367,61875,16045,34829,34346,16790,10695,42434,85808,35457,12413,7507,8753,14385,18091,12176,13662,34914,41007,25570,29951,28283,42595,41039
2019-01-16,15377,13045,15549,18946,15006,38201,33654,63520,64812,28882,43391,56301,15878,8828,22221,8249,61734,16504,35149,35099,16785,10876,43139,85804,36895,12448,7482,9055,14457,18139,12273,13313,35103,42466,25825,29987,29402,43255,40712
2019-01-17,15568,13131,15451,19701,15166,39140,34704,64131,65454,29379,43114,57610,16272,8753,22471,8219,62634,16892,35256,35086,17450,10720,43085,87166,37772,12913,7563,9202,14675,18146,12418,14065,35647,42906,25903,30834,29071,44440,42253
2019-01-18,15676,13143,16148,19969,15056,40141,34786,65067,66722,29506,44411,58910,15988,8987,23625,8328,62376,17684,35368,35876,17362,10437,42147,87832,40702,13047,7606,9069,14665,18401,12670,14203,36344,44133,26909,31139,29493,47028,41980
2019-01-19,10914,9024,14871,15386,7998,26473,25233,46426,49807,20139,28495,40888,7787,4258,19033,4951,20724,10687,17937,18451,9553,4716,19334,53112,40519,9154,2707,5894,9969,11898,9819,9978,24533,27780,19690,25283,25037,40172,30927
2019-01-20,8493,6491,12948,11592,5492,17135,17243,33414,36773,14307,19600,29512,5574,2888,12241,3476,13715,8441,10986,10350,6881,3321,11975,33814,27146,3674,1632,4014,7352,8793,6741,6552,17627,19391,14594,20388,17330,30047,22107
2019-01-21,15014,12852,15448,18865,14891,36925,33245,63955,64450,28569,42336,54731,15725,8678,21655,8224,61628,16180,33955,33309,16154,10505,41551,80572,35400,12693,7395,8748,14036,17763,11805,13541,34663,40374,25050,29056,28539,42267,40897
2019-01-22,15496,13083,15025,19634,15278,39556,34565,64231,65550,29045,43521,56834,16070,8743,22050,8237,62595,17411,34808,34784,16797,10695,41901,85142,37314,13423,7553,8940,14588,18050,12271,14204,35704,41742,25531,30639,28435,43643,41668
2019-01-23,15614,13410,15166,19417,15154,40078,34311,65171,66217,29032,43348,57513,16083,8896,22720,8226,63574,17193,35358,34659,17284,11283,42872,86464,38334,12968,7551,8937,14547,18090,12502,13853,35319,43651,25555,30517,28802,43795,41821
2019-01-24,15704,13363,15509,19514,15168,40173,33873,64695,65533,29068,43123,58175,16247,8858,22457,8413,63201,17242,35473,34577,16891,10734,42986,86409,38228,13235,7508,9123,14680,18505,12381,14305,35325,43116,25804,30433,31812,44509,41571
2019-01-25,16004,13622,16204,20367,15655,40741,35137,66073,67651,29426,44563,59890,16401,8583,23786,8320,63803,17186,35933,36113,17574,10507,42155,86492,40771,13355,7589,9244,14972,19407,13050,14235,35862,44605,26525,31175,30313,47431,42611
2019-01-26,11615,8772,15246,15192,8129,28946,24675,46963,48778,19859,29185,44876,8016,4093,19644,4998,22110,10391,18132,18563,9577,4547,19286,50772,41913,9515,3167,6212,10187,12346,10263,10788,24543,27947,20312,24595,26119,40115,30554
2019-01-27,9093,6690,12658,11645,5607,17618,17237,33963,37068,14393,19289,29868,5818,2840,12588,3542,13978,8270,11288,10914,6878,3377,12435,54755,26209,4048,2159,4026,7602,9655,7002,7549,17874,19524,14684,20714,17328,30365,22082
2019-01-28,15263,13030,15454,19581,14920,38352,34094,64148,65270,28784,42525,56385,16075,8851,21755,8117,62583,16608,34489,34763,16712,10601,42050,81790,36160,12851,7554,8881,14359,18108,11971,14089,35066,41385,24538,29873,28275,43054,41068
2019-01-29,15572,13384,15115,19345,15049,39407,33927,64292,65726,29175,42862,56981,16221,8837,22613,8410,63474,16915,35116,35235,17118,10802,42206,83474,35550,12991,7533,9046,14565,18542,12330,14261,35780,41674,25026,30653,29284,43500,41463
2019-01-30,15627,13286,15580,19569,15262,40014,34845,65434,66216,29254,43593,59161,16284,8995,23104,8296,64061,17393,35410,35241,17842,10989,43685,86367,35636,13086,7624,9222,14733,18602,12705,14653,36095,42124,25786,30783,29479,44649,41659
2019-01-31,15092,13069,15908,19318,15027,39088,34781,64066,65556,28982,42986,57180,16172,8620,22215,8083,61809,16172,35382,34908,17283,10504,42052,85163,35039,12631,7252,8961,14734,18299,12129,14587,35292,41472,25845,29991,28641,44288,41366
2019-02-01,15513,13340,16359,19028,14571,39408,34823,63904,66278,28744,42417,58859,15656,8455,22770,7868,58738,15911,33074,33118,16684,9778,39916,81504,35825,12464,7150,8923,14346,18083,12742,15016,34953,42172,25898,29694,28196,46456,40606
2019-02-02,9671,7548,14256,13127,6304,19676,21115,39068,41960,16532,23761,34632,6266,3625,14240,3461,13695,6389,13537,12576,7284,3385,13480,34135,31423,7341,2186,4931,8557,10653,8165,10461,19899,22821,15590,21218,20791,33965,23408
2019-02-03,6781,5256,11608,9062,3836,12418,13527,25601,29375,11338,14228,23134,3879,1992,8512,2086,9121,5096,7803,7747,4956,2283,8163,21163,17323,2829,1607,3068,5692,6675,5550,6145,13246,14207,10132,13585,13612,22798,15668
2019-02-04,5971,5067,11142,9064,3377,10236,11731,22160,25805,10024,11917,18685,3399,1643,6283,1746,7605,5804,6819,6438,4021,1736,6693,22912,20185,2748,1465,2793,4892,5826,4573,5192,10997,12835,8228,12375,8946,18573,13023
2019-02-05,6275,5191,11118,8951,3286,8058,10132,23574,26530,10658,12067,13061,3392,1515,5384,2062,6613,6018,6534,5928,4079,1889,7011,20984,14962,1486,1289,2807,5357,5803,4158,4001,11832,10872,8367,12404,8480,15092,13898
2019-02-06,7236,6161,14248,10009,4466,14364,13843,28470,31301,12327,15742,21797,4407,2021,9363,2733,10125,6377,8900,8035,5212,2264,9084,28641,24721,2778,1612,3432,5937,7196,5699,5155,14157,13904,11467,16391,11845,21412,17242
2019-02-07,14494,12582,15152,18030,11895,35202,32343,60708,61878,27244,39917,53163,14518,7839,20764,7299,54512,12053,31385,29776,15328,9714,38736,71616,34833,11617,7130,8284,13734,16766,11464,12684,33142,37974,23860,28706,26199,41556,38435
2019-02-08,15700,12710,15711,18644,13341,37937,33266,63255,64183,28010,42073,57366,15361,8308,22024,7852,58970,15123,33318,33918,16501,10064,40573,79045,36953,12039,7479,8668,14562,17634,12702,13381,34769,42730,25819,31038,27690,44286,40567
2019-02-09,10852,8661,14607,14678,7798,24913,24060,44959,47066,18877,27176,40134,7454,3859,17060,4675,19074,8335,17282,16554,9173,4807,18473,51012,37610,8677,3053,5673,9598,11734,9614,9833,24043,27483,19074,24845,20195,38510,28743
2019-02-10,8260,6292,12781,11049,5333,17631,16455,32244,35193,14065,18735,28495,5164,2690,12063,3256,12795,7418,11128,9847,6820,3060,12656,30747,24065,3342,1981,3799,7295,9538,6528,7231,17336,19865,14139,19978,15308,28302,20906
2019-02-11,16053,13190,15609,19419,14977,40282,34546,64890,65752,29067,43406,56443,16176,8828,21790,8237,62392,16782,34869,33856,17084,10693,43584,83923,35785,12674,7719,9094,15197,18167,12323,13693,35809,41756,25261,31896,29003,43451,41605
2019-02-12,16161,13375,15467,19855,14996,41188,35175,64929,66137,29666,44233,58152,16373,8888,22366,8215,62914,17913,35513,34837,17313,10988,44084,85692,36570,13048,7679,8976,15090,18606,12287,13923,36137,42040,26166,32257,29464,44480,42187
2019-02-13,16589,13496,15970,19981,15152,41979,36179,66082,66675,29601,44011,59613,16558,9046,23174,8271,63299,18032,36091,34914,17103,11159,44496,86607,37564,13006,7585,9444,15407,18549,12958,13757,36474,42329,26318,32524,31170,45243,41825
2019-02-14,16702,13350,16117,19681,15098,42014,34895,66377,66991,29629,43911,59752,16317,8875,22845,8343,63156,18532,35500,34834,16933,11375,43916,87222,37481,12947,7572,9357,15662,18589,13027,13982,36336,43524,26672,33128,31101,46390,42200
2019-02-15,16607,13927,17660,20888,16146,45567,37860,70489,70288,31012,46385,62835,17035,8867,24147,8489,65329,18728,37610,36605,17833,11149,44981,89602,38893,12613,7727,9469,15840,19104,12945,14328,37577,44915,27087,32287,29820,47762,43375
2019-02-16,11600,9310,15611,16495,8315,31531,25608,49406,51682,20774,30890,45743,8402,4444,21721,5009,23297,10162,19000,20001,9760,4435,19435,54425,41922,9324,2876,6340,10602,13767,10674,11124,25677,28888,21723,26753,25032,42557,32943
2019-02-17,8800,6843,13275,12116,5604,18444,17633,34651,38162,15076,19833,31386,5981,2954,13244,3523,14452,9493,11695,11218,7079,3181,12156,33828,26391,3759,1958,4277,7763,9232,7209,6672,18782,20211,15099,21838,16647,31583,22460
2019-02-18,15462,13155,15719,19846,14806,40829,35205,65004,66945,28850,43661,56104,16004,8910,22347,8317,61802,18054,34817,33968,16794,10639,42912,82421,35685,12714,7649,8950,14504,18207,12037,13446,35744,41844,25287,31068,29043,42764,41895
2019-02-19,15984,13199,15847,19604,15443,42474,35117,64875,65831,29211,43889,58297,16676,8819,22317,8392,64429,17701,35750,35756,17636,11094,44022,86114,34473,11888,7484,9418,14688,18615,12200,13516,36475,42679,25962,30472,29180,42821,42549
2019-02-20,15813,13156,16004,19725,15342,42134,35306,66527,67056,29809,44121,58614,16263,8946,23170,8366,63066,18040,35626,35346,17341,11175,43187,89665,37335,12799,7405,9418,14828,18621,13018,13704,37336,44486,26837,31919,30512,45376,42730
2019-02-21,15527,13249,16362,20240,15099,42426,34804,65989,67070,29635,43761,58331,16195,8911,23240,8509,63296,18463,35647,35440,17501,10880,42784,88533,38198,13000,7476,9239,14756,18704,12685,13664,36990,44592,26940,31611,29501,45415,43084
2019-02-22,16377,13546,17023,20479,15344,43055,35289,67183,68358,29780,45135,60715,16358,9114,24423,8456,63192,19956,36075,36341,17759,10826,42135,88555,40431,13114,7206,9309,14940,18724,13292,14101,37307,45125,27622,33025,31107,48182,43848
2019-02-23,11963,9205,15339,16556,8687,35909,25961,50513,52368,21324,31107,45398,8776,4559,22504,5334,23753,17966,19744,21183,9851,5081,20145,55914,41706,9762,2958,6463,10604,14192,11242,11141,26073,29534,21327,27850,23761,43841,35099
2019-02-24,9424,6943,13414,12341,6078,21549,18348,36295,39054,15720,22047,32372,6119,3082,14214,3795,15779,16468,12105,12763,7320,3459,13413,34895,27963,4335,1997,4262,7972,10205,7186,7336,19283,21241,15853,22847,20195,31558,24631
2019-02-25,15424,13394,15539,19975,15196,41920,34554,66415,66554,29190,44191,56719,16185,9222,22750,8337,62140,19982,34441,34592,17055,10634,43520,84078,36947,12842,7451,9232,14438,18235,12690,13285,36267,42609,25649,31076,28992,43830,41814
2019-02-26,15850,13428,15894,20228,15393,43415,34951,66861,67149,29534,44600,58359,16538,9278,22959,8298,63170,22101,34982,35893,17542,10964,45136,89987,37937,13230,7525,9512,14799,18732,12578,13829,37017,42979,26220,31792,29694,45501,42768
2019-02-27,16052,13622,16118,20195,15432,45159,34961,67098,67753,29649,44512,59086,16125,9016,23341,8659,63711,21685,36006,35979,17424,11853,44013,88104,38470,12910,7420,9253,14857,18719,13075,13675,36826,44490,26951,31873,29782,46084,42037
2019-02-28,16228,13611,16271,20354,15455,43808,35379,66836,67827,29592,44983,60170,16059,9198,23371,8452,62337,22564,36296,36456,17700,11357,45828,92483,41542,13215,7448,9394,15117,18737,12977,14031,37538,44740,27471,32102,29537,46737,42859
2019-03-01,11123,8235,15421,14205,7806,25943,21265,43068,44839,18343,25515,37280,7233,3678,15057,4588,19103,22824,16040,16141,8675,4922,24043,94598,46480,9508,2842,5851,9286,10847,9513,8693,22489,25959,18277,24010,20158,37186,26611
2019-03-02,10389,8415,14038,14619,7785,27369,22968,44264,46602,18234,26546,37235,7053,3800,17791,4494,17397,18193,15753,15269,8684,4177,17135,41367,36954,8470,2734,5638,9563,11395,8930,9274,23456,26951,18282,25274,21616,39262,28150
2019-03-03,9444,6662,13292,12034,5812,19369,16712,34141,37349,14639,20213,29683,5517,3009,12259,3497,14175,15001,11112,10298,7019,3260,12267,28711,22734,3391,1802,4143,7462,9129,7187,6960,18109,20675,14554,22287,17571,30413,22235
2019-03-04,16236,13452,14566,20582,15327,41771,37345,66415,67262,29707,45399,55966,16219,8893,21782,8218,59874,18376,33873,34086,17474,11590,45627,79616,30524,12388,7308,9383,15458,18862,12445,14454,36858,41270,25820,32830,30850,43420,42504
2019-03-05,16457,13460,15010,20745,15452,41591,36834,66403,67028,30061,45279,55376,16681,8799,22128,8411,61515,17131,34410,35161,17862,11833,46448,83175,30450,12193,7541,9556,15755,18972,12271,14573,36884,42123,26407,32585,33726,43762,43333
2019-03-06,16544,13461,15178,20692,15607,42873,37422,67577,67468,30375,45436,57499,16634,8794,23299,8447,62843,17637,35186,35084,17891,12343,47323,83642,32342,12163,7738,9848,15797,19041,12867,15040,37708,43829,26780,32960,30995,44056,43038
2019-03-07,16894,13618,15690,21019,15719,42662,37985,67434,68052,30612,46002,57691,16512,8963,22956,8542,63197,19180,35424,35743,18332,12174,47285,85730,34576,12967,7807,9801,16104,19278,12980,15118,37846,44422,27687,34098,32194,46026,44117
2019-03-08,17241,13944,16254,21492,15697,43686,38590,69277,69659,30907,47039,61014,16753,9196,24618,8463,64131,22396,36488,36973,18387,11368,45667,89254,38092,13098,7869,9845,16282,19557,13493,15228,38691,45478,28583,34749,32790,48880,44497
2019-03-09,12180,9308,15550,16560,8980,32042,26763,50902,52178,20977,30763,45215,8345,4650,21385,5337,24350,22169,19783,19663,10209,5413,20979,52645,40309,9427,3602,6413,10855,13397,11386,10946,26703,30307,22108,30395,26661,44924,33477
2019-03-10,8756,6877,13075,11895,5865,19987,17010,34932,38002,14898,21068,30372,5809,3018,14207,3687,15111,15938,11726,10936,7101,3459,13449,34592,24841,3934,2268,4370,7898,10171,7093,7369,18962,20867,15507,22919,21171,31405,22696
2019-03-11,16789,13665,15229,21110,15433,42852,37546,67864,68015,30350,46316,56447,16378,9232,22386,8567,61792,18465,34217,34940,17657,11601,46349,82432,33045,12673,7715,9551,15670,19027,12364,14866,37071,42631,27234,33041,31293,43496,43129
2019-03-12,16764,14237,14988,20915,15705,43179,37434,67514,67869,30588,46259,56338,16593,8890,22951,8393,62962,17344,35086,36090,17771,11876,47606,84602,32783,12181,7885,9349,15508,19168,12040,14911,37246,42378,27114,32341,31254,44014,44213
2019-03-13,17182,14170,14828,20959,15654,44773,38106,67953,68569,30604,45770,57494,16511,8979,23169,8372,63050,18490,36040,36102,17794,12424,47873,87050,34392,12377,8060,9763,16153,19309,12770,14661,37514,44097,27575,33501,31611,45264,43839
2019-03-14,16939,14112,15239,20853,15594,43721,37962,68003,68529,30537,45750,57968,16373,9132,23203,8485,62043,18398,35480,36301,17843,11672,46822,87029,34018,12600,7906,9560,16040,19462,12648,15088,37652,44004,27938,33539,32217,45519,43835
2019-03-15,16759,13783,16041,21201,15433,44664,38218,68111,68832,31061,46600,59908,16552,8958,23276,8526,63108,18665,36419,37515,18376,11665,46546,86757,36636,12658,7960,9734,16007,19518,13015,15126,37948,44277,28281,33923,32770,47454,44257
2019-03-16,11717,9717,15312,16724,8529,34730,26158,50801,52409,21212,31575,46169,8352,4628,21693,5293,24547,19762,18704,20513,9949,5230,21960,52640,38998,9140,3572,6596,10988,13246,10506,10460,26309,29685,22141,28370,25886,43563,33959
2019-03-17,8981,7230,13599,12843,5987,20477,17664,36238,39718,15138,21149,30871,6025,3105,13487,3862,15874,21393,11872,12369,7274,3736,14171,45599,26019,3921,2321,4534,8441,9855,7913,7750,21300,22433,17273,26418,19114,32812,23723
2019-03-18,17057,13708,15334,20756,15497,41751,37356,67385,67579,30326,46368,53466,16219,8953,22538,8385,62064,20291,34304,35159,17642,11538,45814,81428,33370,12760,7767,9588,15685,18990,11987,14949,36949,42025,26371,33209,31790,41337,43285
2019-03-19,17433,13892,15073,21230,15788,43870,37514,68002,68580,30762,46504,58208,16346,9140,23032,8306,62651,22014,34752,36129,18109,11809,47164,84434,33586,12813,7798,9777,16189,19651,12260,15163,37586,43023,27351,33716,33470,46030,44114
2019-03-20,17167,13549,15222,20798,15416,44819,37359,67025,67482,30535,45349,56819,16465,8694,22810,8433,63924,17551,35836,36210,18243,12239,47610,85847,33185,12014,8072,9686,15723,19405,12436,15046,36946,43669,26923,32719,30288,43504,43467
2019-03-21,16665,13609,15502,20756,15233,44884,37855,67860,68099,30568,45535,57734,16517,8999,23138,8414,62658,18435,35764,36372,18174,11733,47929,87071,34871,12542,8027,9525,15903,19140,12163,15365,37433,43981,27308,33109,30222,45093,43489
2019-03-22,16985,14017,16327,21237,15539,45155,38008,69112,69650,30749,47236,60255,16624,8920,24108,8368,63272,22123,36695,37534,18271,11270,46107,86676,38034,12835,7842,9668,16010,19370,12976,15317,38028,44950,28126,34257,34697,48403,44278
2019-03-23,12158,9234,15002,15968,8188,34219,25378,48851,49733,20422,30409,44732,8294,4324,19708,4971,23283,13708,18693,19735,10018,5166,21947,50413,35246,8453,3301,6214,10304,12946,10037,10035,25456,28749,20927,27172,25728,40490,32512
2019-03-24,9114,6824,12799,12692,5760,20205,17853,35807,39048,15052,21375,30823,6135,3019,13325,3657,15959,21023,12062,11529,7367,3796,13945,35706,25076,3845,2422,4343,7954,9838,6927,7262,19085,20836,15780,24461,20545,31344,23587
2019-03-25,16185,13505,15007,21134,15278,42373,37260,67016,68220,30207,45183,55659,16371,8979,22201,8374,61578,19152,34386,35003,17248,11560,46100,80018,31757,12591,7781,9495,15592,19008,11791,15024,36796,42186,26173,32338,31494,43456,42928
2019-03-26,16733,13908,15007,21339,15696,43466,37494,67660,68689,30648,46556,57230,16342,9224,22905,8600,63540,23496,35224,36323,18254,11766,47613,85072,33386,12687,7677,9661,15925,19221,11962,15010,37506,42657,27330,33757,33395,44385,43511
2019-03-27,16763,13556,15245,21378,15605,43990,37991,68397,68265,30359,45934,57999,16297,8873,23149,8563,63705,19821,35639,36798,17894,12137,47942,87049,33637,12393,7641,9623,16141,19176,12403,14890,37712,44368,27220,33103,31569,44480,43379
2019-03-28,16769,13801,15862,20967,15778,43911,37135,68580,68700,30578,46041,58318,16446,8946,23107,8346,63990,21920,35262,36557,18432,11747,47142,86096,34877,12807,7834,9550,15939,19450,12000,15059,37989,44465,27246,33884,31902,45466,43545
2019-03-29,16895,13933,16524,21510,15724,44831,38553,69757,69894,30510,46432,60313,16461,9106,23830,8498,63289,29723,35722,37391,18200,11211,45125,87838,37500,12825,7672,9807,16274,19373,12755,15296,38333,44653,28107,34641,34054,48147,44364
2019-03-30,11428,9133,16075,15949,8411,32938,24900,48231,49694,19830,29182,43202,8046,4155,20167,4956,23554,12350,18355,18080,9596,4534,19177,47910,33875,8104,3236,6100,9787,13837,9915,9912,24752,27351,20032,24990,23331,40229,32027
2019-03-31,8734,6952,14209,11940,5720,19922,17053,34334,37701,14434,20611,29604,5932,2875,13469,3499,14898,15808,11506,11133,6940,3403,12595,32378,22101,3568,2244,4288,7808,9226,7172,6990,18199,19996,14743,21888,16462,30010,22350
2019-04-01,16311,13569,14844,20745,15325,41799,36969,67258,67863,26739,47515,54942,16287,8816,22083,8418,61721,23341,33883,35151,17109,11825,45741,79051,31961,12223,7831,9360,15324,18865,11579,14973,36613,42029,25895,32435,31000,42739,42127
2019-04-02,16624,13804,14816,21363,15587,42872,37438,67499,68428,26628,48415,56510,16319,9043,22781,8437,63201,26931,34697,36101,18032,11674,47311,83725,32222,12544,7570,9513,15749,18999,11778,14956,37184,42161,27479,33602,31743,43925,43199
2019-04-03,16920,13883,15304,20957,15588,44473,36983,68351,69105,26801,47931,57744,16426,9007,22966,8415,63816,27055,35516,36593,17911,11981,46836,87458,34078,12333,7548,9888,16045,19135,12347,15123,37360,43754,27470,34247,31865,44433,43403
2019-04-04,16561,13884,15236,20617,15487,43320,36491,67533,68906,27015,47172,56781,16411,9043,22786,8521,64992,33679,35055,36987,18067,11807,48072,87140,34162,12443,7598,9615,16014,19174,12073,15224,37244,43751,27355,33795,31908,45069,43986
2019-04-05,17101,14028,16442,21499,15561,44414,37844,69364,70194,27308,47869,61164,16365,8881,23668,8599,70697,66537,36420,37460,18060,11377,45700,87247,36957,12651,7610,9592,16082,19123,12648,15325,37532,45090,27720,35516,32330,47453,43799
2019-04-06,11497,9116,14784,15918,8403,31434,25313,48235,50555,17733,31151,44226,8303,4668,19457,5406,37506,52452,18119,20397,9731,4890,20074,48379,34320,8562,3081,6149,10472,13819,10177,10299,25234,29555,20325,29077,26643,40524,31692
2019-04-07,9706,7122,12821,13201,6526,20259,19011,38680,41705,14536,23914,35336,7417,3545,14796,4929,43244,116222,14412,13994,8186,3849,14598,36718,24329,4432,2047,4750,8265,10388,7974,7651,19733,23003,16150,31186,22029,32610,24196
2019-04-08,16726,13680,14910,21160,15483,43000,37419,68385,69212,26868,47936,56355,16799,9006,22749,8626,72579,62428,35347,36300,17388,11608,46512,81523,32293,12402,7457,9569,15562,19056,11683,15075,36708,42376,26253,34647,32306,43502,42788
2019-04-09,16418,13746,14631,20966,15684,42672,37793,67388,68521,27426,48042,56808,16824,8752,22470,8629,69072,31935,36129,37867,18467,12454,48936,86963,32362,12305,7611,9529,15706,19266,11601,15395,37177,42286,26624,34060,31936,43186,43868
2019-04-10,16674,13607,15121,20760,15534,43722,37891,67320,67831,26440,46677,56496,16247,8674,22602,8462,66802,28591,35585,36723,17943,12021,47759,84497,33190,12060,7711,9326,15683,19178,12051,15315,36839,43805,26762,33766,31593,43594,42919
2019-04-11,16859,14226,15632,21216,15928,44000,38149,69173,69754,27413,47979,58434,16937,9126,23424,8712,74245,51775,36285,37687,18115,11648,47570,85690,35169,12832,7791,9839,16121,19207,12230,15520,37566,45082,27303,35954,33239,45618,43647
2019-04-12,17491,13758,16095,22013,14000,39882,38385,70092,70233,27538,48438,61893,16290,8922,24499,8433,70252,66946,35905,36971,18404,10990,46188,85064,37829,13056,7763,9631,15868,19341,12927,15483,37967,44904,28445,37280,33372,48803,44334
2019-04-13,12513,9893,15315,17973,9041,34313,27258,53230,53955,19058,33756,48803,9880,4905,21792,6125,40429,112272,20713,22188,10756,5848,24072,60732,39682,9443,3433,6684,11051,13828,10904,10760,26588,30384,22399,37757,32830,43310,34909
2019-04-14,9064,6625,12406,11923,5332,20415,17351,32845,36403,12608,20612,28247,5790,2826,12690,3902,17781,25088,11232,11833,6987,3509,13006,29534,20325,3426,2288,3880,7222,10124,6405,6640,17755,19214,14433,19129,17409,28495,22446
2019-04-15,16474,13777,15104,20844,15565,42122,37282,67600,68104,26434,46914,53105,16025,9120,22083,8486,64806,32979,34648,35646,17760,11421,46170,82142,33149,12395,7737,9403,15438,18728,11589,14833,36936,42044,25925,33562,31810,40953,43017
2019-04-16,16940,13916,15063,21271,15592,43375,37595,68663,69077,27216,48021,56889,16313,9050,23047,8369,65498,31657,35140,36811,18444,11762,47424,86354,33516,12744,7862,9418,15057,19250,12018,15152,37008,42778,26768,34142,32336,44685,43467
2019-04-17,17021,13994,15094,21133,15744,48095,37913,69484,69115,27454,47484,57021,16318,9399,22996,8540,64642,32545,36010,37020,17986,11872,48733,88728,34310,12669,7681,9712,16031,19258,12171,15358,37510,44316,27204,35052,32357,44795,43985
2019-04-18,15994,13492,15096,20438,15246,44729,36658,67483,67889,26803,46691,55923,16177,9123,22188,8389,62922,22080,35032,35917,18095,11560,46300,84959,32655,11611,7630,9475,15738,18443,11746,14822,36216,43089,33007,28983,27645,37395,37979
2019-04-19,16228,13885,15990,21475,15720,45707,38204,69440,69386,27079,47732,59957,16116,9061,23675,8374,63363,37327,36362,37458,18018,11799,46275,89187,37582,12808,7611,9739,16113,19054,12708,15516,37549,44780,27286,34923,32464,47797,43632
2019-04-20,13422,9562,14466,17214,8982,32870,25553,49854,51984,18117,32083,45606,8108,4438,19702,5404,27080,49583,19334,19553,10482,5078,21034,67190,38213,9210,3318,6503,10662,12840,10239,10895,26152,28789,21524,31988,27763,41821,33360
