date,방화,개화산,김포공항,송정,마곡,발산,우장산,화곡,까치산,신정,목동,오목교,양평,영등포구청,영등포시장,신길,여의도,여의나루,마포,공덕,애오개,충정로,서대문,광화문,종로3가,을지로4가,동대문역사문화공원,청구,신금호,행당,왕십리,마장,답십리,장한평,군자,아차산,광나루,천호,강동
2020-05-07,13164,10432,11135,13532,17227,40256,28226,56399,57980,24416,37141,47024,14773,8291,18089,7668,55266,23157,29504,30181,14596,10662,36763,65971,24140,12502,6441,7714,12697,15436,9285,10539,30932,37003,22857,28245,25049,37057,40049
2020-05-08,13231,10372,11871,13977,17394,41261,28821,57586,59163,25155,37902,49984,15254,8183,18885,7765,56540,20034,30181,30890,14963,10631,36651,66143,23131,12130,6429,7763,12972,15851,9560,11015,32025,37072,22923,28582,25735,39129,40676
2020-05-09,7419,5888,9147,8644,6523,23247,15769,32546,34659,13610,19443,28051,5663,2937,10996,3677,14045,5226,11766,11967,6259,3411,11234,19411,15640,5335,1658,3987,6729,8621,5977,6492,16395,17647,13874,17198,13906,27296,23884
2020-05-10,6395,4870,8595,7026,4798,15525,11807,24646,28257,10455,14335,21160,4387,2120,7276,2849,9665,13989,8193,7864,4926,2614,8066,16354,12116,2369,1033,2944,5264,6700,4417,5385,12711,12847,11087,17434,12544,21651,17531
2020-05-11,12834,10095,10444,13291,16911,38412,27584,55127,57145,24009,36095,44917,14822,8065,17563,7773,54329,18894,28671,29659,14021,10542,36734,63873,21935,12241,6404,7646,12222,15346,9024,10474,30622,35941,22254,26961,23910,35128,39602
2020-05-12,12653,10020,10568,12913,17018,38448,27298,54617,56121,23986,36159,45077,14760,8105,17711,7698,54147,18636,29052,29978,14174,10932,36760,63866,22198,12184,6312,7562,12161,15092,8876,10403,30246,35554,22430,26886,23983,35708,39557
2020-05-13,12898,10224,10598,13106,16810,38455,27289,54875,56751,24100,36563,45404,14720,8154,17903,7754,55168,21195,29367,29947,14246,10568,36593,65021,22623,12314,6287,7679,12392,15108,9236,10410,30333,35921,22574,27454,24359,36176,39739
2020-05-14,12660,10098,10617,12875,16603,38023,26934,53910,56109,23877,35948,44341,14331,8101,17763,7543,53974,19958,28590,29415,14113,10613,35858,63638,21497,12249,6222,7530,12044,14835,9258,10486,30215,35698,22529,26971,24206,35377,39003
2020-05-15,12274,9441,11320,12762,16897,37207,26961,53202,54982,23567,35666,45531,14417,7495,17320,7517,53684,13201,28833,29724,14055,10370,35118,63830,20692,11441,6265,7490,11802,14780,9300,10390,29960,34861,22641,25189,23150,34658,38620
2020-05-16,8487,6282,10033,9595,7061,24494,16844,34188,37687,14273,21109,30452,6222,3377,12279,4122,16236,11312,12731,13029,6690,3375,11992,22798,16838,6287,1714,4357,7465,9361,6624,6898,17496,19420,15269,20140,16233,28835,25064
2020-05-17,6497,4979,9086,7266,4608,15233,11828,25304,27942,10595,14555,21285,4506,2398,7313,2939,11157,14847,8313,8540,4765,2599,8714,17592,11446,2465,1045,2996,5369,7067,4824,5392,12706,12390,10983,19188,13603,21522,17783
2020-05-18,12565,9652,10191,12802,16908,36461,26597,53295,54478,23687,34650,42908,14704,7729,17207,7516,53907,14779,28000,28171,13794,10102,35705,64594,20636,11885,6442,7504,11789,15056,8558,10051,29479,34679,21184,25520,22843,33077,39057
2020-05-19,12541,9734,10542,12660,17033,37490,27086,53025,54996,23543,35101,44037,14462,7829,17361,7570,53801,15428,28656,29043,14017,9980,35482,64461,21480,11893,6305,7546,11944,14929,8915,10288,29627,34865,21827,25562,22952,34013,38023
2020-05-20,13295,10244,11099,13489,17608,39232,28676,56211,58144,24570,36947,45616,15013,8356,18311,7797,55030,19870,30024,30466,14714,10249,37135,67555,23990,12808,6450,7911,12836,15740,9474,10872,31179,36537,23315,28777,25227,36488,40425
2020-05-21,13481,10288,11389,13162,17381,39592,28362,55627,57376,24519,37017,45767,14948,8372,18147,7851,55512,21239,29968,30598,14359,10542,36583,66144,23705,12707,6283,7652,12649,15588,9380,10813,30878,36078,23073,28278,25372,35730,39546
2020-05-22,13324,10098,11577,13768,17613,39479,28884,55923,58133,24416,37140,47565,14780,8188,18502,7765,55143,19290,29884,30678,14466,9793,35954,65727,24837,12700,6344,7936,12779,15622,9776,10967,30897,36638,23806,28340,25287,37348,39931
2020-05-23,9719,6917,10717,10047,7911,25402,18324,37206,39973,15242,22250,32960,6737,3801,12792,4342,18529,23301,14375,14113,6935,3790,13758,26337,20823,7022,1964,4571,8125,10402,7320,7962,18655,20408,16644,24919,19516,31220,26831
2020-05-24,3711,2636,6646,4064,2784,9645,7082,28300,26904,9820,13384,19415,4329,2056,7018,2850,9618,11711,8100,7955,4707,2499,8543,16769,12468,2495,1094,2890,5157,6271,4071,5284,12030,12211,10785,16395,11790,20068,16692
2020-05-25,13019,9834,10624,13666,16459,37766,27989,55428,57128,24035,36339,44733,14950,8247,17925,7739,54182,19196,28962,29814,13866,10466,36321,64224,22933,12787,6189,7779,12505,15327,9395,10568,30727,35896,22258,27476,24548,35255,39133
2020-05-26,13090,10063,10925,13357,16490,38314,28021,55047,56710,24329,36543,45447,15069,8079,17798,7889,55222,16361,29799,30587,14590,10887,36735,66439,23272,12477,6540,7786,12353,15477,8923,10793,30689,36134,22664,27716,24425,35116,40213
2020-05-27,13519,10010,10729,13416,16841,39421,29038,55665,57831,24635,36905,46758,15051,8279,18300,7866,55867,22313,30211,30771,14876,10547,36936,67212,24412,12710,6361,7921,12676,15430,9254,10600,31228,36159,23172,29321,25574,36802,39954
2020-05-28,12993,10012,10868,13511,16981,38175,28487,54643,56572,24469,36490,45382,14821,8047,18020,7664,55063,20700,29292,30498,14531,10512,37396,67092,23868,12722,6269,7733,12146,15144,8865,10514,30888,35649,22697,28235,24794,35465,39274
2020-05-29,13227,10010,11980,13457,16808,38608,28970,55390,57346,24660,37161,46175,14691,8139,17962,7651,52948,22756,29574,30064,14531,10166,34567,65795,24670,12305,6170,7730,12164,15032,9243,10976,30944,36171,23474,28434,25334,37976,39542
2020-05-30,9117,6745,10243,9310,7102,23169,17876,35006,38431,14951,21084,30019,6269,3598,12340,4284,16512,23121,13399,13120,6600,3499,12682,24653,19668,6617,1811,4493,7157,9727,6628,7117,17822,19976,15801,23287,17878,30830,25201
2020-05-31,6353,4700,8959,6910,4493,14105,10944,23409,26887,10051,13348,19393,4249,2320,6826,2864,9872,14919,7805,7976,4533,2399,8177,17006,12415,2463,1165,2920,4895,6438,4451,5228,12365,12514,10800,18638,13097,21464,17179
