date,개화,김포공항,공항시장,신방화,마곡나루,양천향교,가양,증미,등촌,염창,신목동,선유도,당산,국회의사당,여의도,샛강,노량진,노들,흑석,동작,구반포,신반포,고속터미널,사평,신논현,언주,선정릉,삼성중앙,봉은사,종합운동장,삼전,석촌고분,석촌,송파나루,한성백제,올림픽공원,둔촌오륜,중앙보훈병원
2020-01-29,4961,19028,6541,14882,21813,19502,44435,15243,22965,36925,8318,15893,40161,37851,53260,12645,60266,9145,18198,3436,6688,6231,29563,6764,72097,21449,21114,14712,36592,9442,12916,11678,14449,9299,4726,11064,1986,19886
2020-01-30,4920,18293,6348,15178,21838,19508,44277,15061,22692,36796,8139,15931,40852,37196,54004,13225,60649,9062,18120,3519,6722,6491,30265,6909,73135,21526,21219,14847,37969,9413,12977,11601,14740,8990,4625,11022,1922,19605
2020-01-31,4950,18378,6389,15002,22321,19807,44817,15211,22963,37082,8319,16046,41732,37423,53718,12876,63035,9159,18161,3532,6485,6135,32791,6961,76717,21755,21005,14926,37152,9594,13087,11395,14904,9166,4699,11054,1884,19035
2020-02-01,2400,14633,4672,9237,13720,10820,26931,7982,12803,21191,4161,6477,24444,8729,15670,5171,48268,5852,11929,2518,4576,3823,27777,3565,49255,10316,8885,6029,20918,6136,8474,7107,9586,6672,2944,9704,1036,8324
2020-02-02,1950,12759,3648,6900,9335,7707,19945,5959,9260,15699,3001,4686,16960,9570,10632,3682,32430,4706,8150,1965,2836,3246,21416,2430,27599,6210,6229,3867,14881,4173,6425,5405,6779,4880,2251,8274,1237,7070
2020-02-03,4700,15750,6202,14376,20677,18684,42338,14839,22130,35008,7753,16058,37687,35917,50604,11821,56200,8637,16944,3276,6155,5729,26591,6460,67145,20770,20260,14348,34976,8781,12654,11004,13874,8522,4269,10219,1788,19045
2020-02-04,4619,15676,6224,14574,21231,19126,42570,15100,22472,35676,7888,16123,39154,36842,51487,12027,56768,8725,17184,3241,6285,5864,26361,6410,68928,21236,20012,14389,36233,9052,12746,10961,14180,8965,4286,10203,1669,18880
2020-02-05,4453,15177,5961,14194,20958,18603,41281,14689,21622,34563,7583,15412,38654,37642,50428,11864,56515,8656,16416,3050,6216,5886,26022,6282,67884,21152,20056,14464,35157,8991,12641,10796,13886,9190,4200,10565,1861,18192
2020-02-06,4380,15499,5953,13620,20557,18554,40843,14353,21303,34216,7678,15719,37565,35287,50534,11754,56853,8534,16521,3056,5881,5757,25812,6090,67182,20399,19435,14282,33809,8665,12131,10615,13076,8539,4040,10775,1578,18067
2020-02-07,4546,16646,6228,14418,21482,19007,42767,15194,22190,35833,7905,15949,39258,36232,51462,12070,61015,8557,17134,3201,6073,5905,30264,6368,73493,20619,20019,14611,34136,9156,12663,10649,13626,8871,4190,16172,1609,17950
2020-02-08,2446,13902,4485,8847,13261,10413,25751,7491,12232,20672,3813,6382,23926,8257,15332,5199,46739,5670,11686,2326,4871,3928,26944,3486,49424,10200,9365,6014,20280,5669,8200,6846,8947,6489,2654,13592,953,7893
2020-02-09,1763,12836,3547,6856,9723,7667,19757,4728,8993,15777,2968,4509,16970,9557,10320,3258,32314,4492,8327,1940,2917,3135,22452,2293,29999,6407,6283,3496,14617,4073,6335,5178,6627,4844,2216,13225,1147,6155
2020-02-10,4839,15639,6256,13924,20885,18766,41921,14854,21910,34959,7977,15710,38249,35157,50813,11867,57074,8362,16517,3232,6142,5878,26579,6074,69282,20388,19650,14006,33384,8718,12381,10356,13347,8293,4135,10031,1683,18688
2020-02-11,4759,16611,6173,14123,21691,19207,43457,15056,22166,35851,8013,15895,38718,35759,51943,12260,58763,8763,17402,3454,6241,5850,28087,6314,71522,20811,20319,14078,34897,8928,12810,10690,14079,8740,4282,10450,1778,19381
2020-02-12,4596,16145,6099,13915,21168,18748,41695,14579,21888,35496,7743,15913,38750,37083,51399,12062,57707,8711,17058,3133,6503,5969,27517,6349,69704,20713,19951,14138,35371,9037,12821,11024,13525,8722,4288,10129,1861,18858
2020-02-13,4643,17880,6207,14362,21901,19050,43417,14999,22081,36037,7880,15367,40202,35979,52903,12532,60106,8770,17385,3349,6714,5852,29624,6483,73010,20791,20511,14465,36900,9203,12815,11064,14135,9036,4226,10560,1735,19223
2020-02-14,4929,19266,6624,14698,22976,19746,44905,15774,22761,37180,8323,15869,41396,37125,54487,12346,65049,9040,18474,3470,6408,6261,34946,6778,79319,21239,21364,15010,39039,9490,13452,11539,14981,9463,4621,11207,1746,19757
2020-02-15,2794,17362,4773,9629,15114,11414,28744,8288,13529,22832,4307,6901,25702,9839,17365,5253,52072,5841,11931,2647,5312,4367,32026,3758,54808,10950,10658,6220,22904,6127,9087,7702,10339,7093,2983,10736,1176,9037
2020-02-16,1887,16104,3717,7349,10295,8168,20814,6105,9727,16702,3102,4968,17932,10241,11440,3623,36164,4764,8661,1745,2671,3470,23957,2615,32061,6466,6444,4046,16879,4516,6881,6092,7090,5293,2326,9171,1239,6695
2020-02-17,4783,18243,6182,14240,21354,19256,42889,15401,22491,36214,8117,16178,38547,37994,53102,12213,57851,8620,17049,3183,6359,5804,29189,6788,70979,21461,20227,14605,37112,9532,13707,11628,13947,9313,4581,10889,1938,19788
2020-02-18,4666,17946,6198,14126,21479,19286,43295,15295,22593,36057,7947,15864,39273,37324,52586,12335,58131,8672,17128,3303,6367,5696,28862,6668,72567,21587,20238,14380,36197,9312,13050,11248,14391,9156,4408,10500,1772,19703
2020-02-19,4826,17565,6343,14477,22123,19546,43176,15315,22667,36255,8258,15707,39787,38006,52845,12197,59720,8848,17750,3373,6573,5777,29210,6583,72834,21495,20450,14596,36311,9096,13119,11317,14118,9173,4416,10764,1741,19416
2020-02-20,4785,18227,6452,14197,22039,18999,42524,14822,22138,35733,8006,15513,39481,36580,52320,12119,58907,8605,17254,3378,6053,5699,28581,6357,72547,20909,20277,14256,35489,9058,12889,11172,14119,8962,4426,10739,1696,18642
2020-02-21,4599,17667,6115,13722,21174,18841,41422,14545,21613,34876,7685,15216,39465,36301,50751,11727,59684,8575,16609,3165,5770,5589,29791,6190,73483,20506,19854,13809,34692,8738,12978,11309,13897,8973,4325,10451,1592,17994
2020-02-22,2020,13233,4106,7805,12091,9474,23168,6881,11077,18923,3498,5660,21006,8003,13697,4354,41634,4824,9807,1919,5519,3273,23156,2889,43934,9105,9071,5309,18381,4757,7843,6854,8355,5916,2505,5846,869,6890
2020-02-23,1439,11363,2958,5514,8053,6476,16142,3604,7409,12849,2303,4018,13396,6816,8976,2659,26736,3525,7171,1511,1844,2062,15714,1607,23965,5110,5131,3203,11880,3110,5254,4506,5582,3992,1749,4274,716,4891
2020-02-24,4214,13417,5290,11837,18217,16302,36477,13305,19265,30714,6675,13607,32268,31541,43978,10063,48118,7233,13534,2752,4706,4436,20116,4774,57179,17679,17462,12187,29378,7206,10946,9276,11660,7286,3584,8434,1398,15819
2020-02-25,3793,12013,5001,10975,17174,15119,33825,12362,17772,28287,5803,13069,30387,27540,40904,9243,39182,6543,11923,2358,4119,3862,17366,4323,52619,16995,16323,11718,26615,6598,10383,8955,10683,6834,3391,7492,1225,14522
2020-02-26,3776,11501,5071,10788,16897,14977,34059,12165,17389,28159,5952,12494,29422,29543,40334,9200,38944,6708,12002,2627,3907,3892,17468,4278,51405,16416,15853,11421,25311,6279,10104,8709,10681,6722,3284,7423,1197,13825
2020-02-27,3663,11104,5046,10566,16466,14666,32947,12036,16842,27354,5650,12089,28982,28236,38266,9066,38022,6356,11778,2565,3748,3677,16735,4117,49614,16038,15029,10782,23486,6188,9890,8576,10498,6599,3158,7259,1200,13407
2020-02-28,3521,11552,4793,10347,16274,14348,31621,11636,16471,26251,5323,11172,28619,26945,34717,8695,37739,6160,11229,2245,3787,3596,16187,4069,48851,15505,14633,9949,22707,6092,9841,8361,9930,6589,3096,6705,1283,12858
2020-02-29,1701,9253,3145,5845,8951,7104,16909,5179,8441,13266,2284,4032,13528,4709,7217,2989,24344,3384,6785,1530,2303,1986,11919,1747,27149,6172,5706,3509,10268,3102,5795,4713,5917,3986,1655,3728,644,4523
2020-03-01,1114,7974,2294,3920,5656,4642,11411,3508,5376,8855,1516,2773,8762,3495,4955,1841,16856,2323,4255,1189,1222,1201,8750,1069,15071,3360,3244,2193,6798,2028,4122,3184,3969,2675,1192,2605,341,3068
2020-03-02,3757,10555,4951,10370,15956,14193,32244,11874,16656,26255,5508,11125,27010,26356,34510,8312,40398,6121,11592,2530,3935,3603,14694,4023,45093,15429,14756,9803,22303,6020,9522,8368,10130,6408,3001,7010,1206,13617
2020-03-03,3591,10471,4943,10113,16482,14376,31886,11587,16473,26325,5491,11019,27114,25512,34558,8211,39941,6111,11583,2398,3716,3579,14407,3941,45457,14870,14297,9694,21997,6064,9472,8248,9986,6637,3075,7014,1179,13728
2020-03-04,3494,10578,4723,10370,16320,14624,31426,11581,16425,26443,5452,10999,27703,26913,34983,8374,40714,6050,11508,2356,3863,3608,14311,3984,46080,15333,14563,9781,22201,6169,9619,8537,10052,6771,3078,6771,1181,13530
2020-03-05,3514,10982,4819,10326,16315,14518,31584,11501,16243,26430,5561,10974,28314,26511,35808,8271,40575,6208,11452,2431,3851,3583,14672,4090,46958,15190,14479,9863,22568,6185,9470,8322,10083,6739,3173,7073,1179,13624
2020-03-06,3705,11926,5084,10728,16782,14589,32899,11865,16575,26924,5646,11368,29247,26322,36349,8497,43408,6255,11801,2548,3995,3849,17291,4083,51239,15423,14827,9873,22912,6426,9842,8680,10606,7084,3196,7458,1171,13763
2020-03-07,1705,9957,3391,6115,9336,7434,18168,5588,8808,14134,2468,4436,15315,4785,9101,3212,28927,3792,7016,1612,2331,1999,13781,1957,31056,6454,5798,3812,11455,3606,6120,5140,6639,4512,1761,4330,613,4957
2020-03-08,1366,8589,2427,4237,6537,5132,12705,3029,5975,10025,1677,3181,10351,3790,6885,2063,21067,2705,4916,1439,1339,1515,11474,1187,18138,3643,3720,2551,8153,2512,4463,3650,4901,3238,1547,3602,444,3902
2020-03-09,3728,10839,5024,10761,16915,14697,33064,11869,17116,27522,5696,11770,29057,27057,37648,9077,40717,6425,12145,2635,4128,4002,17183,4186,50785,15858,15663,10260,24096,6476,9948,8663,10625,6656,3394,7601,1440,14529
2020-03-10,3492,10357,4874,10527,16308,14506,31861,11539,16482,26541,5418,11478,28411,27218,37203,8680,36524,6180,11431,2353,3840,3791,15579,4160,49417,16089,15230,10797,23073,6577,9899,8715,10196,6774,3152,7078,1216,14020
2020-03-11,3517,10817,4997,10425,16789,14791,32771,11588,16603,27217,5602,11554,29045,26249,37780,8740,37799,6223,11774,2664,3820,3869,16483,4145,50881,15899,15489,10662,23540,6449,9931,8986,10791,7279,3305,7694,1205,14112
2020-03-12,3433,10633,4886,10319,16444,14421,31782,11459,16488,26951,5510,11290,28474,25707,37234,8528,36885,6211,11902,2586,3795,3818,16353,4015,50674,15572,15236,10519,22977,6531,9905,8748,10545,6964,3259,7575,1298,13939
2020-03-13,3504,11262,5093,10390,16794,14427,32520,11660,16836,27363,5521,11318,29597,25949,37028,8823,39248,6234,12198,2560,3994,3799,18919,4072,54229,16096,15542,10492,23103,6594,10088,8769,10876,7132,3406,7423,1256,13553
2020-03-14,1753,9998,3522,6401,9521,7493,17997,5525,9113,14827,2487,4645,15432,4779,10289,3386,26202,3819,7260,1861,2395,2256,14863,1942,33575,7015,6429,4108,11593,3805,6458,5450,7155,4904,2085,4491,678,5113
2020-03-15,1238,7994,2405,4292,6057,5247,12639,3784,5980,10278,1794,3001,10350,3523,6330,1983,18763,2539,5012,1479,1508,1293,11163,1201,18452,3784,3929,2466,8063,2620,4598,3789,4612,3423,1376,3083,392,3692
2020-03-16,3562,10383,5039,10702,16521,14909,32736,11893,16719,27495,5692,11534,28448,26412,37449,8951,41768,6310,12036,2649,4296,3834,16892,4073,49632,15864,15681,10886,23548,6329,10094,8657,10829,6972,3352,7566,1227,14080
2020-03-17,3480,10256,5067,10681,16626,15186,32563,11369,16701,27246,5690,11515,28604,25882,37812,8653,41667,6224,11782,2633,4021,3765,16450,4042,50509,15781,15753,10652,22896,6370,9814,8644,10747,7076,3362,7542,1340,14314
2020-03-18,3664,10212,4971,10745,17191,15269,33095,11779,16823,27761,5753,11904,29176,26434,38590,9056,43164,6453,12170,2838,4201,4113,17581,4151,51563,15997,16003,10866,23287,6555,10058,8910,10971,7067,3344,7959,1263,14311
2020-03-19,3431,10181,4936,10405,16424,14658,31704,11390,16318,27198,5504,11672,28402,26328,37721,8640,41004,6171,11356,2382,3990,3631,16199,3933,49874,15713,15784,10620,23303,6417,9969,8675,10645,6935,3126,7071,1243,13989
2020-03-20,3634,11280,5198,11084,17431,15286,33890,12078,17616,28774,5951,11798,30817,25940,39173,9174,45974,6520,12824,2846,4422,4070,20779,4384,56689,16415,15944,10633,23506,6824,10470,9105,11511,7371,3525,8132,1346,14321
2020-03-21,1894,9608,3368,6568,9198,7963,18864,5878,9402,15414,2724,5082,16795,5315,11093,3611,33039,3993,7865,2011,2529,2573,16646,2090,35720,7021,6449,3991,11422,3841,6585,5613,7397,4767,2227,5143,795,5774
2020-03-22,1466,8214,2565,4507,7015,5486,13801,3275,6283,11078,2035,3709,11566,4072,8247,2165,21724,3027,5473,1796,1666,1915,13760,1287,20495,3984,4157,2576,8289,2716,4780,4109,5408,3587,1780,4193,492,4040
2020-03-23,3773,10525,4955,10719,16667,15185,33289,11840,17077,28131,5968,11961,28977,26279,38913,9052,44648,6442,12096,2867,4087,4132,17833,4083,50437,16216,16062,10901,23449,6425,10082,8662,10919,6763,3479,7864,1308,14578
2020-03-24,3640,10348,5017,10655,16981,14807,32919,11512,17020,27998,6015,12132,28957,26088,39497,8929,44443,6399,12248,2947,4127,4196,17439,4189,51409,16042,16127,10851,23738,6402,10282,8728,11182,7006,3499,8017,1331,14999
2020-03-25,3600,10239,5029,10811,17242,14840,33274,11352,17165,28189,6002,12183,29636,26122,39636,9166,45404,6591,12447,2969,4195,4215,18553,4299,52248,16055,16463,10784,23743,6517,10156,9107,11363,7002,3395,8328,1288,14555
2020-03-26,3517,9928,5031,10433,16872,14856,33020,11510,16888,27923,5838,12015,29048,26324,38759,8776,44495,6537,11954,2851,4101,3740,17259,4267,50926,16325,15956,10829,23585,6414,10265,8839,10935,7127,3351,7500,1354,14451
2020-03-27,3692,11065,5122,11152,17532,15309,33672,11772,17312,28640,6009,12074,30774,26548,39977,9299,47390,6762,12695,2939,4246,4170,21007,4328,57029,16498,16226,11049,23189,6790,10515,9124,11657,7365,3466,8096,1293,14170
2020-03-28,1908,9192,3623,6577,9810,8099,19511,5883,9544,15686,2834,5743,17500,6359,12115,4100,34585,4283,7864,2566,2781,2811,17553,2192,35172,7269,6534,4047,11058,3906,6788,5555,7367,5327,2375,5467,693,5839
2020-03-29,1441,7797,2540,4643,6813,5411,13930,4143,6355,11177,2130,3878,11693,4834,8426,2512,23293,3026,5512,2345,1669,1931,13980,1375,19569,4088,4240,2574,7360,2593,4885,3870,5227,3577,1965,4408,432,4257
2020-03-30,3668,9663,5086,10942,16610,16223,34025,11741,17103,28203,6070,12342,29885,27413,39904,9242,44814,6518,12363,3492,4231,4164,17829,4291,50982,16313,16268,11041,23085,6537,10252,8794,11032,6900,3469,8116,1353,15108
2020-03-31,3578,9960,5056,10826,17128,16146,33763,11677,17359,28504,6057,12316,30023,27632,40478,9189,45103,6764,12164,3774,4160,4140,17934,4329,51559,16005,16343,11273,23176,6484,10375,8776,11176,7057,3539,8254,1334,15016
2020-04-01,3588,10277,5032,10814,17082,16092,33818,11716,17228,28429,6281,12349,30188,27581,40284,9374,45665,6681,12335,3697,4217,4197,18008,4386,51389,16148,16445,11090,23489,6533,10413,9015,11129,7192,3709,8403,1503,14552
2020-04-02,3646,10442,5066,10836,16922,16239,33748,11971,17073,28750,6178,12282,30397,26802,39567,9324,44550,6628,12473,3229,4378,4164,18074,4422,51032,15875,16264,10956,23408,6568,10085,9069,11104,7194,3624,8291,1465,14780
2020-04-03,3773,10809,5209,11208,17674,15825,34382,11980,17565,28971,6112,12582,31599,26666,40288,9731,47531,6868,12723,3017,4455,4375,21609,4466,56230,16371,16440,11208,23394,6875,10508,9243,11548,7450,3664,8425,1394,14310
2020-04-04,2013,9457,3561,6836,9421,8199,19532,6107,9814,15981,3056,6040,17572,5780,11343,3865,33355,4232,8053,2158,2975,2754,17259,2366,35176,6862,6363,4082,10190,3920,6654,5479,7173,5065,2410,5563,799,5720
2020-04-05,1601,7843,2576,4564,6503,5672,13764,4172,6577,11028,2226,4085,11855,4807,7209,2398,22683,2915,5545,1692,1758,1719,13631,1406,19818,3889,3989,2597,7226,2626,4619,3901,4999,3664,1872,4161,540,4248
2020-04-06,3913,10362,5179,11298,16955,16549,34826,12403,17671,29076,6436,12815,30419,27986,40917,9563,45838,6683,12542,2549,4285,4321,18378,4539,52647,16624,16815,11669,24017,6645,10552,9243,11302,6839,3650,8267,1422,15440
2020-04-07,3811,10100,5139,11338,17224,16643,34663,12358,17609,29104,6326,12984,31160,27442,40910,9514,46452,6851,12669,2693,4204,4199,18237,4631,53028,16539,17015,11613,24304,6705,10480,9094,11324,7217,3684,8308,1472,15441
2020-04-08,3776,10185,5071,11288,17454,16625,34902,12523,17713,29369,6258,12864,31338,28109,40991,9679,45307,6771,12626,2639,4328,4295,18714,4546,52750,16649,16972,11299,24088,6741,10728,9241,11457,7255,3770,8321,1355,15069
2020-04-09,3848,10243,5133,11186,17534,16475,34491,12503,17677,29478,6233,12790,31469,27883,41206,9524,44150,6664,12477,2690,4403,4115,18373,4552,53023,16763,16922,11683,24354,6730,10640,9098,11397,7178,3686,8314,1440,15453
2020-04-10,3791,11118,5250,11505,16989,16278,34870,12509,17895,29426,6231,13052,32280,27651,40627,10163,46415,6850,13250,2593,4609,4400,22042,4805,58131,17125,17331,11569,25244,6858,10932,9319,11913,7505,3753,8515,1410,15091
2020-04-11,2055,9684,3651,7226,10279,8759,20116,6287,9936,16805,3069,5955,18230,5603,10889,4045,32995,4311,8358,1768,3919,2702,18525,2546,36272,7239,7155,3984,11251,4245,7046,5880,7864,5073,2486,5608,763,5972
2020-04-12,1685,8376,2516,4624,6763,5820,14115,3419,6816,11476,2206,3757,11913,5164,7338,2385,22422,2988,5680,1270,1686,1711,14353,1511,20290,4038,4495,2650,8228,2825,5121,4151,5390,3717,1768,3835,533,4265
2020-04-13,3933,10724,5122,11429,16942,16915,35208,12611,17986,29577,6371,13034,30912,28051,41421,9585,43144,6898,13220,2665,4368,4291,19578,4605,53420,16728,16702,11412,24840,6709,10612,9181,11537,6872,3619,8343,1360,15726
2020-04-14,3924,11442,5435,11587,18300,17122,36137,12689,18440,30136,6456,13045,32652,27891,42658,9712,45965,7019,13570,2813,4517,4300,20369,4790,57898,17006,17185,11701,25315,7123,10919,9257,11924,7469,3763,8647,1378,15589
2020-04-15,1915,9548,3401,6668,8796,7743,18268,5545,9198,14860,2755,5404,15173,6227,9050,3357,29096,3861,7139,1543,2356,2269,14566,2069,29062,5748,5602,3774,9596,3671,6405,5304,7188,4489,2254,4973,753,5508
2020-04-16,3896,10935,5339,11597,17592,16887,35581,12466,18462,29928,6507,12737,31682,27561,42110,9442,44291,6966,13448,2726,4479,4247,19914,4664,54568,16933,17097,11651,25572,7005,10836,9261,12071,7481,3645,8866,1456,15631
2020-04-17,3804,11721,5370,11684,17629,16540,34841,12446,17894,29546,6292,13128,32307,28515,42058,9743,45390,6851,13227,2548,4674,4345,21687,4844,58220,17085,16820,11630,25438,7103,11000,9380,11749,7595,3512,8170,1489,14738
2020-04-18,2278,10756,3951,7468,10982,9245,21893,6372,10552,17489,3261,6434,19292,5409,12378,4021,35218,4609,8817,1926,3196,3003,21285,2530,39270,7860,7110,4404,12435,4699,7272,6131,8244,5592,2556,6192,899,6556
2020-04-19,1598,9078,2728,5081,6812,5676,14030,4206,6883,11793,2180,3709,12308,4241,6948,2365,22594,3204,5648,1184,1777,1523,14007,1524,21082,4555,4170,2794,8684,2802,5077,4127,5274,3867,1574,3459,547,4346
2020-04-20,4034,11135,5373,12049,17691,17090,36400,12839,18644,30326,6607,13872,31830,29635,42970,9856,47304,7082,13344,2821,4649,4425,19776,4818,55121,17162,17360,11892,26587,7055,11041,9424,11856,7178,3715,8244,1409,16537
2020-04-21,4008,11620,5355,12268,18158,17254,36845,12838,18898,30698,6837,14143,32964,29880,43755,10166,48387,7260,13517,2799,4766,4460,19659,4997,56536,17673,17476,12383,27185,7315,11536,9818,12185,7437,3892,8629,1507,16775
