date,부평구청,굴포천,삼산체육관,상동,부천시청,신중동,춘의,부천종합운동장,까치울,온수,천왕,광명사거리,철산,가산디지털단지,남구로,대림,신풍,보라매,신대방삼거리,장승배기,상도,숭실대입구,남성,내방,고속터미널,반포,논현,학동,강남구청,청담,뚝섬유원지,건대입구,어린이대공원,군자,중곡,용마산,사가정,면목,상봉,중화,먹골,태릉입구,공릉,하계,중계,노원,마들,수락산,도봉산,장암
2019-03-26,25921,22142,11713,33831,28943,34537,22028,10837,17693,28127,21513,60640,56783,102564,40449,21952,26475,24060,39469,25445,29389,42931,27677,35678,37810,15033,48338,55982,37930,51804,18267,36924,42630,30543,23193,14285,37315,40270,38478,26831,23747,21929,31825,47079,36492,48818,27932,30651,25149,3739
2019-03-27,25948,22170,11691,33350,28689,34865,21922,11006,17448,28056,21698,60411,57034,102762,40331,21781,26610,23729,39814,25578,29603,42955,26961,35105,38523,15186,49038,57278,38323,52927,16474,38205,42466,30794,23956,14580,36999,39069,38473,26717,23841,22111,32119,45569,37924,48938,27938,30698,24339,3615
2019-03-28,26003,22134,11798,33608,28951,34871,22021,11276,17354,27917,21445,60940,56659,102686,40122,22039,26168,23718,39647,25932,29866,42427,28304,35722,39278,15185,48251,55844,38242,52117,17784,39026,43297,30592,23594,14343,37270,40086,38881,26360,24670,22079,31822,46006,36983,49096,28650,31168,24595,3720
2019-03-29,25966,22513,12066,35221,30717,36362,22015,11510,17844,27259,22006,62007,59064,103786,40111,22703,26300,23892,40207,25733,29179,40520,27871,35254,45865,15900,50461,56058,39452,52535,21171,39758,39973,31069,23523,14528,38249,39467,41381,27194,24676,21313,33208,45870,35936,52989,28871,31550,25032,3763
2019-03-30,16136,15742,8441,29199,22653,23953,11939,8344,11700,14120,13829,45702,41858,35847,22944,21753,19284,15954,26512,17779,19335,25106,18399,18910,40288,10769,27832,25967,25837,28824,11670,34400,25456,21480,15436,10470,27756,25971,31489,18953,20197,14255,21880,31885,22375,39949,18619,23237,15923,2575
2019-03-31,11636,11766,5933,19564,15948,16410,8406,7100,9015,11073,10042,34762,28232,26860,19581,23389,15758,9761,19370,13029,14312,16505,13556,12411,32828,7596,16224,14574,13577,16621,11760,25837,20943,16507,12550,8143,20848,19505,23575,14803,13239,11110,16991,24503,18684,28949,13141,20041,15023,2464
2019-04-01,25251,21287,11419,31839,27969,33771,21584,11765,16867,27356,21313,59125,55241,101719,40185,22573,26097,23159,39213,25167,28951,43320,27137,34913,37808,14834,47482,53719,35977,50517,18406,36599,40843,29737,23033,14166,36987,39242,37485,26344,23699,21584,31020,44804,36488,48750,27305,30232,24071,3727
2019-04-02,25823,21585,11562,32970,29073,34598,21958,12914,17651,27970,21444,60282,56359,102096,40293,22167,26128,23568,39637,24912,29472,42901,27655,34796,36419,14920,47835,55167,38241,51963,17565,36618,41729,29702,22855,14362,37145,39942,38028,26625,23648,22110,31264,45658,36788,48407,27975,30738,24749,3722
2019-04-03,25901,22102,11798,33294,28995,34855,22172,13623,17890,28002,21530,60063,56305,102515,40383,22029,26858,23671,39616,25326,29830,42772,27323,35091,36845,15300,48006,55002,38032,52130,18475,37121,42781,30323,23511,14693,37243,39585,37976,26889,24273,22180,31769,46188,38914,48352,28279,30666,24814,3647
2019-04-04,25730,22027,13428,33402,29112,34843,22285,15308,17940,27974,22125,60376,56340,102211,39704,21856,26463,24694,39484,25528,29517,42152,27796,35125,38356,15113,48162,55426,37867,51841,19565,37145,43222,30185,23313,14593,37284,39574,38723,26885,23781,22155,31623,45876,37172,48034,27991,30765,24932,3684
2019-04-05,26085,22313,12087,35022,30336,35782,22013,15208,18048,27146,21816,61697,58632,102568,39846,23080,26700,24643,40082,25608,29154,40341,27719,34732,46597,15728,50216,55766,38534,51412,22849,38925,39762,31118,23091,14795,37639,39471,40126,27204,24655,21110,32670,45348,36852,51526,28160,30844,24265,3859
2019-04-06,16663,16448,11284,30189,23491,24806,13291,21025,13556,14439,14096,46143,41686,35900,22733,21970,19408,15205,27602,18178,19231,25385,17819,18275,43150,11073,27143,24744,25284,30642,19709,35333,34244,22172,16877,10942,28968,26220,31547,18993,20121,14645,22159,31829,23496,38900,21186,24161,17535,2909
2019-04-07,13310,13009,6997,22151,18476,19219,11210,31724,11883,11965,11280,37731,30893,30665,20538,24831,16431,11527,20884,14256,14878,17481,14388,12427,35866,8073,16658,14674,14693,17890,28474,29634,41462,18058,13204,8439,23107,21458,24755,15949,14943,12285,18727,26290,20272,29691,14135,21127,17418,2836
2019-04-08,25873,21843,11951,32696,28444,34691,22144,18066,17685,27833,21461,59993,56845,103814,40814,22564,26614,23197,39278,25009,29234,42667,27545,35079,39176,15169,47668,53985,36517,50915,21045,36271,44930,29887,22788,14438,37423,39719,37906,26743,23850,21679,31650,44419,37558,48247,27812,30542,25113,3738
2019-04-09,25866,21869,11748,33022,28643,35124,22507,15948,17699,28158,21468,59612,56579,103248,40105,22015,26201,23075,38960,25102,29517,42664,27563,35338,37365,14716,46670,55056,37626,50664,16123,36853,44464,30066,23116,14397,37046,39877,37247,26704,23896,21546,31025,46339,37083,47257,27928,30841,25180,3711
2019-04-10,25602,21715,11601,32802,28106,34337,21778,11967,17119,27953,21112,59322,56090,101393,39491,21821,26470,22843,39438,25019,28964,42057,27025,34496,37660,15064,47901,54209,37284,50789,16230,36393,41895,30326,23215,14480,36959,39426,37720,26451,23721,21917,31225,44757,37387,47603,27709,29973,24226,3638
2019-04-11,26214,22009,12058,33718,29697,35228,22277,15882,18116,28217,21611,60856,57762,102604,39887,22084,26488,23609,39332,25629,29317,41587,28003,35213,39579,14942,48120,54752,38688,51246,20605,37559,45619,30239,23008,14532,38213,40281,39347,27083,24080,22177,31444,46166,37320,49162,28478,31565,25825,3885
2019-04-12,26171,22246,12134,34845,30175,36552,22820,14792,18414,27235,22025,63203,59352,100464,39496,22738,27713,23502,40313,26009,28906,40791,27955,34959,47015,15858,49986,54335,38720,51812,25052,39382,42891,30704,23334,14691,38595,40054,40691,27935,24675,21479,32296,45783,37046,52628,28431,31661,25742,3922
2019-04-13,18141,17279,10320,32591,24887,26424,17639,18023,14881,16008,15025,48752,46081,38189,23832,22839,20584,16244,27331,18998,20087,25574,19729,19240,44593,11658,28225,29719,25979,33210,35929,36407,52459,23756,16635,11386,30816,28447,33267,20409,21166,16154,23165,34116,24916,41726,20785,27041,21053,3630
2019-04-14,11021,11019,5689,17969,14719,15750,9407,7540,8923,10722,10432,33651,28460,26700,19445,23958,15457,10671,19814,13414,13384,16492,13425,11686,33584,7004,15316,14586,13616,17228,10892,21277,18821,16094,11585,7313,20051,18858,20877,13949,12552,10338,16164,22448,18279,26389,11971,16667,11867,1713
2019-04-15,25251,21422,11601,32367,26873,33447,22077,13123,17337,27682,21478,59673,55527,103460,40543,22535,26700,23165,39198,25500,28891,42202,27655,35025,39047,14936,48194,54593,36270,50629,19637,35248,43832,29863,22914,14368,37213,39519,38043,26473,23578,21539,29122,44438,36684,45883,27337,30494,25232,3827
2019-04-16,26187,21917,12483,33243,28635,34911,22388,12995,18284,27906,21804,60665,57190,103090,40459,22468,26533,23661,40040,25511,29241,42420,27696,35548,38501,15213,47979,55869,38141,51931,20794,35672,45040,30116,23251,14496,37551,40501,38570,27370,23983,21916,31181,46340,36867,48527,27813,31077,26107,3854
2019-04-17,26306,22619,15092,33464,29029,35008,24119,12806,19243,28127,21718,60562,57430,101827,40202,21796,26825,23239,40024,25574,29431,42444,27286,35306,38504,16450,48757,56175,38133,52566,22181,35815,41972,30983,23566,14466,37691,39629,38219,27191,23823,22288,30743,45416,38680,48366,28002,31082,25668,3852
2019-04-18,25517,21435,11845,32896,28244,34510,21854,11139,17589,27836,21304,59127,56051,101242,39186,20938,25952,23928,39169,25040,28420,40408,27378,34860,38428,14943,47565,54753,37904,51258,17099,35372,40326,33075,23131,14569,37403,39237,37606,26792,23629,22086,30855,44869,36452,47100,27779,30529,24952,3873
2019-04-19,25971,22449,15634,33920,29825,35431,22006,11354,17738,27222,22062,62548,58834,100881,39933,21875,26878,23395,39954,25488,28112,39687,27637,34697,42830,15764,49732,55051,38107,50724,21768,36189,37058,30705,23706,14750,37931,39226,39638,27208,24481,21063,30664,44790,36370,50150,28173,30771,24657,3796
2019-04-20,16703,16507,8988,30408,22149,24651,12416,9208,13837,15092,14516,47228,42636,37032,23527,21864,20345,16953,28123,18648,19110,25732,18872,19356,42763,11282,28752,28371,24680,29116,29816,35360,43581,22927,16152,10642,29797,27241,32156,20102,20330,15696,22291,33253,24196,39293,19925,25503,19812,3469
2019-04-21,12310,11724,16542,18904,15298,16436,8977,6914,10950,11390,10459,35782,28111,28080,19777,23474,15728,12370,20558,14303,13735,17030,14136,13870,31908,7862,16007,15557,14932,17663,20780,23094,23711,17019,12526,7958,21712,20287,23648,14949,13599,10985,16258,23980,18816,26868,13209,20466,16231,2553
2019-04-22,25631,21794,11985,32395,28218,34377,21939,11089,17773,28046,21296,59334,55361,102867,40184,22295,25837,23366,39133,25109,28090,41580,27476,34943,37855,14883,47988,54338,36026,50616,21064,34710,38317,29551,22996,14369,36925,39460,37380,26637,23657,20640,29822,43784,37220,47844,27588,30514,24960,3967
2019-04-23,25582,21739,11794,32319,28001,34369,21893,10946,17941,27657,21536,59433,55834,102323,40902,21303,26022,23018,39189,25205,28328,40896,27235,34603,37403,15018,48206,55280,38174,51626,17513,33857,38662,30061,22864,14389,36763,39434,37638,26986,23688,21122,30157,45499,36576,46656,27350,30323,25112,3860
2019-04-24,26058,22319,11963,35821,29168,35282,22050,10815,17976,27833,21695,60020,56321,102485,40138,21763,26469,22841,38993,25127,28544,40827,26666,34769,38226,15135,48344,55465,38145,52127,19212,36070,36993,30835,23576,14840,37211,39042,39043,26679,24455,21061,30510,45689,38027,49051,27754,31069,24913,3781
2019-04-25,25353,22091,11838,34600,29191,34113,21785,10473,17070,27339,21401,59095,55431,101667,39794,21090,26141,23008,38688,25325,27649,39926,27505,34778,38964,14721,46950,55142,38052,51676,15994,37338,37753,30460,22910,14252,36760,39214,37937,26462,24000,21353,30591,44819,36320,48241,28074,29918,24497,3617
2019-04-26,25643,22509,12448,35912,30621,35256,21750,10519,17232,26552,21802,60870,59907,101736,39925,22046,26872,23104,39594,25721,28530,38811,27477,34893,45718,15501,49373,54688,39282,52048,16683,40150,37239,31536,23121,14545,37470,38859,40606,26993,24441,21128,32041,45457,36646,53726,28535,30711,24344,3805
2019-04-27,17366,17076,10036,32478,24399,25685,12825,8719,14863,15517,15362,49619,46230,38492,23769,22734,20932,17694,29702,19853,20823,28582,19821,19826,44783,12191,29279,30148,27291,31378,36235,40424,38384,24390,17104,11703,30855,28900,34367,20421,21135,16765,25010,36987,28293,45353,23455,27203,20805,3338
2019-04-28,12456,12253,7109,20558,16309,17305,8745,6361,11032,12013,10776,36776,30759,28955,20044,24187,17389,11541,20125,14064,15193,17205,13930,12779,35862,7556,16468,14727,14899,18908,21766,25424,24286,17752,12878,8787,21939,20237,23488,15147,13929,12058,17635,25289,20276,29663,13498,20601,16229,2432
2019-04-29,25871,21646,11669,32964,28683,34505,21653,10778,17311,27657,22012,59253,55488,102143,39686,21956,26106,23223,38916,25431,29767,41821,27237,35128,40146,14623,47796,53436,36817,51331,19675,37637,41202,30004,23343,14434,37071,39040,38605,26833,23775,22281,30988,44669,37020,48479,27578,30316,25214,3848
2019-04-30,26539,22537,12945,35381,30125,35959,22211,11259,18642,28360,22448,61687,58731,103234,40609,23500,27067,23814,40095,25757,30191,42951,27543,35964,39883,15759,49294,54840,38919,52812,24666,39030,44563,31213,23950,14552,38689,40791,39873,27358,24387,23203,31643,47880,37863,50911,28231,32025,26030,4014
2019-05-01,16778,15645,8601,26467,22480,24397,12682,8694,14819,15903,15745,47456,41463,41689,23097,22322,19633,16114,27652,19542,23066,35149,21147,20730,29290,12045,26909,24761,22265,29071,29713,32914,46280,23146,17913,12268,29493,27279,30822,20273,18783,16664,25753,35043,27985,41165,20937,26208,19380,3003
2019-05-02,26583,22144,12930,33993,29208,34889,21975,10906,18334,27907,22097,60501,58284,101891,39448,21867,26421,23767,39118,25350,30104,40832,27802,35329,40424,15223,49325,55025,38619,52568,29131,39279,45485,30057,23765,14649,38181,39547,39405,27296,24212,22942,32054,45917,37810,50633,28383,31060,26024,4058
2019-05-03,26428,22957,13086,36581,31978,36852,22000,11642,18050,26671,22489,61686,60547,101032,39442,22534,27053,23240,39798,25816,29543,40303,27926,35187,51304,16289,49854,55261,39213,52690,33280,41598,43517,31210,23137,14797,38924,39173,41315,27642,24767,22086,32547,46672,38541,55261,28780,32174,25652,3941
2019-05-04,16836,16155,9072,28685,23485,23403,11684,7744,13497,14578,14120,46526,41112,37195,22632,22027,19391,15783,26612,18056,18598,23464,18546,18339,46032,11608,26259,24620,25425,31075,68949,36504,32504,22793,16372,12073,29693,27456,32948,20209,20412,15730,23059,33826,25553,45379,20404,25280,19725,3126
2019-05-05,12222,12972,7167,20758,18375,17560,9110,7696,10703,11626,10914,37173,30775,30653,20898,25572,17564,11241,19809,13164,13393,17200,14028,12126,31629,7960,15204,12928,12661,17865,33853,27502,44422,18285,13605,8366,23323,21712,25351,15703,13563,11482,17674,26430,21084,31520,14086,20433,17103,2767
2019-05-06,13568,13294,7591,21670,19517,18907,10787,6997,11563,12453,11911,39532,32866,32736,19443,18913,16120,11508,21458,14322,15533,19244,15379,14562,42814,9396,19364,16667,14207,21271,36931,29313,31738,18840,13124,8931,24581,22570,26714,16167,14521,13246,19404,26656,20882,33881,15814,21133,17514,2888
2019-05-07,26247,22027,12339,33927,29364,35175,22004,10957,17482,27605,22003,59944,58050,103339,39916,23015,26399,24417,39844,25782,30201,42800,27891,35861,41393,15349,48378,55387,38205,52366,22757,36547,42864,30283,23334,14304,38147,40267,38473,27529,24278,20293,32175,47735,36835,51389,27978,31164,26074,3919
2019-05-08,26045,22394,12212,34013,29964,35575,22277,10970,18537,28023,22559,61176,58399,104026,41009,21942,27439,24409,40011,25938,30261,43099,28160,35876,39359,15769,48425,57616,38917,52857,20670,36256,44692,30353,24008,14881,38374,39899,38767,27002,24780,23190,32375,46503,38675,50268,28683,31410,26099,4023
2019-05-09,26017,22128,12149,33708,29699,35259,22221,11079,18205,27608,22320,60470,59108,103559,40030,22150,27151,24529,40034,25637,30015,41557,27941,35934,38888,15408,48542,56542,38967,52651,25017,37707,49493,30492,23926,14712,38099,39756,39304,27195,24548,23118,32402,46881,38035,50761,29458,31641,25901,4042
2019-05-10,26338,23374,13766,35480,31543,36672,22810,11081,18424,27309,22946,62403,63659,104316,40182,22729,27490,24436,40744,26545,30248,41384,28183,36309,47119,16303,50373,57349,39495,52613,30524,40711,52045,31017,24680,15002,39271,40705,41269,27926,25063,23250,32731,46658,37534,53838,29062,32053,26367,4085
2019-05-11,17559,16586,9600,30392,25318,25414,12408,8103,14715,16115,15742,48939,44783,38637,23554,22263,20977,16912,29232,18629,20780,26676,20113,19861,45082,12153,29396,29506,26650,31671,40022,36223,32859,23425,16783,11420,30504,28161,33873,20121,20676,16618,24899,35087,24654,43114,21162,27251,21049,3725
2019-05-12,12756,12324,7167,19899,17099,17664,8997,7777,10694,11620,11113,37481,30968,29326,20834,25819,18647,12828,21881,14542,15369,18269,14607,13184,35213,8086,16780,15245,14434,19092,32119,31194,30001,17912,13712,8426,22670,21545,24398,16313,14504,13113,18998,25793,20680,30370,14553,21534,19661,3098
2019-05-13,25254,21452,11640,32077,28716,34997,21724,10628,17549,27640,21988,58984,56000,103250,40414,22227,26357,23964,39256,25388,29724,42252,27587,35759,39743,15490,47671,55052,36616,50618,18722,35717,39416,29980,23198,14275,36930,38712,38193,26308,23485,22382,31144,45001,37487,49114,27404,30366,24914,3818
2019-05-14,26373,22095,12127,33528,29561,35537,22222,11166,18219,27984,22102,59240,58046,103757,40589,22331,26865,24619,40219,25793,30286,43294,27866,36065,39211,15454,48664,55913,38712,52294,22885,37190,44566,30080,23379,14661,37761,40164,38911,27108,24173,23341,32193,47118,37395,50600,28821,31614,26473,3978
2019-05-15,26151,22307,12039,34402,29805,36010,21988,11162,18458,28357,23116,61480,58336,104360,40384,22171,27119,24849,40018,25654,30488,42589,26791,35974,39341,17106,49639,55146,39934,52451,24433,39668,55796,31094,23881,15090,37959,39840,39944,27525,24221,23196,33993,47013,38563,53450,29584,32717,27243,4286
2019-05-16,26103,22260,12273,33765,29856,35125,22217,11205,18201,28312,22442,60165,58591,103451,39772,21970,26398,24252,39917,25576,30066,41365,27755,35634,38965,15579,48433,55095,38860,51353,23070,42691,43853,30852,23571,14656,37658,39443,38947,26706,24209,23243,33747,45853,37251,49001,28663,31597,25702,4109
2019-05-17,26397,22479,12516,35296,30629,36522,21978,11883,18168,27227,22684,61094,59838,101900,39554,22464,26885,24394,40063,25574,29742,39799,27664,35764,46890,15960,50523,55957,39605,52202,28152,39753,40778,31246,23770,14734,38703,39804,40565,27811,24752,22314,34857,45142,38301,52506,28399,31481,26290,4049
2019-05-18,17600,17476,9879,30955,23279,24847,12228,8194,14300,14972,15051,48292,43790,38199,23581,22254,20721,16128,27506,18639,20742,27270,19222,20086,44218,12902,28735,28268,26426,30532,37427,37911,34913,23393,16442,11381,29775,27596,33173,20788,20412,18542,23218,34402,24625,41278,20560,26628,20322,3451
2019-05-19,11298,11535,5808,19263,15206,16323,8163,4948,8679,10309,9930,33873,27526,24914,19383,23004,16694,9882,19028,12779,13889,17101,13106,12134,32458,7635,15174,15375,14585,17667,9898,25649,17716,16686,11617,7759,20412,18958,22427,14897,12964,11635,16688,23572,18573,27592,12793,17485,12876,2027
2019-05-20,25106,21814,11616,32304,28664,33504,21881,11345,17526,27565,22116,59286,56050,103274,40380,22505,26362,24043,39104,25450,29434,41504,27467,35346,39089,15244,48066,54123,36513,50203,21300,36450,40512,30172,22387,14175,37221,39265,37945,27163,24087,23742,31749,44579,37019,48993,27482,30785,25325,3958
2019-05-21,26354,22195,12135,33205,29336,35303,22578,10881,18420,28103,22219,59485,57829,103752,39624,22190,26682,24410,39868,25317,30043,42168,27958,36249,37803,15353,48843,55808,38808,51344,22987,36751,43485,30475,23120,14680,37623,40064,38813,28127,24590,25526,31936,46708,37706,48973,28006,31263,26270,4030
2019-05-22,26063,22099,12131,33364,29677,35484,22357,10904,18248,28185,22334,60321,57056,102924,39892,21958,26667,24304,39344,25395,30232,42062,27270,35700,38246,15429,48709,55958,38868,51691,23190,35977,42732,30710,23771,14659,38191,39826,38364,27823,24618,26139,32422,45518,38822,48943,28113,31163,25921,3949
2019-05-23,26370,21995,11940,33188,29078,35308,22445,10934,18449,27749,22075,59520,57122,102453,39472,21431,26578,23892,39649,25480,30742,41084,27767,35475,39121,15291,48433,55898,38547,51839,23532,37033,45902,30838,22900,14707,37855,40735,38947,28332,24931,27274,32269,45535,37539,49440,28411,31138,25563,3984
2019-05-24,26595,22946,13582,35723,31374,37184,22163,10883,18455,27059,22465,61660,60025,103299,39536,22527,27098,25151,39909,25782,30056,40269,27922,35498,44828,16178,50672,55836,38862,52011,25395,39470,41743,31327,23928,14732,39449,41353,41026,33655,28960,32499,32781,47339,38371,54407,29562,32203,26106,4188
2019-05-25,17955,16946,12258,30790,24932,25357,13886,8727,14855,15480,15611,48740,44508,38122,23093,21626,20375,16398,28507,18490,20508,26641,19763,19947,42945,11843,28915,30463,25968,30601,33402,36671,31891,23221,17330,12280,32165,29241,34560,31330,29161,38237,24359,35918,26402,44545,21899,27455,21067,3542
2019-05-26,12559,12089,6796,19968,16795,17761,11087,6358,11150,11409,10914,37518,31532,29007,20521,24363,18004,11815,20767,13804,14965,17907,14565,13033,34615,7983,16787,15189,15100,18950,32503,25897,24663,18286,13815,8984,24045,22226,24993,24597,21409,32583,18994,27163,21578,33509,15186,22745,18592,3322
2019-05-27,24546,21252,11123,31210,25841,33225,21220,9705,16481,26732,21313,56896,53081,100969,39534,21538,25628,23905,38349,24511,28310,40570,26535,34580,37456,14592,46510,52840,35873,49359,15365,33848,38406,28952,22054,13620,35301,37677,36344,26176,23037,22268,29776,42945,35537,44872,26451,29059,23257,3604
2019-05-28,26419,22479,12116,33783,29823,35791,23119,11040,18874,28301,22342,60183,57284,102942,39398,21578,26641,24538,40199,25434,29895,42040,27939,35531,38175,15418,48457,54777,37997,52212,21482,36436,41721,30556,23157,14589,37482,39992,38803,27911,24905,26189,31669,46430,36343,50005,28307,31494,26231,4022
2019-05-29,26347,22230,12031,33632,29116,35888,22688,11239,18705,28193,22470,59763,57231,101789,39131,21218,26722,23941,39438,25198,29555,41666,27071,35746,37094,15556,48683,55472,38448,51746,21137,36720,40953,30646,23724,14776,37664,39247,38321,27250,24358,25264,31436,45500,38211,49699,28267,30869,25992,3934
2019-05-30,25971,22110,12107,33812,29205,35078,22858,11151,18301,27881,22585,59495,57267,101877,38975,21059,26391,23995,39285,25217,29923,41332,27642,35369,38429,15338,47746,56026,38344,51883,19924,36844,41672,30273,23161,14403,36880,39444,38812,27075,24499,24758,31425,45303,36360,49209,28067,31075,25334,4001
2019-05-31,26312,22489,12121,34724,30893,36143,22650,11170,19174,27267,22779,61734,59492,102524,39657,21749,26847,24366,39801,25649,29538,39614,27617,35977,45835,15994,50168,55288,39014,52324,24234,38423,38260,31008,23528,14560,38350,39002,40366,27356,24630,23425,32146,44961,36415,52873,28629,31178,24907,3887
